fips,PST045213,PST045212,PST040210,PST120213,PST120212,POP010210,AGE135212,AGE295212,AGE775212,SEX255212,RHI125212,RHI225212,RHI325212,RHI425212,RHI525212,RHI625212,RHI725212,RHI825212,POP715212,POP645212,POP815212,EDU635212,EDU685212,VET605212,LFE305212,HSG010212,HSG445212,HSG096212,HSG495212,HSD410212,HSD310212,INC910212,INC110212,PVY020212,BZA010211,BZA110211,BZA115211,NES010211,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
00000,316128839,313873685,308747716,2.4,1.7,308745538,6.4,23.5,13.7,50.8,77.9,13.1,1.2,5.1,0.2,2.4,16.9,63.0,84.8,12.9,20.5,85.7,28.5,21853912,25.4,132452405,65.5,25.9,181400,115226802,2.61,28051,53046,14.9,7354043,113425965,1.3,22491080,27092908,7.1,0.9,5.7,0.1,8.3,28.8,5319456312,4174286516,3917663456,12990,613795732,829658,3531905.43,87.4
01000,4833722,4817528,4779758,1.1,0.8,4779736,6.3,23.3,14.5,51.5,70.0,26.5,0.7,1.2,0.1,1.5,4.1,66.6,84.9,3.5,5.2,82.6,22.3,398343,24.1,2189545,70.2,15.8,122300,1837576,2.54,23587,43160,18.1,97743,1573138,0.3,321641,382350,14.8,0.8,1.8,0.1,1.2,28.1,112858843,52252752,57344851,12364,6426342,13506,50645.33,94.4
01001,0,55514,54571,0,1.7,54571,6.5,26.0,13.0,51.3,78.5,18.4,0.5,1.0,0.1,1.5,2.6,76.4,86.3,1.4,3.1,85.1,21.7,6036,25.6,22360,77.7,7.9,137900,19934,2.72,25253,53773,11.6,835,10290,1.2,3062,4067,15.2,0.0,1.3,0.0,0.7,31.7,0,0,598175,12003,88157,385,594.44,91.8
01003,0,190790,182265,0,4.7,182265,5.9,22.6,17.7,51.2,87.3,9.6,0.7,0.8,0.1,1.5,4.6,83.2,82.6,3.7,5.3,88.4,27.7,19903,25.7,105279,74.1,24.4,172900,72751,2.48,26769,50706,13.3,4624,51386,0.4,16097,19035,2.7,0.4,1.0,0.0,1.3,27.3,1410273,0,2966489,17166,436955,1184,1589.78,114.6
01005,0,27201,27457,0,-0.9,27457,5.6,21.2,15.2,46.3,50.5,47.4,0.7,0.4,0.2,0.8,5.1,46.4,83.4,2.8,5.1,73.6,14.5,2174,24.6,11845,66.7,9.6,88700,9423,2.60,16532,31889,26.1,501,7572,-0.4,1513,1667,0.0,0.0,0.0,0.0,0.0,27.0,0,0,188337,6334,0,2,884.88,31.0
01007,0,22597,22919,0,-1.4,22915,5.4,21.6,13.9,46.0,76.2,22.3,0.4,0.1,0.1,0.9,2.0,74.6,87.9,1.3,1.9,76.1,9.0,1650,28.4,8978,81.0,5.5,91600,7386,2.95,17611,36824,16.5,285,2980,1.8,1193,1385,14.9,0.0,0.0,0.0,0.0,0.0,0,0,124707,5804,10757,16,622.58,36.8
01009,0,57826,57322,0,0.9,57322,6.2,24.0,15.9,50.5,96.2,1.7,0.6,0.3,0.1,1.1,8.6,88.1,87.6,4.7,7.3,75.7,12.4,4245,34.3,23869,81.1,4.5,115200,21031,2.71,21155,45192,14.7,690,6345,-1.4,3544,4458,0.0,0.0,0.0,0.0,0.0,23.2,341544,0,319700,5622,20941,6,644.78,88.9
01011,0,10474,10915,0,-4.0,10914,6.8,21.2,14.6,45.6,27.2,69.7,0.9,0.2,0.8,1.1,7.6,22.6,85.3,4.6,4.9,70.3,11.9,739,26.3,4479,77.3,10.4,73900,3740,2.75,19822,34500,22.2,113,0,0.0,478,417,0.0,0.0,0.0,0.0,0.0,38.8,0,0,43810,3995,3670,0,622.81,17.5
01013,0,20307,20946,0,-3.1,20947,6.1,23.1,17.4,53.2,54.4,43.5,0.3,1.0,0.0,0.7,1.2,53.7,93.6,1.3,2.1,76.3,12.9,1690,24.0,9941,70.4,13.3,73500,8149,2.51,17564,30752,25.7,411,5354,-3.3,1259,1769,0.0,0.0,3.3,0.0,0.0,0.0,399132,56712,229277,11326,28427,9,776.83,27.0
01015,0,117296,118572,0,-1.1,118572,6.1,22.7,15.2,51.8,76.0,21.0,0.5,0.8,0.1,1.6,3.5,73.2,84.1,2.4,4.8,78.8,16.0,11636,21.8,53320,69.8,13.9,101900,45764,2.51,20881,40093,21.4,2333,36093,-2.3,6387,8713,7.2,0.0,1.6,0.0,0.5,24.7,2679991,0,1542981,13678,186533,71,605.87,195.7
01017,0,34064,34215,0,-0.4,34215,5.8,22.0,17.6,52.3,58.9,39.1,0.2,0.6,0.1,1.1,1.9,57.6,84.9,1.2,1.7,73.8,11.0,2736,24.1,16949,69.2,11.2,78000,13634,2.48,18478,32181,23.3,557,6419,4.6,2299,1981,0.0,0.0,0.0,0.0,0.0,29.3,667283,0,264650,7620,23237,9,596.53,57.4
01019,0,26021,25986,0,0.1,25989,4.8,20.8,19.3,50.3,93.2,4.6,0.5,0.3,0.0,1.4,1.4,91.9,89.1,0.8,1.4,77.1,13.1,2054,27.4,16279,74.4,5.3,99900,11758,2.17,22472,36241,19.5,351,3590,3.6,1652,2180,0.0,0.0,0.0,0.0,0.0,14.5,307439,62293,186321,7613,13948,9,553.70,46.9
01021,0,43819,43642,0,0.4,43643,6.7,24.6,14.5,50.6,87.7,10.2,0.5,0.4,0.2,1.1,7.8,80.8,88.6,4.7,7.2,75.7,12.5,3144,32.9,19259,75.1,4.1,103700,16293,2.65,21132,40834,18.6,709,6644,-1.7,2726,0,0.0,0.0,0.0,0.0,0.0,0.0,0,155139,359910,8496,34073,17,692.85,63.0
01023,0,13633,13858,0,-1.6,13859,5.3,21.8,19.6,52.3,55.9,43.2,0.2,0.2,0.0,0.5,0.7,55.5,92.4,0.3,1.2,74.1,11.9,863,33.6,7252,83.9,3.3,59300,5303,2.58,19354,35123,20.2,264,2754,-1.8,892,1102,26.2,0.0,0.0,0.0,0.0,44.1,0,52904,84633,5969,11345,1,913.50,15.2
01025,0,25161,25840,0,-2.6,25833,5.6,23.6,17.2,52.8,54.3,44.2,0.4,0.3,0.0,0.7,1.1,53.5,92.5,0.6,1.4,78.4,12.7,1585,24.9,12605,76.1,7.8,84800,9321,2.74,19563,30954,26.4,601,6430,-1.6,1765,2374,0.0,0.0,0.0,0.0,0.0,28.6,571454,85803,344311,13034,23596,8,1238.47,20.9
01027,0,13435,13932,0,-3.6,13932,5.6,22.2,18.5,50.6,83.1,14.6,0.5,0.2,0.0,1.6,3.2,80.2,87.0,1.9,3.1,74.2,8.8,1095,29.4,6756,75.3,9.2,80600,5734,2.36,18136,34556,19.8,184,3001,-4.3,751,1005,0.0,0.0,0.0,0.0,0.0,0.0,330878,0,70558,5123,4352,0,603.96,23.1
01029,0,14832,14972,0,-0.9,14972,5.6,22.9,17.5,50.4,94.6,3.7,0.4,0.2,0.1,1.1,2.2,92.6,88.5,1.2,2.0,74.2,9.5,920,30.6,6710,78.7,5.9,91300,5518,2.67,19049,37244,18.0,157,1567,-19.0,954,1280,0.0,0.0,0.0,0.0,0.0,17.7,0,5888,133407,9080,4134,1,560.10,26.7
01031,0,51252,49948,0,2.6,49948,6.6,23.9,14.9,50.5,76.8,17.5,1.4,1.4,0.4,2.5,6.4,71.8,83.6,4.7,7.2,81.8,22.6,6153,21.2,22740,70.8,13.9,126400,19002,2.59,23441,44626,17.1,953,12407,-1.6,2699,4032,6.0,0.0,1.3,0.0,0.7,29.3,613758,131594,639623,13665,50080,91,678.97,73.6
01033,0,54446,54428,0,0.0,54428,5.8,21.8,17.8,51.9,81.0,16.4,0.6,0.5,0.0,1.5,2.3,79.1,86.2,1.7,2.5,83.4,18.0,4419,23.0,25910,72.7,12.4,101500,22290,2.42,22186,40158,16.2,1257,18980,1.5,3867,4757,0.0,0.0,0.0,0.0,0.0,22.8,2083166,351388,821284,15040,61935,166,592.62,91.8
01035,0,12981,13228,0,-1.9,13228,5.5,22.4,19.2,51.8,51.9,46.2,0.4,0.1,0.0,1.3,1.7,51.1,96.8,0.4,1.1,75.8,9.7,1115,24.9,7078,80.2,5.3,74200,4879,2.69,16648,27064,30.4,212,2316,-11.8,716,980,0.0,0.0,0.0,0.0,0.0,23.0,183544,76736,71232,5430,8667,1,850.16,15.6
01037,0,10966,11544,0,-5.0,11539,4.5,19.3,17.9,50.4,67.1,30.8,0.6,0.2,0.2,1.2,2.1,65.9,88.6,1.7,2.7,75.8,9.7,951,29.6,6476,83.8,2.1,74500,4573,2.41,18855,37425,20.2,90,921,-8.7,384,545,0.0,0.0,0.0,0.0,0.0,0.0,89585,31647,20531,1904,575,0,650.93,17.7
01039,0,37955,37765,0,0.5,37765,6.0,22.5,19.1,51.6,84.6,12.7,0.6,0.5,0.0,1.5,1.6,83.4,87.5,1.0,2.3,77.4,13.8,3663,22.7,18801,74.6,5.7,86700,14899,2.50,20153,35321,20.9,864,10827,3.3,2306,2957,0.0,0.0,0.0,0.0,0.0,0.0,561168,338692,424873,11544,30271,13,1030.46,36.6
01041,0,14083,13906,0,1.3,13906,6.5,23.7,16.7,51.5,71.6,24.1,0.5,2.1,0.1,1.6,1.8,70.1,86.4,2.2,2.9,76.3,11.0,1171,29.5,6724,71.9,8.0,70000,5648,2.44,21480,37309,18.4,237,3280,5.8,789,1027,25.8,0.0,0.0,0.0,0.0,30.2,270809,131874,75456,5491,5640,4,608.84,22.8
01043,0,80440,80406,0,0.0,80406,6.0,22.7,16.9,50.5,96.4,1.3,0.6,0.5,0.0,1.2,4.4,92.4,85.2,2.8,4.2,78.8,14.2,6561,26.9,37083,74.4,8.4,104700,31287,2.53,20653,39244,18.6,1693,21195,-1.8,5551,7873,1.1,0.0,1.1,0.0,0.0,23.9,1393437,0,867058,10757,102291,48,734.84,109.4
01045,0,50444,50251,0,0.4,50251,6.9,24.4,14.3,50.6,75.2,19.8,0.8,1.2,0.1,2.8,5.8,70.6,77.3,3.9,6.3,84.2,17.5,6943,20.5,22800,60.6,13.4,96100,19609,2.48,22707,45247,16.0,815,13631,3.6,2303,2951,0.0,0.0,0.0,0.0,0.0,0.0,114991,69341,332503,6889,37229,71,561.15,89.6
01047,0,42864,43820,0,-2.2,43820,7.4,26.2,14.8,53.6,29.0,69.6,0.2,0.5,0.0,0.7,0.9,28.6,86.0,0.8,1.5,75.3,13.3,2987,22.8,20250,62.1,19.0,73700,16181,2.66,16907,26178,36.5,785,10789,-5.4,2443,3148,49.1,0.0,4.4,0.0,0.0,28.8,1174763,0,437359,10223,33708,11,978.70,44.8
01049,0,71080,71112,0,0.0,71109,6.8,25.4,14.8,50.7,92.4,2.0,2.2,0.4,0.8,2.2,14.1,80.8,90.2,7.4,11.0,70.5,9.9,4396,22.9,31081,76.8,7.3,89400,25550,2.74,18494,36853,19.5,1095,16549,-3.5,4765,5908,0.0,0.8,0.6,0.0,0.0,25.8,1831626,0,635185,9303,67915,23,777.09,91.5
01051,0,80629,79296,0,1.7,79303,6.1,23.0,13.0,51.6,76.3,21.0,0.4,0.7,0.1,1.5,2.7,74.0,85.3,2.2,3.7,86.2,21.1,8224,28.3,32897,77.4,7.4,143900,28143,2.62,24007,55514,13.0,1096,14103,2.4,5001,6513,9.1,0.0,0.0,0.0,0.0,28.3,766344,104885,618313,7982,47884,216,618.49,128.2
01053,0,37994,38319,0,-0.8,38319,6.1,22.5,15.7,48.4,62.5,32.2,3.4,0.3,0.1,1.6,2.0,60.8,91.5,1.2,1.1,75.2,12.2,3085,23.3,16447,72.5,8.9,85300,13879,2.54,16294,31075,24.9,747,9454,0.9,2205,2765,9.0,3.2,0.0,0.0,0.0,21.3,665336,93125,379587,10089,31909,4,945.08,40.5
01055,0,104392,104430,0,0.0,104430,5.9,22.8,16.4,51.6,81.4,15.5,0.5,0.8,0.3,1.4,3.6,78.7,84.7,2.1,2.9,81.7,15.2,9170,23.9,47482,72.2,12.1,101200,40560,2.53,20672,37660,18.8,1979,28470,-3.4,7136,9147,6.1,0.0,0.0,0.0,0.6,25.7,1252962,518424,1114841,10801,137966,90,534.99,195.2
01057,0,16983,17241,0,-1.5,17241,5.6,21.8,18.4,50.3,86.6,11.7,0.4,0.3,0.0,1.0,1.4,85.4,88.1,0.6,1.2,75.8,11.6,1345,27.8,8423,75.3,7.8,72600,7129,2.37,18675,33090,19.1,334,3656,-0.2,1095,1378,5.1,0.0,0.0,0.0,0.0,24.3,186247,22463,130362,7433,10869,0,627.66,27.5
01059,0,31761,31709,0,0.2,31704,7.1,24.8,15.5,50.2,92.3,4.3,1.5,0.3,0.1,1.4,15.4,78.8,85.6,8.0,12.9,73.1,12.2,2066,25.7,14034,69.7,11.4,82000,12445,2.51,19282,37235,19.8,549,9765,1.5,1928,2357,0.0,0.0,0.0,0.0,0.0,23.2,671954,67398,269096,8786,25389,8,633.82,50.0
01061,0,26931,26790,0,0.5,26790,5.5,22.0,18.3,51.1,87.3,9.9,0.9,0.4,0.1,1.5,3.5,84.2,84.7,2.1,3.6,75.3,10.9,2364,25.5,12674,71.2,6.3,79400,10985,2.41,19393,33618,20.0,417,3884,-1.9,1579,1736,0.0,0.0,0.0,0.0,0.0,0.0,153342,231687,170044,6612,10402,7,574.41,46.6
01063,0,8876,9045,0,-1.9,9045,6.4,23.7,16.7,52.2,18.6,80.4,0.2,0.2,0.0,0.6,1.0,18.0,90.6,0.2,0.7,75.6,11.6,468,26.5,4997,70.3,11.3,77200,3257,2.77,15062,23777,32.9,97,1102,-19.9,522,657,60.3,0.0,0.0,0.0,0.0,36.1,0,0,33639,3697,1226,4,647.11,14.0
01065,0,15388,15760,0,-2.4,15760,6.0,24.0,16.3,52.3,40.7,58.3,0.2,0.3,0.0,0.6,1.0,40.0,90.0,0.9,2.5,73.2,11.7,1114,26.8,7657,76.1,6.3,80300,5965,2.58,17210,29409,27.7,189,2151,1.0,903,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,86735,4794,3136,14,643.94,24.5
01067,0,17287,17302,0,-0.1,17302,5.8,22.5,19.2,51.9,69.9,28.1,0.4,0.6,0.0,1.0,2.5,67.9,91.6,2.9,4.7,79.0,15.8,1532,28.2,8954,78.1,4.6,100400,6905,2.47,20897,40680,16.0,300,2739,-0.8,1022,1091,0.0,0.0,0.0,0.0,0.0,18.2,425821,0,92574,5559,7415,22,561.75,30.8
01069,0,103402,101547,0,1.8,101547,6.6,24.2,15.2,52.1,70.4,26.4,0.5,0.9,0.1,1.7,3.2,67.8,86.2,2.3,4.3,83.3,19.3,9431,20.4,45707,65.7,14.4,122000,38732,2.59,23375,41828,17.7,2746,43457,1.2,6876,10151,12.1,0.0,1.4,0.0,1.3,25.5,1310677,0,1909615,19608,177224,525,579.82,175.1
01071,0,53019,53226,0,-0.4,53227,5.5,22.1,17.5,50.8,91.9,3.4,1.6,0.5,0.1,2.6,2.6,89.9,90.9,2.1,3.3,74.9,13.2,3925,26.2,24780,75.8,6.8,92000,21197,2.49,20101,37059,16.2,845,11683,0.0,3232,4337,0.0,4.3,0.0,0.0,0.0,26.8,1525396,0,410988,7784,39315,17,1077.87,49.4
01073,0,660009,658466,0,0.2,658466,6.9,23.5,13.6,52.7,54.3,42.6,0.4,1.5,0.1,1.1,3.9,51.1,83.5,4.3,6.0,87.2,29.3,48171,23.4,302013,65.2,24.4,142300,259255,2.48,26760,45415,17.0,16278,313651,-0.6,47155,55470,23.4,0.4,2.4,0.0,1.3,29.8,10260950,13756797,11066328,16730,1268154,2330,1111.28,592.5
01075,0,14259,14564,0,-2.1,14564,5.2,21.7,19.7,51.4,87.0,11.4,0.2,0.1,0.0,1.3,1.3,85.9,88.5,0.5,0.8,76.3,10.2,1251,23.1,7343,71.9,9.4,69900,6107,2.32,21410,35271,20.1,246,2758,1.0,1009,1340,0.0,0.0,0.0,0.0,0.0,25.8,234908,0,70780,4887,6008,0,604.85,24.1
01077,0,92542,92709,0,-0.2,92709,5.5,21.1,17.6,52.1,87.2,10.1,0.5,0.8,0.1,1.4,2.4,85.2,85.6,2.0,3.2,83.2,21.9,7277,23.9,43968,70.7,15.2,111900,38301,2.36,22833,40701,17.9,1968,24479,-3.9,6819,8317,5.5,0.0,0.8,0.0,0.0,27.6,1083658,514555,1131585,12783,136587,290,667.70,138.8
01079,0,33838,34339,0,-1.5,34339,5.8,22.7,15.8,51.4,78.1,11.6,5.8,0.2,0.0,4.4,2.0,76.4,89.6,1.3,2.1,77.9,13.0,2207,26.9,15207,79.7,5.9,96600,13441,2.52,20315,39526,16.1,407,4734,7.7,2062,2289,0.0,0.0,0.0,0.0,1.1,0.0,0,23787,166958,4889,22719,0,690.68,49.7
01081,0,147257,140251,0,5.0,140247,5.7,21.7,9.7,50.7,72.0,23.2,0.3,2.9,0.1,1.5,3.6,69.0,76.2,4.9,6.8,86.0,31.3,10157,21.0,64392,63.0,23.2,149300,55350,2.45,23162,43189,21.1,2343,35565,1.9,9292,10319,16.2,0.0,2.0,0.4,0.0,28.2,0,0,1451634,11099,201205,706,607.54,230.8
01083,0,87654,82782,0,5.9,82782,6.3,23.7,13.0,49.5,82.7,13.2,0.9,1.2,0.2,1.8,5.7,78.0,87.7,4.3,6.3,81.1,21.9,7205,26.0,35252,77.2,8.7,132500,31186,2.54,24872,48197,13.3,1228,13590,-1.9,5322,5914,4.8,1.1,0.8,0.0,1.3,25.8,947299,248292,723200,9785,68140,88,559.94,147.8
01085,0,10857,11299,0,-3.9,11299,7.0,24.1,15.7,52.8,25.4,73.4,0.2,0.2,0.0,0.7,1.0,25.0,90.4,0.2,0.8,76.2,14.2,724,31.0,5114,74.3,8.7,70200,4252,2.64,17895,28023,23.6,114,2145,1.6,852,682,57.3,0.0,0.0,0.0,0.0,35.2,1156888,0,103636,8184,595,4,715.91,15.8
01087,0,20535,21450,0,-4.3,21452,5.2,19.1,15.4,53.9,16.7,81.5,0.2,0.3,0.0,1.2,1.6,16.1,84.1,0.8,4.1,79.6,19.5,1835,22.9,10239,67.5,15.3,77500,8094,2.34,16402,27957,28.1,201,5269,-15.1,1507,1584,66.7,0.0,0.0,0.0,0.0,0.0,0,0,87509,3932,19354,3,608.89,35.2
01089,0,343080,334811,0,2.5,334811,6.1,23.1,12.9,51.0,69.7,24.6,0.9,2.5,0.1,2.3,4.7,65.9,84.7,5.4,7.1,89.5,37.8,34377,20.9,150512,70.0,21.3,163300,131263,2.49,31367,58242,12.4,7997,149519,-1.3,22264,26467,12.3,1.4,3.5,0.0,1.3,29.2,8650700,2970410,4438653,14145,596324,2259,801.59,417.7
01091,0,20401,21029,0,-3.0,21027,6.1,23.4,17.8,53.0,47.3,51.4,0.2,0.2,0.2,0.7,2.0,45.8,87.3,0.7,1.1,83.0,17.7,1593,21.3,10240,71.2,9.6,89500,8580,2.41,20208,34515,22.8,475,5583,-5.3,1258,1604,0.0,0.0,0.0,0.0,0.0,21.4,542135,64589,197221,9274,16684,1,976.88,21.5
01093,0,30327,30777,0,-1.5,30776,5.3,21.5,19.2,50.8,94.4,3.8,0.4,0.3,0.1,1.1,2.3,92.3,85.8,1.1,2.0,71.7,8.7,2398,23.7,14725,75.2,10.4,76400,12727,2.33,18610,31970,20.9,521,6622,0.5,1940,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,7,742.29,41.5
01095,0,94776,93019,0,1.9,93019,7.1,25.2,15.4,50.8,94.2,2.2,1.1,0.7,0.3,1.6,12.8,82.9,85.9,8.0,11.1,74.6,15.3,7446,24.4,40343,72.0,9.4,109800,34396,2.67,20480,38649,20.0,1834,31089,-2.0,6975,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,40,565.84,164.4
01097,0,413936,412992,0,0.2,412992,6.8,24.6,13.7,52.1,60.5,35.2,0.9,1.9,0.1,1.4,2.5,58.5,86.1,3.2,5.0,83.6,20.3,35202,24.1,180479,67.1,17.2,125400,156772,2.57,22581,42973,19.5,8659,149033,0.4,32045,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,896,1229.44,335.9
01099,0,22602,23070,0,-2.0,23068,5.8,24.3,16.7,52.2,55.4,41.4,1.3,0.4,0.0,1.5,1.1,54.7,92.4,1.2,2.0,75.9,9.9,1240,23.5,11303,75.5,6.2,76600,8707,2.62,16943,30996,26.0,393,5190,0.4,1382,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,2,1025.68,22.5
01101,0,230149,229363,0,0.3,229363,7.0,24.5,12.4,52.5,40.2,55.8,0.3,2.3,0.1,1.3,3.5,37.5,79.2,4.3,5.7,85.3,30.9,20800,19.5,102614,62.1,22.6,123500,88749,2.49,24765,44401,20.4,5541,98984,-1.9,17227,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,645,784.25,292.5
01103,0,120395,119490,0,0.8,119490,6.3,23.7,15.0,50.7,83.9,12.4,1.1,0.7,0.1,1.9,7.8,77.0,87.0,5.3,7.5,82.0,19.5,9801,23.1,51331,71.6,14.9,121100,46058,2.55,23809,45852,15.1,2654,42646,2.6,7465,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,142,579.34,206.3
01105,0,10181,10581,0,-3.8,10591,6.4,24.1,17.2,53.4,30.8,68.0,0.2,0.4,0.0,0.6,1.2,30.0,89.3,0.6,1.2,72.3,11.0,714,26.2,4715,62.5,12.0,63500,3509,2.80,14527,31008,26.9,131,1434,-8.5,596,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
01107,0,19405,19746,0,-1.7,19746,6.0,22.7,17.8,52.4,56.9,41.5,0.1,0.2,0.4,0.9,1.8,55.8,92.3,0.9,2.7,77.5,9.8,1494,30.6,9465,71.4,9.7,82500,8022,2.41,17024,28762,27.4,280,2716,-3.1,963,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,2,881.41,22.4
01109,0,33182,32899,0,0.9,32899,5.9,19.9,13.4,52.3,58.7,37.0,0.7,2.0,0.1,1.4,2.4,57.0,78.2,4.3,6.3,81.6,22.5,2429,19.7,15383,56.5,18.2,101600,12987,2.38,19380,31702,27.1,643,10431,0.5,1756,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,432,672.09,48.9
01111,0,22675,22914,0,-1.0,22913,5.6,23.0,18.4,51.7,78.1,20.0,0.4,0.3,0.1,1.2,3.0,75.4,86.7,1.4,3.2,71.6,11.9,1671,27.9,11962,73.3,5.4,89100,8801,2.54,19817,35074,23.1,339,3493,-0.4,1380,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5
01113,0,57820,52949,0,9.2,52947,7.9,25.7,12.3,51.2,54.1,42.3,0.5,0.7,0.2,2.1,4.6,50.7,79.8,1.6,3.9,78.4,14.7,5492,22.9,26000,61.9,18.1,102000,20904,2.55,18792,33591,22.2,834,10598,-0.2,3986,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,646,641.14,82.6
01115,0,85237,83598,0,2.0,83593,6.4,23.5,14.3,50.0,88.6,9.0,0.3,0.7,0.1,1.2,2.2,86.7,86.3,1.9,2.3,80.7,14.9,6924,29.2,35747,81.0,5.1,132600,30970,2.63,23144,49652,14.8,1203,12870,0.0,5249,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,79,631.90,132.3
01117,0,200941,195080,0,3.0,195085,6.3,24.9,11.8,51.1,84.7,11.5,0.4,2.1,0.1,1.2,6.0,79.2,86.6,6.1,8.2,91.5,40.5,13858,29.4,81973,79.6,11.8,196000,73624,2.62,34081,69379,7.7,4802,74851,0.9,15341,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,844,784.93,248.5
01119,0,13427,13763,0,-2.4,13763,5.4,21.4,15.3,54.7,24.7,74.4,0.1,0.3,0.0,0.5,1.0,24.1,86.4,0.2,1.3,75.4,15.3,700,24.5,6774,65.0,15.3,76800,4966,2.67,13951,22655,38.1,205,2655,-2.0,802,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,2,903.89,15.2
01121,0,81762,82291,0,-0.6,82291,5.9,23.0,15.2,51.4,65.7,32.2,0.4,0.4,0.0,1.3,2.1,64.0,84.0,1.2,2.3,77.9,12.3,6937,24.2,37194,70.0,10.8,90400,31555,2.50,18744,35209,22.9,1283,21592,1.2,4234,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,51,736.78,111.7
01123,0,41168,41618,0,-1.1,41616,5.9,22.0,18.5,51.5,71.2,26.8,0.3,0.5,0.0,1.1,2.6,69.2,85.4,1.9,2.9,77.8,15.5,3716,23.7,22053,72.2,9.7,94600,16339,2.50,21609,38611,19.5,739,9674,-9.4,2445,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,68,716.52,58.1
01125,0,198596,194653,0,2.0,194656,6.1,21.2,11.1,51.6,66.9,30.3,0.3,1.3,0.1,1.0,3.2,64.2,81.2,3.4,5.9,85.8,26.6,12207,21.5,86099,64.0,27.2,152300,67919,2.72,22487,43996,19.2,3968,70099,0.4,11080,14729,13.3,0.9,0.0,0.0,0.0,22.5,10852479,760623,2445850,13664,327429,901,1321.76,147.3
01127,0,66221,67023,0,-1.2,67023,5.7,22.3,17.3,51.4,91.7,6.2,0.4,0.3,0.1,1.2,2.2,89.9,86.3,1.1,1.5,76.1,10.3,5546,28.9,30756,75.9,5.9,83600,26025,2.53,20689,37408,19.8,1279,14861,-3.7,3693,5365,0.0,0.0,0.6,0.0,0.0,23.8,314804,256377,903643,13162,73895,9,791.19,84.7
01129,0,17109,17586,0,-2.7,17581,5.4,24.0,16.0,50.9,66.5,24.4,7.8,0.2,0.1,1.1,1.2,65.7,92.2,0.5,1.5,79.9,9.5,1070,31.6,8398,85.3,2.3,85800,6695,2.58,20797,42256,17.1,225,3356,-5.1,1112,1288,0.0,0.0,0.0,0.0,0.0,25.6,1153449,32856,76343,4458,0,1,1080.21,16.3
01131,0,11431,11665,0,-2.0,11670,5.7,25.4,16.4,52.9,27.4,71.8,0.1,0.1,0.0,0.6,0.7,27.2,93.4,0.1,1.2,71.3,11.1,492,23.4,5635,78.1,6.0,58300,3624,3.15,13163,24212,39.4,201,1835,-4.5,822,928,66.2,0.0,0.0,0.0,0.0,37.6,0,21337,75708,6018,12949,0,888.50,13.1
01133,0,24108,24483,0,-1.5,24484,5.1,21.2,19.1,50.9,96.6,0.8,0.9,0.3,0.2,1.3,2.7,94.5,83.8,1.1,1.9,69.9,11.7,1856,27.6,13440,73.9,6.0,80500,9544,2.52,19099,32830,24.2,464,6572,2.2,1714,2380,0.0,0.0,0.0,0.0,0.0,19.6,797845,165638,166709,6853,16564,5,612.98,39.9
02000,735132,730307,710231,3.5,2.8,710231,7.5,25.6,8.5,47.9,67.5,3.7,14.8,5.7,1.2,7.1,6.1,63.1,79.7,6.9,16.3,91.6,27.5,72090,18.6,307594,64.4,24.2,237900,252991,2.71,32537,69917,9.6,20119,254996,0.1,53334,68728,1.5,10.0,3.1,0.3,0.0,25.9,8204030,4563605,9303387,13635,1851293,994,570640.95,1.2
02013,0,3161,3141,0,0.6,3141,3.1,10.2,6.3,32.1,24.3,7.5,23.4,40.4,0.7,3.6,13.1,13.0,72.0,58.9,68.4,79.6,15.7,92,4.3,746,57.1,16.9,120900,394,2.33,24932,58125,16.5,58,0,0.0,257,188,0.0,71.8,0.0,0.0,0.0,0.0,0,0,9326,3309,0,0,6981.94,0.4
