fips,PST045213,PST045212,PST040210,PST120213,PST120212,POP010210,AGE135212,AGE295212,AGE775212,SEX255212,RHI125212,RHI225212,RHI325212,RHI425212,RHI525212,RHI625212,RHI725212,RHI825212,POP715212,POP645212,POP815212,EDU635212,EDU685212,VET605212,LFE305212,HSG010212,HSG445212,HSG096212,HSG495212,HSD410212,HSD310212,INC910212,INC110212,PVY020212,BZA010211,BZA110211,BZA115211,NES010211,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030212,LND110210,POP060210
19051,0,8689,8753,0,-0.7,8753,8.1,28.8,17.1,50.2,98.4,0.2,0.2,0.3,0.0,0.9,1.1,97.4,89.1,0.9,17.5,83.4,16.1,660,23.2,3586,82.3,6.6,103500,3089,2.77,22227,46807,17.0,170,1396,0.6,740,848,0.0,0.0,0.0,0.0,0.0,0.0,0,17902,71612,8351,3054,4,502.19,17.4
19053,0,8253,8457,0,-2.4,8457,5.7,22.1,18.3,50.0,95.5,2.0,0.4,0.8,0.2,1.2,2.7,93.3,79.6,1.8,5.1,85.7,18.8,602,19.4,3849,68.9,12.4,70000,3196,2.38,18926,34942,19.9,138,1823,-3.5,689,869,0.0,0.0,0.0,0.0,0.0,0.0,0,76650,39590,4746,4323,2,531.88,15.9
19055,0,17574,17764,0,-1.1,17764,5.7,24.1,17.3,49.9,98.6,0.3,0.1,0.3,0.0,0.6,1.0,97.7,90.7,0.7,1.7,90.1,15.2,1236,20.9,8017,78.9,8.6,125400,7104,2.46,24989,51663,7.8,497,5203,3.5,1283,1568,0.0,0.0,0.0,0.0,0.0,29.5,326438,302380,171404,9791,9038,10,577.76,30.7
19057,0,40340,40325,0,0.0,40325,6.4,23.2,18.1,51.1,91.2,5.4,0.3,0.8,0.1,2.2,2.8,88.9,86.4,1.7,2.8,90.9,19.5,3511,16.7,18470,73.8,16.8,94500,16933,2.33,24225,43427,14.5,1123,19516,2.7,2370,3407,0.9,0.0,0.0,0.0,0.0,26.0,0,0,616900,15182,68773,35,416.12,96.9
19059,0,16972,16667,0,1.8,16667,4.9,19.2,23.2,50.4,98.4,0.2,0.1,0.5,0.0,0.7,1.4,97.1,88.2,1.1,1.8,93.4,27.1,1779,16.9,12978,77.1,15.0,154700,8074,2.05,31529,53426,7.9,762,7003,3.0,1791,2088,0.0,0.0,0.0,0.0,0.0,25.6,647529,0,255190,15386,54611,105,380.61,43.8
19061,0,95097,93653,0,1.5,93653,6.3,23.2,15.6,50.6,94.5,2.7,0.2,1.2,0.3,1.2,2.1,92.7,86.5,1.9,3.2,90.9,26.4,7197,17.1,39764,73.4,22.3,144300,37323,2.40,26034,50885,10.3,2708,51097,1.0,6117,8102,1.1,0.0,0.7,0.0,0.0,21.7,4711245,1847726,1433461,15538,145685,395,608.31,154.0
19063,0,10120,10302,0,-1.8,10302,5.8,22.3,19.0,49.6,95.0,0.8,1.6,0.6,0.0,2.0,9.2,88.1,86.4,5.0,6.8,87.2,16.2,752,18.2,4760,78.5,10.8,83600,4208,2.29,26740,46547,10.4,336,3650,4.4,715,791,0.0,0.0,0.0,0.0,0.0,0.0,331366,103865,92665,8961,7910,5,395.88,26.0
19065,0,20793,20880,0,-0.4,20880,6.2,22.2,19.8,50.2,96.9,1.2,0.1,0.7,0.1,1.0,2.1,95.0,85.3,0.7,2.2,88.6,18.0,1783,20.8,9538,77.4,11.0,82800,8546,2.35,22335,42995,12.7,563,6071,10.5,1493,1891,0.0,0.0,0.0,0.0,0.0,0.0,157746,304189,157244,7716,14582,8,730.81,28.6
19067,0,16056,16303,0,-1.5,16303,5.9,23.2,20.5,50.8,96.2,1.4,0.2,1.6,0.1,0.7,2.2,94.4,90.2,1.8,5.2,90.8,16.2,1580,19.5,7506,74.5,11.1,89200,6913,2.29,23480,42386,12.3,414,4822,0.1,1182,1159,0.0,0.0,0.0,0.0,0.0,0.0,461397,121913,149138,9192,13656,10,500.63,32.6
19069,0,10554,10680,0,-1.2,10680,6.1,23.1,19.5,50.0,97.5,0.7,0.2,0.4,0.1,1.0,11.2,87.2,91.5,4.8,10.5,84.0,15.3,841,19.0,4872,74.0,12.2,85200,4260,2.46,25102,49144,11.6,325,3042,3.9,784,1385,0.0,0.0,0.0,0.0,0.0,19.4,260008,154569,65933,6207,4424,5,581.97,18.4
19071,0,7147,7441,0,-4.0,7441,6.1,22.3,20.5,50.1,97.8,0.7,0.3,0.3,0.0,0.9,2.4,95.6,90.3,0.5,2.3,90.8,18.6,799,22.7,3436,77.9,6.0,90500,3053,2.36,25422,49245,9.1,187,2196,8.3,491,588,0.0,0.0,0.0,0.0,0.0,0.0,0,105476,102932,13599,14804,14,511.15,14.6
19073,0,9153,9336,0,-2.0,9336,5.2,22.4,21.0,50.9,97.8,0.5,0.3,0.4,0.0,0.9,2.6,95.5,84.3,2.0,2.9,87.6,17.0,845,18.9,4542,75.3,11.1,78300,4088,2.23,26461,45816,11.4,260,2556,-1.3,729,746,0.0,0.0,0.0,0.0,0.0,23.1,0,144862,87923,9258,3859,6,569.57,16.4
19075,0,12448,12453,0,0.0,12453,6.3,23.4,19.3,50.8,98.6,0.3,0.0,0.2,0.1,0.7,1.1,97.6,91.6,0.4,2.1,92.7,21.3,971,19.9,5531,81.5,9.4,118500,5062,2.43,29044,56264,6.5,301,2831,3.8,874,0,0.0,0.0,0.0,0.0,0.0,0.0,143848,269850,109363,9049,4346,16,501.86,24.8
19077,0,10777,10954,0,-1.6,10954,5.5,22.8,20.8,49.9,98.2,0.2,0.2,0.5,0.0,0.9,2.0,96.3,91.0,1.1,2.0,91.5,18.5,903,27.9,5745,80.0,8.0,95000,4768,2.24,25941,49114,9.2,332,2517,-6.0,1015,1129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91301,8262,8345,11,590.62,18.5
19079,0,15344,15673,0,-2.1,15673,5.9,23.5,18.9,50.3,95.6,0.5,0.5,2.2,0.0,1.1,5.3,91.0,85.5,2.7,6.5,89.4,16.7,1335,17.8,7186,73.7,14.8,90000,6427,2.40,24517,45691,11.7,400,5155,-2.1,1075,1551,0.0,0.0,0.0,0.0,0.0,23.9,1162374,558307,149277,9607,12245,2,576.75,27.2
19081,0,11134,11341,0,-1.8,11341,5.3,22.7,19.6,49.8,97.8,0.5,0.2,0.5,0.0,0.9,3.5,94.5,88.6,1.4,3.0,90.1,16.0,873,20.8,5302,79.6,8.9,83800,4731,2.35,24729,48695,9.6,293,2965,1.1,891,1275,0.0,0.0,0.0,0.0,0.0,0.0,266775,171681,119314,10549,4144,10,571.01,19.9
19083,0,17302,17534,0,-1.3,17534,5.6,22.9,21.1,50.4,96.9,1.2,0.3,0.5,0.0,1.0,3.7,93.5,89.4,2.4,4.0,91.5,18.4,1578,17.1,8186,74.6,14.2,88800,7101,2.34,24261,47902,9.6,560,5540,2.8,1335,1812,0.0,0.0,0.0,0.0,0.0,21.0,743136,1191033,161778,9242,11447,15,569.31,30.8
19085,0,14548,14935,0,-2.6,14928,5.9,23.1,18.3,50.2,98.3,0.3,0.3,0.3,0.0,0.8,1.4,97.0,89.9,0.8,1.9,90.9,16.7,1226,26.0,6727,77.1,9.8,109100,5995,2.43,25348,53939,9.9,354,2954,-0.1,1092,1378,0.0,0.0,0.0,0.0,0.0,19.2,0,130170,100916,6546,10399,33,696.85,21.4
19087,0,20236,20145,0,0.5,20145,5.7,22.4,16.4,48.8,92.7,2.5,0.4,2.7,0.1,1.5,4.3,88.8,88.1,4.1,5.2,90.3,19.5,1631,18.2,8267,72.6,15.5,98700,7574,2.53,23577,43843,17.3,506,7800,0.2,1358,1547,0.0,0.0,0.0,0.0,0.0,23.4,889862,90587,214737,10665,22246,19,434.33,46.4
19089,0,9563,9566,0,0.0,9566,7.0,24.8,19.5,50.3,98.5,0.3,0.2,0.3,0.1,0.7,1.4,97.2,88.5,1.3,4.9,87.9,12.3,743,17.9,4361,80.9,8.2,90400,4016,2.32,23541,45300,11.2,268,2880,2.3,845,1115,0.0,0.0,0.0,0.0,0.0,0.0,272970,143611,83186,8789,4842,6,473.25,20.2
19091,0,9729,9814,0,-0.9,9815,6.0,23.0,20.2,50.7,97.8,0.6,0.2,0.4,0.0,1.0,3.8,94.3,85.1,1.8,2.9,90.0,17.2,1022,17.4,4672,74.0,12.8,83400,4272,2.26,26616,48710,11.2,329,3352,1.5,758,1151,0.0,0.0,0.0,0.0,0.0,24.8,289818,183078,82011,8520,7477,11,434.35,22.6
19093,0,7108,7089,0,0.3,7089,6.9,23.8,21.0,50.1,98.4,0.3,0.3,0.3,0.0,0.7,1.8,96.7,88.7,0.4,2.6,89.1,18.8,651,15.2,3428,74.5,11.8,73700,3172,2.20,25363,43690,13.0,244,2757,-1.4,558,956,0.0,0.0,0.0,0.0,0.0,19.4,372971,147075,61131,8758,0,9,431.51,16.4
19095,0,16189,16355,0,-1.0,16355,5.9,23.4,17.8,50.4,98.1,0.5,0.2,0.4,0.0,0.7,2.0,96.4,86.0,1.0,4.0,92.6,21.1,1157,21.7,7251,79.4,12.2,137300,6717,2.38,29053,57318,9.9,482,7945,8.0,1211,1264,0.0,0.0,0.0,0.0,0.0,24.1,1478930,80218,213413,13512,25049,19,586.46,27.9
19097,0,19712,19848,0,-0.7,19848,5.5,22.8,19.0,50.2,97.3,0.5,0.3,0.4,0.6,0.9,1.3,96.2,88.5,0.6,2.5,88.5,14.9,1736,23.3,9424,76.7,11.8,112700,8414,2.32,24253,44854,12.3,546,4683,-2.1,1502,2345,0.0,0.0,0.0,0.0,0.0,21.3,247956,109127,209951,10547,14490,38,636.04,31.2
19099,0,36602,36842,0,-0.7,36842,5.4,22.1,17.5,49.0,96.9,1.4,0.3,0.5,0.0,0.9,1.5,95.5,86.2,1.0,3.0,91.3,17.2,2743,21.7,16153,70.8,18.0,116000,14815,2.35,24096,48746,12.6,763,7828,-5.7,2344,2847,0.0,0.0,0.0,0.0,0.0,20.9,170755,0,273960,7492,30110,30,730.42,50.4
19101,0,16867,16843,0,0.1,16843,4.5,17.6,16.8,46.8,87.9,1.4,0.2,8.9,0.0,1.5,2.8,85.6,87.3,11.3,11.1,94.1,30.1,1425,14.8,7560,73.2,15.0,90100,6844,2.26,25048,48411,14.8,656,6423,4.0,1978,2308,0.0,0.0,0.0,0.0,0.0,0.0,246631,114630,333485,21471,16610,7,435.51,38.7
19103,0,136317,130882,0,4.2,130882,6.0,19.6,9.3,50.0,86.9,5.1,0.3,5.4,0.1,2.2,5.1,82.4,73.4,9.2,13.1,95.1,51.2,6921,17.9,57103,60.4,34.6,183100,52826,2.34,29294,53993,17.6,3017,58663,1.7,8528,9323,1.8,0.0,2.4,0.0,1.6,26.7,0,567646,1653057,13168,258762,780,614.04,213.1
19105,0,20639,20638,0,0.0,20638,5.3,21.4,18.0,47.6,96.3,2.5,0.3,0.4,0.0,0.5,1.4,95.0,87.7,1.0,2.9,91.5,17.6,2052,24.6,8910,81.9,10.2,119000,8109,2.37,24726,53562,8.6,503,4538,0.5,1345,2193,0.0,0.0,0.0,0.0,0.0,29.9,180765,144654,257667,12629,9765,13,575.62,35.9
19107,0,10374,10511,0,-1.3,10511,5.8,23.0,19.8,50.3,98.4,0.5,0.2,0.2,0.0,0.7,1.3,97.2,87.8,0.4,1.6,88.7,13.0,818,24.3,4908,81.5,7.8,76200,4410,2.34,21978,42688,12.0,246,1928,1.7,735,1099,0.0,0.0,0.0,0.0,0.0,21.6,0,122304,66877,6236,0,1,579.18,18.1
19109,0,15346,15543,0,-1.3,15543,5.5,22.2,21.9,50.1,98.0,0.4,0.3,0.4,0.0,0.8,1.7,96.7,90.7,1.0,2.3,91.4,17.9,1447,15.8,7477,80.7,9.9,88300,6750,2.25,29333,49431,8.3,573,5582,0.0,1425,1822,0.0,0.0,0.0,0.0,0.0,25.8,474756,318352,195827,12670,11502,17,972.72,16.0
19111,0,35617,35862,0,-0.7,35862,5.9,21.7,17.8,49.6,94.1,3.2,0.2,0.6,0.0,1.9,3.3,91.2,88.6,1.8,2.5,89.0,14.9,3596,18.3,16241,73.1,14.0,82200,14220,2.43,22117,41954,14.8,911,12601,-1.9,2008,2661,0.0,0.0,2.3,0.0,0.0,27.8,0,396254,420758,11745,36970,8,517.52,69.3
19113,0,215295,211226,0,1.9,211226,6.5,24.1,13.6,50.7,91.1,4.2,0.3,2.0,0.1,2.3,2.9,88.7,83.4,2.9,4.9,93.4,30.9,16783,18.6,93297,73.1,24.7,142300,85654,2.42,29739,56790,10.0,5335,113621,0.9,12734,16967,0.7,0.0,0.0,0.0,0.6,27.1,8229178,2506126,3592845,17502,353610,753,716.88,294.6
19115,0,11278,11387,0,-1.0,11387,5.5,24.5,15.6,48.9,95.9,0.7,0.5,1.8,0.1,0.9,16.4,80.2,89.0,7.8,14.7,83.1,13.3,818,22.0,5013,79.3,7.0,94100,4312,2.62,23149,49905,11.8,219,2808,2.6,626,941,0.0,0.0,0.0,0.0,0.0,0.0,0,0,56465,4798,4530,11,401.77,28.3
19117,0,8760,8898,0,-1.6,8898,5.7,23.4,20.4,49.8,98.6,0.3,0.2,0.2,0.0,0.6,1.1,97.7,85.0,4.7,8.7,88.6,11.7,680,24.5,4221,76.1,11.1,84700,3647,2.39,21240,44020,17.6,182,2427,-11.6,603,788,0.0,0.0,0.0,0.0,0.0,0.0,0,1472,84344,8919,0,0,430.59,20.7
19119,0,11757,11581,0,1.5,11581,7.5,27.4,16.8,49.9,98.8,0.2,0.2,0.2,0.0,0.6,2.3,96.7,92.4,1.2,2.3,88.5,16.3,756,18.7,4891,81.3,6.1,105500,4445,2.58,22714,49727,9.3,389,2764,2.2,968,1328,0.0,0.0,0.0,0.0,0.0,13.2,100917,215272,91091,8113,0,48,587.65,19.7
19121,0,15654,15679,0,-0.2,15679,6.5,26.4,15.4,50.2,98.0,0.4,0.3,0.4,0.0,0.9,1.4,96.8,90.2,1.1,1.6,94.3,21.2,1380,27.0,6604,77.4,10.9,159600,5997,2.57,27745,56765,9.2,351,2628,-0.1,1299,1304,0.0,0.0,0.0,0.0,0.0,30.5,0,0,80594,5253,7596,55,561.01,27.9
19123,0,22443,22381,0,0.3,22381,6.4,23.8,16.5,49.8,96.3,1.1,0.4,1.1,0.0,1.0,1.8,94.7,84.5,1.6,2.7,89.6,20.6,1489,18.1,9744,72.6,12.7,99100,8901,2.45,22931,47758,16.4,561,6816,-5.9,1516,1977,0.0,0.0,0.0,0.0,0.0,25.4,1618526,0,242911,10995,16819,15,570.86,39.2
19125,0,33419,33309,0,0.3,33309,6.3,24.3,16.2,50.2,96.7,0.8,0.2,1.3,0.0,1.0,1.7,95.1,84.1,2.3,3.0,92.0,24.2,2495,20.5,13930,76.9,12.3,132700,12722,2.47,24898,53684,9.0,829,15260,0.7,2161,3254,0.0,0.0,0.0,0.0,0.0,20.0,1856906,0,333092,10201,28951,43,554.53,60.1
19127,0,40857,40648,0,0.5,40648,7.0,25.2,16.9,49.8,93.6,2.0,0.7,2.1,0.2,1.4,18.5,76.1,86.0,11.4,17.5,84.5,18.5,3877,16.8,16785,74.3,16.7,104000,15377,2.56,23121,49259,12.9,823,15039,1.1,2031,2532,0.0,0.0,0.0,0.0,0.0,28.8,1848040,298112,407694,10434,40400,12,572.50,71.0
19129,0,14837,15059,0,-1.5,15059,5.9,24.6,14.5,49.9,97.6,0.5,0.4,0.4,0.1,1.1,2.7,95.1,90.4,1.2,2.7,91.1,24.5,1586,24.5,6105,83.8,8.5,151400,5431,2.66,27382,62908,7.6,294,2055,-3.2,929,1101,0.0,0.0,0.0,0.0,0.0,32.7,0,23046,78569,5187,5388,4,437.44,34.4
19131,0,10725,10772,0,-0.4,10776,5.7,23.9,21.5,50.8,98.8,0.3,0.1,0.3,0.0,0.5,1.2,97.7,92.6,1.3,4.3,91.0,14.8,1029,17.7,4871,82.4,4.9,100400,4439,2.36,24292,50574,7.1,331,3166,-1.8,853,1225,0.0,0.0,0.0,0.0,0.0,0.0,252014,228655,93053,8627,5070,26,469.13,23.0
19133,0,9124,9243,0,-1.3,9243,4.9,21.5,24.2,50.8,97.0,0.3,1.2,0.3,0.0,1.2,1.4,95.7,88.8,1.0,3.0,87.9,14.8,1048,22.1,4713,71.5,10.8,74800,4065,2.22,23844,42832,12.0,235,2138,0.8,655,829,0.0,0.0,0.0,0.0,0.0,16.4,0,77612,99152,10868,7234,15,694.07,13.3
19135,0,8063,7970,0,1.2,7970,5.7,23.7,18.7,50.1,97.7,0.5,0.2,0.6,0.0,1.1,2.4,95.6,88.9,3.1,3.4,87.2,17.4,638,24.8,3886,78.9,5.8,87700,3374,2.32,23291,45266,13.0,173,1679,-2.7,542,521,0.0,0.0,0.0,0.0,0.0,21.1,0,46184,62488,8256,0,12,433.72,18.4
19137,0,10566,10740,0,-1.6,10740,5.4,22.9,20.5,51.2,98.1,0.3,0.4,0.3,0.0,0.9,3.1,95.1,90.1,1.6,4.2,86.4,15.8,877,19.7,5215,74.2,12.1,78200,4609,2.27,22811,40530,16.2,320,2974,-11.5,756,952,0.0,0.0,0.0,0.0,0.0,14.3,180839,150731,88288,8071,7599,8,424.10,25.3
19139,0,42879,42745,0,0.3,42745,7.0,25.8,14.3,50.2,95.2,2.0,0.5,1.0,0.0,1.3,16.5,79.6,86.3,6.5,13.9,85.4,16.9,2992,17.5,17899,75.2,15.4,120600,16540,2.55,24386,51675,15.1,928,18560,0.2,2105,3523,0.8,0.0,0.0,0.0,3.3,32.1,0,377484,448581,10566,44245,32,437.47,97.7
19141,0,14172,14398,0,-1.6,14398,6.0,23.0,20.4,50.2,97.4,0.9,0.2,0.7,0.0,0.8,3.9,94.0,86.9,2.4,4.3,90.7,19.6,1179,16.6,6630,76.1,13.2,86000,6138,2.26,26338,45194,11.2,516,5178,0.2,998,1337,0.0,0.0,0.0,0.0,0.0,21.5,304999,322652,169740,12093,9778,8,573.04,25.1
19143,0,6193,6462,0,-4.2,6462,5.4,22.3,20.4,49.6,97.9,0.4,0.3,0.4,0.1,0.9,6.1,92.3,90.7,3.9,6.1,86.1,13.3,518,19.2,2976,75.8,4.9,73600,2663,2.37,24306,45951,9.3,181,1481,-2.2,477,566,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40538,6291,0,5,398.68,16.2
19145,0,15713,15932,0,-1.4,15932,5.8,22.1,20.1,48.1,94.8,2.4,0.6,0.7,0.0,1.4,3.0,92.1,83.4,2.1,3.6,88.9,17.8,1588,17.3,7193,73.7,11.4,77600,6384,2.28,22895,41803,12.6,400,5261,-0.7,910,1305,0.0,0.0,0.0,0.0,0.0,20.2,348217,116438,163001,10243,12573,18,534.94,29.8
19147,0,9275,9421,0,-1.5,9421,6.0,22.3,21.0,50.2,97.8,0.5,0.3,0.4,0.1,0.9,2.0,96.0,87.1,1.2,2.1,89.1,15.0,815,16.9,4615,74.6,11.9,82300,4044,2.24,23514,40500,11.1,278,2614,-3.6,717,937,0.0,0.0,0.0,0.0,0.0,0.0,401373,132484,65829,6988,34628,6,563.84,16.7
19149,0,24907,24986,0,-0.3,24986,6.3,25.2,17.1,50.5,97.7,0.4,0.3,0.5,0.1,0.9,3.3,94.6,87.7,1.7,4.3,92.9,20.2,2130,18.2,10591,78.4,9.4,128300,9882,2.49,29020,58916,5.2,692,9588,3.1,1743,2137,0.0,0.0,0.0,0.0,0.0,0.0,0,243010,299650,12330,21970,43,862.89,29.0
19151,0,7150,7310,0,-2.2,7310,5.5,21.3,22.6,50.3,97.6,0.6,0.4,0.3,0.2,0.9,3.1,95.0,87.6,1.5,2.5,91.7,17.5,707,16.6,3779,79.3,8.1,56700,3327,2.15,24073,42138,13.8,233,1901,1.0,563,764,0.0,0.0,0.0,0.0,0.0,0.0,0,86944,79888,10492,0,2,577.24,12.7
19153,0,443710,430640,0,3.0,430640,7.3,25.4,11.2,50.9,87.2,6.4,0.5,3.8,0.1,2.1,7.9,80.1,82.2,8.1,12.1,91.5,34.3,27683,18.7,185869,69.7,23.6,153600,171227,2.47,29973,58096,11.3,11719,230072,-1.9,29590,37950,1.9,0.3,2.1,0.1,1.8,28.0,7519907,6697167,6714418,16130,825244,3509,573.80,750.5
19155,0,92913,93151,0,-0.3,93158,6.6,23.9,14.9,50.9,95.6,1.5,0.6,0.7,0.0,1.6,6.8,89.4,84.2,3.3,6.1,89.2,18.2,7952,20.3,39434,70.5,19.9,124700,36472,2.49,25239,49941,13.2,2018,30891,0.2,5069,7088,0.0,0.0,0.0,0.0,1.2,24.1,0,2256650,1503395,16784,451451,171,950.28,98.0
19157,0,18736,18914,0,-0.9,18914,5.3,20.6,19.2,50.9,95.6,1.2,0.3,1.5,0.1,1.4,2.6,93.4,84.1,2.7,4.4,93.0,22.6,1502,17.9,8942,73.4,15.1,119100,7589,2.26,25606,50703,11.2,548,8669,-4.3,1269,1781,0.0,0.0,0.0,0.0,0.0,21.4,462194,118099,241342,12932,17021,18,584.93,32.3
19159,0,5096,5131,0,-0.7,5131,5.8,24.1,24.0,50.4,98.0,0.4,0.3,0.7,0.0,0.6,1.8,96.4,90.9,0.9,10.4,88.8,19.3,463,16.7,2611,77.5,6.5,84300,2043,2.44,22382,43655,13.5,141,975,-2.0,508,553,0.0,0.0,0.0,0.0,0.0,12.1,0,26024,63578,12562,0,1,535.50,9.6
19161,0,10153,10350,0,-1.9,10350,5.3,22.0,22.5,51.0,98.3,0.3,0.1,0.2,0.1,0.9,2.3,96.3,89.4,1.2,2.5,90.4,18.6,952,19.2,5409,81.2,9.0,78300,4421,2.27,25811,46606,9.1,344,2380,-0.6,798,1187,0.0,0.0,0.0,0.0,0.0,21.5,0,164976,92468,8983,0,8,575.01,18.0
19163,0,168799,165224,0,2.2,165224,6.7,24.4,13.7,51.0,87.5,7.3,0.4,2.2,0.0,2.7,6.0,82.3,85.5,3.5,5.5,92.3,30.8,12599,17.8,72478,69.6,24.1,141400,66914,2.43,28764,53002,12.6,4396,80218,3.4,10013,14132,0.0,0.3,0.0,0.0,1.3,27.0,5745095,0,2852978,17574,423931,441,458.09,360.7
19165,0,12069,12167,0,-0.8,12167,5.4,22.8,21.8,50.9,98.2,0.3,0.3,0.4,0.0,0.7,2.1,96.3,90.4,1.3,2.6,90.9,17.1,1049,18.9,5564,78.8,10.9,104600,5106,2.33,25031,47731,11.3,394,5554,2.9,916,1388,0.0,0.0,0.0,0.0,0.0,19.5,0,158609,135125,10996,8692,8,590.78,20.6
19167,0,34268,33704,0,1.7,33704,7.8,27.0,14.3,50.0,97.4,0.6,0.5,0.8,0.0,0.7,9.2,88.8,86.9,6.5,9.3,88.3,23.1,1819,12.7,12401,80.6,10.2,129400,11538,2.71,23632,55252,7.5,1225,17821,5.0,2495,3659,0.0,0.0,0.0,0.0,0.0,18.3,1152404,753139,394422,12319,31746,113,768.33,43.9
19169,0,91140,89542,0,1.8,89542,5.1,17.3,10.4,48.2,89.1,2.8,0.2,6.3,0.0,1.6,3.1,86.4,68.9,8.5,8.7,95.4,47.7,4601,17.7,37250,55.3,38.2,160700,34883,2.33,25856,49683,20.1,2015,28288,0.6,5473,7365,0.0,0.0,2.1,0.0,0.0,23.6,1970829,432009,968345,11361,151011,447,572.82,156.3
19171,0,17536,17767,0,-1.3,17767,5.9,25.0,18.8,50.9,88.9,0.6,7.4,0.4,0.1,2.5,7.9,83.6,90.9,2.9,10.8,89.2,15.4,1538,21.5,7751,75.9,9.0,100100,6930,2.49,24127,49244,12.0,341,3533,-0.1,1184,0,0.0,0.0,0.0,0.0,0.0,0.0,0,154880,112481,6366,0,19,721.01,24.6
19173,0,6208,6317,0,-1.7,6317,5.4,23.4,20.9,50.0,98.2,0.5,0.2,0.3,0.1,0.7,7.1,91.4,91.9,3.4,7.2,89.9,13.1,642,21.2,3094,77.3,7.4,65100,2736,2.25,22872,42638,15.0,134,1395,-2.0,538,722,0.0,0.0,0.0,0.0,0.0,0.0,0,40979,25098,3906,0,6,531.90,11.9
19175,0,12594,12534,0,0.5,12534,6.4,23.6,18.4,51.8,97.3,0.8,0.3,0.5,0.0,1.0,2.2,95.5,87.5,1.0,1.4,90.2,16.8,1073,14.4,5911,70.6,13.5,91000,5351,2.28,21792,41795,17.0,335,5228,1.4,874,0,0.0,0.0,0.0,0.0,0.0,0.0,214327,384667,153754,12759,11160,16,423.65,29.6
19177,0,7449,7570,0,-1.6,7570,6.2,23.0,20.1,49.5,98.5,0.2,0.1,0.5,0.0,0.7,1.2,97.4,88.7,0.8,5.3,88.8,13.6,719,23.3,3641,82.8,6.8,67500,3041,2.44,20704,41572,17.4,160,1782,-8.8,649,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36920,4810,0,0,484.79,15.6
19179,0,35366,35625,0,-0.7,35625,6.4,22.8,16.7,50.9,95.0,1.7,0.8,0.9,0.2,1.3,9.5,86.6,85.2,6.4,10.2,83.7,15.4,2909,17.5,16025,74.2,13.3,77500,14570,2.37,22825,41088,17.8,769,13994,0.2,1756,2850,0.0,0.0,0.0,0.0,0.0,19.1,1840383,0,500711,14167,41514,19,431.83,82.5
19181,0,46891,46225,0,1.4,46225,6.1,25.3,14.3,51.2,97.5,0.6,0.3,0.6,0.0,1.1,2.0,95.6,85.0,1.2,2.7,95.1,27.6,3837,25.3,18729,79.6,14.0,154600,17265,2.58,29282,62778,7.3,767,8049,1.0,3345,4047,0.0,0.0,0.0,0.0,0.0,26.0,0,628117,328428,7415,25116,166,569.83,81.1
19183,0,21914,21704,0,1.0,21704,6.2,24.6,17.7,51.0,97.2,0.8,0.3,0.5,0.1,1.1,5.4,92.2,88.8,2.5,9.1,88.2,20.0,1647,21.5,9521,75.7,14.9,116900,8926,2.40,25438,52636,11.0,699,6496,-1.4,1768,2559,0.0,0.0,0.0,0.0,0.0,15.9,0,185719,195045,9221,114716,15,568.84,38.2
19185,0,6344,6403,0,-0.9,6403,6.5,23.5,22.6,51.5,98.0,0.4,0.3,0.5,0.0,0.8,1.4,96.8,86.9,0.8,2.2,87.8,12.9,638,24.7,3196,80.6,7.3,60000,2651,2.35,20966,38447,14.8,160,1372,-3.9,527,483,0.0,0.0,0.0,0.0,0.0,0.0,0,27010,49159,7824,0,0,525.44,12.2
19187,0,37273,38013,0,-1.9,38013,5.8,21.7,17.1,48.6,93.2,4.1,0.4,0.7,0.0,1.7,4.1,89.5,84.9,2.1,3.4,88.0,18.7,3278,15.4,17001,68.3,19.7,84000,15808,2.27,24107,41751,14.6,1042,15410,-0.6,2173,2884,0.0,0.0,0.0,0.0,0.0,0.0,1909417,0,577547,15022,61910,31,715.62,53.1
19189,0,10600,10866,0,-2.4,10866,5.1,21.0,20.1,51.1,97.0,1.0,0.2,0.9,0.0,1.0,3.3,94.0,86.9,2.5,4.8,90.2,19.7,888,15.1,5182,75.8,15.9,92900,4640,2.22,24057,46438,10.1,332,6101,0.2,829,1102,0.0,0.0,0.0,0.0,0.0,14.3,1094325,169959,114958,10672,6386,1,400.49,27.1
19191,0,21061,21056,0,0.0,21056,4.8,19.6,17.3,50.5,97.2,0.8,0.1,1.1,0.0,0.8,2.0,95.4,86.5,2.2,3.9,92.7,26.6,1533,16.6,8758,77.7,12.9,154300,7989,2.33,24564,52827,8.5,623,9799,1.4,1906,2878,0.0,0.0,0.0,0.0,0.0,25.6,288679,167268,289636,13909,21459,41,689.87,30.5
19193,0,102323,102172,0,0.1,102172,7.5,26.3,13.2,50.5,89.6,2.6,2.4,2.6,0.2,2.6,14.2,77.0,83.4,8.0,14.8,85.7,20.7,7524,17.4,41397,67.9,18.7,97400,38744,2.56,22921,45289,15.2,2723,45578,-2.0,5546,7392,0.9,0.0,0.9,0.0,2.0,25.8,2827480,1739995,1511955,14913,158358,127,872.83,117.1
