fips,own_code,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"29077",5,78,29.2,26.4,6190.833,15378.17,8342,19926.83,8154.6,3658.5,6969.5,2188.5,4304.667,2284.333,6244.333,1866.167,22695.5,1184.167,12703.17,4891,
"29077",3,,,777.2,0,,,,222.2,192.3333,,,0,,7.6,5532,220.5,0,0,88.2,2053.333
"29079",3,,,19,0,,,0,0,0,,,0,,,83.8,42.6,0,,0,123.8333
"29079",2,,,,0,,,,,,,,,,,,,0,,,45.5
"29079",5,42.6,11.8,0,75.33334,644.3333,56.16667,563,0,71.66666,81.66666,24.33333,30.2,0,35.8,0,375.3333,0,0,84.5,
"29079",1,,,,,,,,35,,,,,,,,,,,,19.16667
"29081",5,0,0,,20,73.33334,197.3333,630.6667,45.33333,55.66667,103,25.33333,25.33333,0,0,,331,6.2,311.8,68.83334,
"29081",2,,,,0,,,,,,,,,,,,,,,,0
"29081",3,,,19.8,1.8,,,,,0,,,,,,316.2,159,0,,0,104
"29081",1,,,,,,,,35.33333,,,,,,,,,,,,21.66667
"29083",3,,,0,13.6,,,,0,0,,,,,,218.6,243.2,0,,0,196.8333
"29083",5,0,0,191.6667,263.3333,1645.667,294,1281,61.16667,89.66666,277.1667,55.33333,95,12.8,12.6,1,135.4,62.66667,632.1667,179,
"29083",1,,,,,,,,66.66666,,9.833333,,,,,,,,,,16.33333
"29083",2,,,,0,,,,,,,,,,,,,,,,0
"29085",1,,,,,,,,26.33333,,,,16.33333,,,,,,,,7.666667
"29085",3,,,0,,,,,,0,,,,,,0,0,,,,47
"29085",2,,,,0,,,,,,,,,,,,,0,,,25
"29085",5,0,0,0,93.33334,60.66667,0,173.8333,15.2,0,30.2,4.4,6.4,,0,,118.6667,32.16667,75,43.16667,
"29087",5,0,0,0,45.33333,143.3333,74,182.6667,0,39.5,42,10.2,5.6,0,.8,,155.8333,0,0,16.6,
"29087",3,,,0,0,,,0,,,,,,,,0,0,,,,84.66666
"29087",1,,,,,,,,23,,,,,,,,,,,,24.66667
"29087",2,,,,0,,,,,,,,,,,,,0,,,10.2
"29089",1,,,,,,,,28,,,,5.333333,,,,,,,,13.83333
"29089",3,,,4,7,,,,,0,,,,,,0,0,0,,,146.8333
"29089",2,,,,0,,,,,,,,,,,,,,,,0
"29089",5,0,0,0,86,300.1667,88.16666,232,0,19.8,40.2,1.8,11.33333,,1.2,0,0,2.2,25.4,57.33333,
"29091",3,,,0,51.6,,,,0,0,,,0,,0,193,9.8,43.4,,13.4,281.1667
"29091",5,33.8,33.2,0,429.6667,3567.667,517.3333,2094.333,0,330.8333,330.8333,147.6667,212,38.2,318.5,23,1583.2,95.16666,1187.5,315,
"29091",1,,,,,,,,73.5,,2.5,,,,,,,,,,37.83333
"29091",2,,,,,,,,,,,,,,,0,0,,,,0
"29093",2,,,,0,,,,,,,,,,,,,0,,,14.6
"29093",5,9.2,0,0,17.4,492,0,283.1667,37,0,65.4,12.8,19.16667,0,24.83333,0,0,16,132.6,234.5,
"29093",3,,,0,,,,0,,0,,0,,,,0,0,,,,93.83334
"29093",1,,,,,,,,24.66667,,,,,,,,,,,,
"29095",3,,,1454.333,764.6667,,,,1778.833,899.6667,0,0,,,585.5,17538.67,4094.833,954,0,0,7774.5
"29095",1,,,,,,,3.5,4231.667,135.75,326.6667,,810,,,,1542.333,20.83333,,,9693.167
"29095",5,275.6667,73,2308.5,19733.17,29523.83,16575.33,37463.67,8805,22242.33,26261.17,7202.833,23995.17,7912,19769.17,4553.833,38589.67,5227.333,30093.5,12950,
"29095",2,,,,,,,,,,,,,,,0,0,0,,,0
"29097",2,,,,,,,,,,,,,,,0,0,,,,632
"29097",5,252.6,116,181.1667,1868.833,11836.83,2042.167,8196.5,5163.333,868.1667,1537.833,584.8333,1021.667,996.6667,2509,124.1667,6213.667,370,4697.167,1657.167,
"29097",3,,,23.2,119.8333,,,,8.8,54.2,,,0,,0,2771.667,414.5,93.5,,0,806.6667
"29097",1,,,,,,,,241.8333,,5,,1,,,,,,,,102
"29099",5,45.66667,89.5,0,4232.5,4726.667,1467.333,6217.167,0,290.5,1039.667,660.5,781.5,356.1667,1983.833,136.3333,5277.667,532.6667,4313.333,1779.833,
"29099",2,,,,0,,,,,,,,,,,0,0,,,,417.6667
"29099",3,,,187.1667,160.3333,,,,153.5,84.66666,,0,,,3,4983.167,196.3333,15.8,,35.6,1135.5
"29099",1,,,,,0,,,296,,3.666667,,,,,,,0,,,46.5
"29101",1,,,,,,,45.66667,92.16666,,,,8.333333,,,,,,,,676.6667
"29101",3,,,15.16667,0,,,,0,28.2,,,,,0,0,0,0,0,0,330.3333
"29101",5,0,0,80.83334,600.1667,2014.167,285.6667,1627.333,250.5,227.3333,436.5,129.6667,31.2,4.4,364.3333,33.16667,918.5,132.8333,1599.5,275.6667,
"29101",2,,,,0,,,,,,,,,,,0,,0,,,328.3333
"29103",1,,,,,,,,25.5,,,,5.25,,,,,,,,17.16667
"29103",5,0,0,0,6.6,90,37.33333,137.5,0,14.6,9,0,20.66667,0,0,,49.5,14.6,55.6,105.3333,
"29103",2,,,,0,,,,,,,,,,,,,,,,0
"29103",3,,,0,,,,,,,,,,,,0,0,,,,13.33333
"29105",1,,,,,,,,60.5,,3,,,,,,,,,,28.83333
"29105",2,,,,0,,,,,,,,,,,,,,,,0
"29105",5,0,0,0,361.6,5128,485.5,2033,0,154.3333,263.1667,102.8333,122.8,18.6,459.8333,7.6,881.2,57.8,972.8,227.5,
"29105",3,,,0,88,,,,0,0,,0,0,,0,0,0,0,,4.4,166.6667
"29107",5,131,,34,483,1163.667,289,1553.5,127.4,125.3333,295.5,187.8333,33.6,.6,193.5,0,0,65.33334,811.8333,195.3333,
"29107",1,,,,,,,,76.16666,,2.666667,,17.33333,,,,,,,,31.16667
"29107",3,,,42.4,59.16667,,,,,15.8,,0,,,,0,0,0,,0,422.6667
"29107",2,,,,0,,,,,,,,,,,0,0,0,,,130.1667
"29109",3,,,0,49.33333,,,,0,22.66667,,0,,,0,552,182.6,0,,0,161.8333
"29109",2,,,,0,,,,,0,,,,,,,0,,,,131.3333
"29109",1,,,,,,,,72,,,,,,,,,,,,13.33333
"29109",5,0,0,0,443.8333,1540.667,0,1319.5,431.6667,110.8333,226.5,72,69.83334,0,159.4,17,609.6,13.6,628.2,140.6667,
"29111",3,,,0,0,,,,0,,,,,,,266.4,149.8,,,0,114.8333
"29111",5,0,0,41.6,62.6,115.8,59.2,301.8333,111.3333,6.6,113.2,13.2,8.2,0,8.4,0,0,35.2,13.4,110.5,
"29111",1,,,,,,,,38.33333,,,,16.5,,,,,,,,15.33333
"29111",2,,,,0,,,,,,,,,,,,,0,,,18.6
"29113",1,,,,,,,,78.33334,,2.833333,,19.33333,,,,,,,,20.16667
"29113",5,198.2,88,125,1015.833,1381.833,259.4,1334.833,421,220,266.8333,106.8333,75.33334,0,192.6667,29.2,459.4,87.66666,880.6667,185.6667,
"29113",2,,,,0,,,,,,,,,,,,,0,,,125.8333
"29113",3,,,0,0,,,,,,,,,,,907.1667,389.6667,,,0,277
"29115",1,,,,,,,,54.66667,,,,,,,,,,,,15.66667
"29115",5,4.4,,0,33.4,1127,17.6,578.5,59.16667,299.8,133,19.8,96.5,0,0,0,429.6667,19,251.2,86.2,
"29115",2,,,,0,,,,,,,,,,,,,,,,0
"29115",3,,,19.66667,0,,,,,0,,,,,,0,0,0,,0,199.5
"29117",1,,,,,,,,61.66667,,3.166667,,,,,,,,,,35.33333
"29117",3,,,0,0,,,,0,0,,,,,0,0,0,0,,,150.6667
"29117",2,,,,0,,,,,,,,,,,0,0,0,,,253.1667
"29117",5,0,0,0,286.8333,894.8333,316,977.1667,0,109.8333,288.5,36.5,124.8,42.4,244.8333,0,0,11.4,182.2,185.1667,
"29119",5,220.2,19.6,14.6,256.6667,2769.5,134.6,710.3333,210.1667,38.5,95,29.16667,22.66667,0,52.2,,222.5,6.6,261.4,45.33333,
"29119",2,,,,0,,,,,,,,,,,,,,,,0
"29119",3,,,0,0,,,,,0,,,,,,521.6,16.6,,,,140.6667
"29119",1,,,,,,,,43.16667,,,,,,,,,,,,57.66667
"29121",2,,,,,,,,,,,,,,,,,0,,,0
"29121",1,,,,,,,,52.66667,,,,5,,,,,,,,28
"29121",3,,,0,25.2,,,,0,,,0,,,,441,507.8333,0,,0,151.6667
"29121",5,19.2,0,0,178.1667,611.8333,194.1667,714.5,0,72.5,149,25,0,0,140.5,9.4,173.8,16.6,393.6,161.8333,
"29123",2,,,,0,,,,,,,,,,,,,,,,0
"29123",1,,,,,,,,23.16667,,,,,,,,,,,,5.5
"29123",3,,,0,0,,,,,0,,,,,,0,0,,,,107.1667
"29123",5,6.6,2.4,0,116.1667,501.8333,0,491.8333,123,30.2,93,16.2,72,,23.8,0,129.4,3.2,155,115.8333,
"29125",1,,,,,,,,14.16667,,,,,,,,,,,,.3333333
"29125",2,,,,0,,,,,,,,,,,,,,,,0
"29125",5,0,,,0,220.6667,81.66666,171.8333,92.83334,0,95.8,9,27.5,0,0,,140.3333,0,0,0,
"29125",3,,,0,,,,,0,0,,,,,0,0,0,,,,62.16667
"29127",3,,,0,0,,,,0,0,,,,,0,784,238.4,0,,0,338.8333
"29127",5,0,0,104.8,681.8333,2580,279.1667,2032.667,315.6,200.3333,359,83.33334,188.1667,16.8,246.2,0,0,225.3333,1069.667,379.3333,
"29127",1,,,,,,,,50.83333,,,,12,,,,,,,,37
"29127",2,,,,,,,,,,,,,,,0,0,0,,,321.4
"29129",5,0,0,,18,0,33.6,69.16666,23.2,0,0,0,3.8,0,0,0,33,0,0,21.8,
"29129",1,,,,,,,,12.83333,,,,,,,,,,,,10.83333
"29129",2,,,,0,,,,,,,,,,,,,,,,0
"29129",3,,,0,,,,,,0,,0,,,,0,0,,,,53.16667
"29131",5,0,0,0,729.1667,1057.5,0,1157.167,274.1667,98.66666,207,63,0,0,218.5,0,0,113.5,775.5,170.3333,
"29131",2,,,,0,,,,,,,,,,,0,0,0,,,29.6
"29131",3,,,0,37.33333,,,,0,,,,,,0,629.6,126.8,0,,0,207.1667
"29131",1,,,,,,,,48.16667,,3,,,,,,,,,,6.666667
"29133",5,328,,0,80.33334,301.6667,157.8333,498,501.6667,16.66667,111,27.66667,40.83333,0,0,0,0,17.6,256.4,87.5,
"29133",1,,,,,,,,33.16667,,3,,,,,,,,,,12.33333
"29133",2,,,,0,,,,,,,,,,,0,,0,,,197.6667
"29133",3,,,5.8,23.4,,,,,0,,,,,0,0,0,0,,0,174.8333
"29135",1,,,,,,,,34.66667,,,,,,,,,,,,18.66667
"29135",5,0,0,0,281.1667,1034.667,165.1667,479.1667,0,25.8,113.4,17,48.83333,0,2.8,0,0,30.16667,289,70.33334,
"29135",3,,,0,,,,,,,,,,,,0,0,,,0,114.6667
"29135",2,,,,0,,,,,,,,,,,0,,,,,154.6
"29137",3,,,23,22.6,,,,,8.8,,,,,,317.3333,139.5,0,,0,119.6667
"29137",1,,,,,,,,32.33333,,,,36.33333,,,,,,,,16.33333
"29137",5,0,0,0,35,814.8,73.33334,194.6667,0,70.16666,47,6.4,6.6,0,36,0,167,27.4,162.6,27.83333,
"29137",2,,,,0,,,,,,,,,,,,,0,,,18
"29139",1,,,,,,,,44.66667,,,,,,,,,,,,12.5
"29139",3,,,,4.6,,,,,,,,0,,,293.1667,69,,,0,157.5
"29139",2,,,,0,,,,,,,,,,,,,0,,,95
"29139",5,42.2,11,0,290.6667,665.3333,234.1667,384,0,18.2,130,10.8,19.5,0,12.8,,349.8333,51.4,237,73.5,
"29141",3,,,0,30.8,,,,,0,,,,,,0,0,,,,51
"29141",5,99.33334,,13.6,309.6667,679.5,179.1667,854.3333,20.6,42.66667,121.5,67.16666,85.66666,0,0,0,0,105.5,472.1667,115.5,
"29141",2,,,,0,,,,,,,,,,,,,,,,0
"29141",1,,,,,,,,42.33333,,,,,,,,,,,,9.833333
"29143",3,,,47,0,,,,,0,,0,0,,0,510.1667,53.5,0,,,193.5
"29143",2,,,,0,,,,,,,,,,,0,0,0,,,108.1667
"29143",5,269.8333,,0,115.8333,2908.833,500.5,893.5,0,7.6,135.8333,57.5,41,0,38.8,0,0,0,0,69.6,
"29143",1,,,,,,,,50,,.8,,,,,,,,,,18.5
"29145",2,,,,0,,,,,,,,,,,,,,,,0
"29145",3,,,0,23.33333,0,,,0,0,,,,,,1461.667,88.33334,0,,0,360.1667
"29145",1,,,,,,,,81.83334,,4,,,,,,,15.83333,,,43.66667
"29145",5,84,10,97.16666,762.6667,4617.833,396.6667,1921,1158.833,191.6667,345.5,147.6667,113.8,11.4,476.1667,36.8,3876.8,107,1407.5,337.3333,
"29147",2,,,,0,,,,,,,,,,,0,0,,,,283.1667
"29147",3,,,8,25.4,,,,0,0,,0,,,0,0,0,0,,0,196.1667
"29147",5,0,0,0,315.5,1999,200.6667,1132.333,0,105.3333,266.1667,59.5,124,70.8,311.3333,0,0,44.33333,718,154.3333,
"29147",1,,,,,,,,69.33334,,2,,,,,,,,,,28.66667
"29149",3,,,,0,,,,0,0,,,,,,0,0,,,,94.5
"29149",5,3.166667,0,0,28,344.8333,0,392.5,73,26,101.6667,32,31.8,0,12.2,,288.1667,0,0,24.2,
"29149",2,,,,0,,,,,,,,,,,,0,0,,,25
"29149",1,,,,,,,,30,,,,,,,,,,,,6
"29151",5,10,23.2,0,205,1008.333,0,431,165.5,16.8,81.8,6.6,12,,9.4,,214.1667,0,0,23,
"29151",3,,,0,0,,,,,,,,,,,0,0,,,,29.6
"29151",1,,,,,,,,28,,,,,,,,,,,,14.33333
"29151",2,,,,0,,,,,,,,,,,0,0,,,,15.8
"29153",5,6,0,0,32.8,218.5,8.8,236.1667,35.83333,7.4,78,17.6,21,0,0,0,21.2,54.6,83.2,37.16667,
"29153",1,,,,,,,,25.66667,,,,,,,,,,,,1.5
"29153",2,,,,0,,,,,,,,,,,,,,,,0
"29153",3,,,0,0,,,,,,,,,,,0,0,,,,57.2
"29155",3,,,27.6,27.8,,,,,0,,0,,,48,147.4,92,0,0,0,262
"29155",5,0,0,59.6,57.66667,843.8333,253.5,695.1667,208.4,5.8,157.6667,59.83333,33.33333,0,11,0,376.3333,0,0,181.8333,
"29155",1,,,,,,,,44.5,,,,13.66667,,,,,,,,13.33333
"29155",2,,,,0,,,,,,,,,,,0,,,,,116.8333
"29157",3,,,33,0,,,,,0,,,,,0,0,0,0,,,111
"29157",2,,,,0,,,,,,,,,,,,,0,,,6
"29157",5,0,0,0,517.1667,3094.667,0,1058.5,461.1667,34.83333,230.3333,43.5,0,0,213.8333,0,425.1667,2.6,262.4,153.5,
"29157",1,,,,,,,,40.33333,,,,,,,,,,,,17.5
"29159",2,,,,0,,,,,0,,,,,0,0,0,0,,,137.8333
"29159",3,,,0,0,,,,0,0,,0,,,0,0,0,0,,0,258.6667
"29159",5,51.8,31.8,0,789.5,5063.833,502.6667,2325.5,126.8,591.8333,404.5,169.1667,350.3333,112.6667,696,4.2,1020.2,155,1460.833,703.1667,
"29159",1,,,,,,,,96,,3,,,,,,,,,,60
"29161",3,,,0,0,,,,0,0,,0,0,,0,0,0,0,,0,273.8333
"29161",2,,,,0,,,,,,,,,,,0,0,,,,307.8333
"29161",1,,,,,,,,76.16666,,4,,256,,,,,284.5,,,125.1667
"29161",5,34.83333,57.33333,25.2,632.8333,1673.667,380.6,2348.333,1222.833,189.8333,341.8333,122.8333,309.1667,53.66667,285.5,38.4,2077.2,108.6667,1680.167,435.8333,
"29163",1,,,,,,,,48.33333,,,,15.83333,,,,,0,,,20
"29163",2,,,,0,,,,,,,,,,,0,,,,,112.6
"29163",5,332.4,67,0,285.1667,661.5,342.3333,738.3333,0,72,168.5,52.5,138.5,37,50.8,,526.1667,47.66667,338,112,
"29163",3,,,0,12.2,,,,0,0,,0,,,,0,0,0,,85.83334,190.1667
"29165",2,,,,0,,,,,,,,,,,,,0,,,71.33334
"29165",3,,,0,39.33333,,,,0,108.6,,,,,,1947.8,134.6,,,,559.1667
"29165",5,9,7.2,174.3333,1572,2601,1558.833,2991.667,5414.167,643.6667,1004.667,1282.667,1067,1299.833,3349.833,429.6667,1825.5,1620.167,3938.833,790.5,
"29165",1,,,,,,,,83.5,,,,1,,,,,,,,253.3333
"29167",2,,,,0,,,,,,,,,,,,0,,,,10.8
"29167",1,,,,,,,,71.66666,,,,,,,,,,,,12
"29167",3,,,,0,,,,,0,,,,,,0,0,,,,177.3333
"29167",5,20.6,5.8,0,281.3333,711.6667,372.8333,1096,0,198.1667,277.3333,74.83334,112,69.5,211.6667,0,0,82,493.1667,139.1667,
"29169",3,,,0,,,,,0,0,,,,,0,1262.4,85.2,,,,242.5
"29169",5,2.2,8.2,0,369.5,153.1667,0,1456.833,223,192.1667,393.8333,108.6667,0,0,463.1667,164.3333,740.6667,44.66667,1644.833,418,
"29169",1,,,,,,,72.33334,55.83333,,,,44.33333,,1.2,3.333333,262.5,110.1667,293.3333,,2124
"29169",2,,,,0,,,,,,,,,,,0,,,,,70.33334
"29171",1,,,,,,,,22.16667,,,,,,,,,,,,8
"29171",3,,,0,0,,,,,0,,,,,,0,0,,,,72.16666
"29171",2,,,,0,,,,,,,,,,,,,,,,0
"29171",5,13,,0,40.33333,81,50.4,158,6.5,17.4,69,13.8,8.2,,6.8,,44.16667,0,0,35.33333,
"29173",2,,,,0,,,,,,,,,,,,,,,,0
"29173",5,.8,,0,21.6,1006.5,125.1667,273.1667,0,7,63.16667,20.83333,2.4,1.2,115.3333,0,114.1667,23.6,162.4,40.8,
"29173",1,,,,,,,,30.83333,,3,,1,,,,,,,,10.83333
"29173",3,,,0,0,,,,,0,,,,,,0,0,,,0,82.66666
"29175",5,0,0,0,247.6667,1440,59.6,1585.667,244.8333,155.3333,439.8333,79.5,22.8,77,282,26.8,789.8,105.3333,585.8333,265,
"29175",1,,,,,,,,59.5,,3,,,,,,,,,,25.66667
"29175",2,,,,0,,,,,,,,,,,,0,,,,562.5
"29175",3,,,0,39.6,,,,0,0,,,,,0,0,0,0,,0,198.6667
"29177",1,,,,,,,,48,,3,,,,,,,,,,14.16667
"29177",2,,,,0,,,,,,,,,,,,,0,,,42.83333
"29177",3,,,45.8,29.5,,,,,0,,0,0,,0,0,0,0,,0,171.6667
"29177",5,0,0,0,217.8333,629.3333,0,658.5,447.8333,51,153.2,23.4,22.5,0,44.2,0,83.33334,41.33333,357.1667,106,
"29179",2,,,,0,,,,,,,,,,,,0,0,,,18.8
"29179",5,16.5,0,0,66.66666,369.1667,51.8,119.1667,5.5,10.4,10,0,7.8,0,4.8,,185.1667,12.8,117,119.5,
"29179",1,,,,,,,,22,,,,,,,,,,,,4
"29179",3,,,0,,,,,,0,,,,,,202,17.8,,,,58.33333
"29181",2,,,,0,,,,,,,,,,,0,0,,,,32
"29181",1,,,,,,,,25.5,,,,,,,,,,,,34
"29181",5,25.8,,0,66,532.8333,30.66667,384.3333,22.6,22.8,79.4,13.8,23,0,0,0,220.6667,1.8,41.6,95.66666,
"29181",3,,,0,2.2,,,,,0,,,0,,,323,169.2,,,,79.33334
"29183",5,160.6,70,350.1667,10270.33,12578.83,3687.167,15646.83,2093.167,3199.833,3712.167,1202.333,3834.833,744,4558.833,946.5,10601,3422.667,11476,4215.667,
"29183",3,,,176,224.5,,,,78.6,246.8333,,,0,,0,7082.833,321.3333,0,0,0,2151.833
"29183",2,,,,0,,,,,,,,,,,0,0,0,,,357.3333
"29183",1,,,,,,,,520.1667,,,,31.33333,,,,,,,,118
"29185",1,,,,,,,,28,,,,,,,,,,,,9.5
"29185",3,,,,7.2,,,,,0,,0,,,,233,234.2,,,,132.5
"29185",5,0,0,,101,21,54.66667,322.6667,120.5,33.4,15.8,.6,21.5,,196.3333,,329.8333,0,57,59,
"29185",2,,,,0,,,,,,,,,,,,,,,,0
"29186",2,,,,0,,,,,,,,,,,,,0,,,14
"29186",5,24.33333,147,0,467.3333,1605.167,43,502.1667,171.1667,31.8,136.8333,59.33333,22,0,52,0,0,40.66667,318,177.3333,
"29186",1,,,,,,,,26,,,,,,,,,,,,10.5
"29186",3,,,0,15.4,,0,,,0,,0,,,0,0,0,0,,,131.1667
"29187",1,,,,,,,,96.16666,,8.666667,,,,,,,,,,34.16667
"29187",5,109.3333,68.5,109.4,1059,2450.333,618.8333,2951,344.2,218.6667,540.1667,193,277.5,37,680,20.83333,3189.167,129.1667,1783,571.1667,
"29187",2,,,,0,,,,,,,,,,,0,0,0,,,1260.667
"29187",3,,,61.2,55.4,,,,,0,,,,,0,1797.5,203.3333,98,,39.4,462
"29189",3,,,346.8333,0,0,,,1452.5,852.3333,,0,34.8,,252.4,26345,1750.5,0,0,0,7641.333
"29189",5,596.6667,572.3333,142.2,36509.17,66386.5,32360.5,74904.84,5130.8,17763.5,33515,12134,42007.67,25613,38396.5,19345.33,68507,9655,50276.67,21050.83,
"29189",2,,,,,,,,,,0,,,,,0,0,0,,,2652.333
"29189",1,,,,,,,,1820.333,594.75,29.83333,,34.16667,,,,880.1667,17.16667,,,2902.333
"29195",5,0,0,0,221.6667,2077.833,370.6667,1001.333,0,172.1667,217,44,226.8333,0,0,0,0,111.1667,598.8333,175.6667,
"29195",3,,,0,48.83333,,,,0,0,,0,,,0,638.5,57.16667,0,,0,211.6667
"29195",2,,,,0,,,,,,,,,,,0,0,0,,,68.83334
"29195",1,,,,,,,,63,,,,,,,,,,,,45
"29197",3,,,0,0,,,,,0,,,,,,0,0,,,,55
"29197",5,0,,0,46.16667,6.8,3.4,159.3333,14.16667,1.6,3.4,0,0,,0,,30,0,0,19,
"29197",2,,,,0,,,,,,,,,,,,,,,,0
"29197",1,,,,,,,,23.16667,,,,,,,,,,,,14
"29199",5,0,0,,14.2,111,59.2,145.5,21,5.4,12.4,.6,0,,0,,31.33333,12,65.4,49.16667,
"29199",3,,,0,,,,,,0,,,,,,0,0,,,,78.8
"29199",1,,,,,,,,19.5,,,,,,,,,,,,12.5
"29199",2,,,,0,,,,,,,,,,,,,,,,0
"29201",5,161.1667,0,0,715.6667,1756.333,948,2207,0,219,462.6667,98.33334,266.8333,199.3333,494.6667,5.6,1285.8,51.16667,1228.667,456.1667,
"29201",3,,,65.2,30.8,,,,51,15,,,0,,0,1008.2,75.2,0,,0,373.8333
"29201",1,,,,,,,,86.83334,,,,,,,,,,,,29.33333
"29201",2,,,,,,,,,,,,,,,0,0,,,,397.8
"29203",5,0,0,,9.6,733.6667,18.4,156.8333,29.4,0,53.2,39.8,0,,,,90.5,0,0,68,
"29203",3,,,,,,,,,,,,,,,0,0,,,,69.66666
"29203",2,,,,0,,,,,,,,,,,,0,,,,4.2
"29203",1,,,,,,,,15.33333,,,,,,,,,36.83333,,,28.33333
"29205",2,,,,0,,,,,,,,,,,,,,,,0
"29205",3,,,0,,,,,,,,,,,,210.6,201.6,,,0,122.6667
"29205",1,,,,,,,,35.16667,,,,,,,,,,,,13
"29205",5,0,0,,85.5,356,51.5,217.1667,90.5,2.4,87.6,8.4,41.83333,0,0,,107.1667,1.6,43.8,21.8,
"29207",3,,,0,18.2,,,,0,0,,,,,0,152.4,12.4,0,,0,273.8333
"29207",2,,,,0,,,,,,,,,,,0,0,,,,70.5
"29207",1,,,,,,,,69.16666,,7.166667,,,,,,,0,,,125.6667
"29207",5,0,0,38.8,455.8333,2840.833,339.4,1249.833,547.6667,69.33334,254,93.33334,100,22.6,120.3333,0,0,44.83333,594.1667,202.8333,
"29209",5,0,0,26.33333,721.5,0,67.83334,867.3333,67.33334,53.16667,152.6667,195.1667,0,0,359.6667,1.2,87.8,864.6667,489.8333,195.3333,
"29209",2,,,,0,,,,,,,,,,,,,0,,,7.6
"29209",3,,,0,0,,,,,0,,,0,,,0,0,,,0,198.3333
"29209",1,,,,,,,,38.33333,,,,,,,,,,,,1.4
"29211",3,,,0,0,,,,,0,,,,,,213,117.2,,,,91.33334
"29211",5,0,0,0,31.2,0,23.2,185.1667,3,59.8,43.4,5.4,17.4,0,0,,155.3333,0,0,45.83333,
"29211",2,,,,0,,,,,,,,,,,,,,,,0
"29211",1,,,,,,,,27.83333,,,,,,,,,,,,31
"29213",2,,,,0,,,,,,,,,,,,,0,,,113
"29213",5,6.4,34.2,146.6667,1297.333,684.3333,276.6667,3698.167,470.5,378.3333,406,1035.833,449.1667,277.3333,992.3333,336.6667,1602,2283.833,6799.667,1046.5,
"29213",1,,,,,,,,61.83333,,,,41.5,,,,,,,,4.166667
"29213",3,,,39.4,0,,,,0,,,,,,,730,79.6,0,0,0,382.5
"29215",2,,,,0,,,,,,,,,,,,,,,,0
"29215",3,,,9,0,,,,,0,,0,,,,681.8333,316.8333,,,,189.5
"29215",5,25.8,24.4,0,145.8333,984.6667,0,905.8333,297,59.16667,234.1667,28.5,71.16666,11.2,29.2,9.4,64.8,3.6,179.4,97.33334,
"29215",1,,,,,,,,49.33333,,8.833333,,,,,,,,,,37.5
"29217",1,,,,,,,,58.5,,,,,,,,,,,,37.16667
"29217",5,189.8,15.2,0,203.8333,1263.833,226,846.1667,0,96.16666,332,49.66667,114.3333,18.6,25,0,0,29.6,537.6,210.8333,
"29217",3,,,0,17.6,,,,0,0,,0,,,0,483.1667,487.1667,0,,0,146.3333
"29217",2,,,,0,,,,,,,,,,,0,0,,,,97.33334
"29219",3,,,0,0,,,,,0,,,,,,0,0,,,0,247.6667
"29219",1,,,,,,,,50.33333,,,,,,,,,,,,11.5
"29219",5,0,0,0,597.5,1629,50.2,1012.5,250.3333,40.4,138.5,70.83334,0,0,147.3333,1.6,184.4,30.2,455.8,159.2,
"29219",2,,,,0,,,,,,,,,,,,0,,,,50
"29221",1,,,,,,,,38.66667,,,,,,,,,,,,41.5
"29221",2,,,,0,,,,,,,,,,,0,0,0,,,256.4
"29221",3,,,,0,,,,0,0,,,,,,590.6667,215,,,,147.3333
"29221",5,0,0,0,127,638.3333,0,565.5,122.6667,30.8,100.6,13.8,28.2,,50.66667,0,0,3.6,47,519.5,
"29223",1,,,,,,,,34.5,,,,49,,,,,,,,9.833333
"29223",2,,,,0,,,,,,,,,,,0,0,0,,,38.83333
"29223",3,,,0,,,,,,,,,,,,0,0,,,0,0
"29223",5,5,35.8,0,68,424.3333,14.8,402.6667,34.2,95.5,0,0,32.6,,15.2,,210.3333,5,129,166.3333,
"29225",2,,,,0,,,,,,,,,,,0,,,,,224.1667
"29225",3,,,,0,,,,,,,,,,,0,0,,,,0
"29225",1,,,,,,,,72,,,,,,,,,,,,10.5
"29225",5,15.6,14,0,411.2,1206,117.1667,1064,23.2,58.5,247.1667,42.5,63.4,5.2,265.5,2.6,62.6,60.83333,523,131.8333,
"29227",2,,,,0,,,,,,,,,,,,,,,,0
"29227",5,0,0,,12.6,0,0,53.16667,0,,0,0,0,,0,,30.83333,,26.4,29.33333,
"29227",1,,,,,,,,18.83333,,,,,,,,,,,,8.5
"29227",3,,,0,,,,,,,,,,,,0,0,,,,32.2
"29229",2,,,,0,,,,,,,,,,,0,,,,,55.8
"29229",5,0,0,65.2,163.3333,740.8333,207.6667,844.6667,102.2,53.6,149.6667,30,62.83333,29.4,37.6,0,312.6667,0,0,121.4,
"29229",3,,,0,0,,,,,0,,,,,,588.8333,,,,0,173.6667
"29229",1,,,,,,,,50.16667,,,,,,,,,,,,10.16667
"29510",2,,,,0,,,,,,,,,,,616,1454,0,,,2902.167
"29510",3,0,,940.3333,0,0,,,1865.167,616.5,0,0,93.83334,,394,6773.667,295.5,2462,100,0,5886.667
"29510",5,0,0,0,2886.4,26745.33,10594,10140.33,0,5723,9756.833,2834.167,13444,18815.67,12407.5,6337.667,32777.17,4323.333,17343.83,7753.5,
