fips,own_code,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"19187",5,0,0,0,741.1667,2529.333,0,2881.167,1567.333,479.5,464.6667,150.5,508.5,111.8,400.8,179,2949.5,126.6667,1351.333,612,
"19187",1,,,,,,,,187.8333,,,,,,,,,,,,105.1667
"19187",2,,,,0,,,,,,,,,,0,0,0,,,,533.1667
"19189",3,,,,,,,,,,,,,,,502.3333,,,,0,37.83333
"19189",5,0,0,21.8,316.6667,1122.667,147.4,588.3333,350,96.66666,186.8333,28.83333,59.6,7.6,59.66667,0,0,27.4,214.2,118.6667,
"19189",1,,,,,,,,41.5,,,,,,,,,,,,14.16667
"19189",2,,,,0,,,,,,,,,,0,0,,,,,9.4
"19191",1,,,,,,,,55.66667,,,,.75,,,,,,,,34.5
"19191",5,149.1667,132.5,49.8,719.8333,1829.667,348.8333,1158,232.2,147,253.6667,25.16667,30,7.6,307.8333,0,0,152.5,736.8333,297.6667,
"19191",2,,,,0,,,,,,,,,,0,0,0,,,,52.83333
"19191",3,,,,,,,,,,,,,,,0,0,,,0,0
"19193",5,73,27.4,0,2433.167,6448.667,2632,7378,0,745.8333,1529.667,617.3333,949.6667,207.3333,3034.833,905.3333,7902.667,977.1667,4428.667,1661.667,
"19193",1,,,,,,,,357,,14.33333,,,,,,2.5,,,,485.6667
"19193",3,,,,,,,0,0,0,,0,,,0,1927.2,0,0,0,0,1636.333
"19193",2,,,,54.66667,,,,,0,,,,,0,0,0,,,,367.1667
"19195",1,,,,,,,,29,,,,,,,,,,,,11.83333
"19195",5,0,0,0,90.8,455,97.5,192.5,0,8.2,58.4,5.8,15.2,,6.2,,174.6667,18.4,79.2,39,
"19195",2,,,,0,,,,,,,,,,,0,,,,,0
"19195",3,,,,,,,,0,1.4,,,,,,34.6,,,,,136.8333
"19197",5,0,0,55.8,313.6667,1201.333,329,571.3333,119.4,379.5,174.1667,32.83333,155.5,0,8.4,,491.5,12.6,289.6,90.83334,
"19197",3,0,,,,,,0,0,0,,,,,0,233.6667,96.33334,0,,,280.1667
"19197",1,,,,,,,,57.33333,,,,,,,,,,,,24.66667
"19197",2,,,,0,,,,,,,,,,0,0,,,,,15.2
"20000",1,,,,,,,206.1667,9841.167,50.25,165.8333,,307,,1.6,39.5,2531.333,145.5,169.3333,,12804.67
"20000",3,0,,1907.833,464.8,,0,0,371.4,1696.667,,202.3333,19.4,,75.2,98102.84,11664.67,0,0,184.1667,50773.5
"20000",2,,,,,0,,0,,27.8,0,,337.8333,,,14093.5,5952.333,0,,,20523.67
"20000",5,8935.667,6856.667,7230.833,63598.17,184094.2,60397.83,153405.3,39842.17,46403,53486.17,15202.17,52710.83,11076.83,64673.83,9950,141333.2,13733.5,96594,37961,
"20001",2,,,,,,,,,,,,,,,0,0,,,,0
"20001",1,,,,,,,,35.66667,,10.16667,,,,,,,,,,18.66667
"20001",5,0,62,0,179.1667,1863.667,212.3333,620.3333,0,150.3333,133,45.5,56.16667,0,37.2,0,0,15.8,330,105.8333,
"20001",3,,,0,,,,,,0,,,,,,1032.833,,,,0,412.5
"20003",5,27.6,45.6,,90.83334,211.3333,96.16666,275.8333,101.3333,0,97.5,15.33333,29.66667,0,0,0,0,0,36.4,0,
"20003",2,,,,,,,,,,,,,,,0,,,,,0
"20003",1,,,,,,,,30.66667,,,,,,,,,,,,11.5
"20003",3,,,0,,,,,,0,,,,,,0,,,,0,231.8333
"20005",2,,,,,,,,,,,,,,,0,0,,,,0
"20005",1,,,,,,,,40.66667,,,,,,,,,,,,14.66667
"20005",3,,,0,19.83333,,,,,0,,0,,,,0,0,0,,,326.3333
"20005",5,117,29.4,0,234.6667,1648,96.16666,820.6667,0,57.8,130,61.83333,160.1667,0,0,0,0,37.4,476.2,179.8,
"20007",5,44.5,87.5,0,59,158,33.2,242,46.5,18.2,88.5,24.16667,0,,0,,48.4,1.8,38,27.66667,
"20007",2,,,,,,,,,,,,,,,0,,,,,0
"20007",3,,,0,10,,,,,7.4,,,,,,0,0,0,,0,179.1667
"20007",1,,,,,,,,21.83333,,,,,,,,,,,,9.833333
"20009",3,,,0,22.83333,,,,,44,,,0,,0,1516.667,,0,,18.4,466.8333
"20009",1,,,,,,,,73.33334,,,,,,,,,,,,22.5
"20009",5,171,523.6667,103.4,669.3333,1361.5,693.5,1696.167,322.2,143.5,729.8333,83,274.1667,6,114.4,0,0,123.3333,832.5,283.1667,
"20009",2,,,,,,,,,0,,,,,,0,,,,,144.6667
"20011",2,,,,,,,,,,,,,,,0,,,,,0
"20011",1,,,,,,,,68.66666,,,,,,,,,14.5,,,12.33333
"20011",3,,,0,,,,,,0,,0,,,,761.8,,,0,0,278
"20011",5,0,0,0,276.5,1436.667,456.6667,825.8333,0,39.66667,367.6667,41.66667,109,3,126.8333,0,794.3333,9,158,112.1667,
"20013",2,,,,,,,,,,,,,,,0,0,,,,0
"20013",3,,,0,14.8,,,0,,0,,0,,,,454.2,,398.8,,0,405.5
"20013",1,,,,,,,,36,,,,,,,,,,,,34.33333
"20013",5,4.8,1.4,0,81.16666,556.8333,126.1667,417.5,0,67.33334,190.2,24.2,62.66667,0,0,0,147.4,2.4,61.2,75.5,
"20015",3,,,0,46,,,,0,17.4,,0,,,0,3347.167,,,,,853.6667
"20015",1,,,,,,,,116.5,,2.5,,6,,,,,,,,18.16667
"20015",5,80.83334,76.83334,21.8,1123.667,1776.833,119.6,1963.5,356.6667,87.16666,513.3333,178.5,219.2,7,399.3333,17.2,1876.4,196.3333,1510.5,411.6667,
"20015",2,,,,,,,,,,,,,,,0,,,,,0
"20017",1,,,,,,,,11.5,,,,,,,,,11.33333,,,11.33333
"20017",3,,,,,,,,,,,,,,,0,,,,,21.5
"20017",2,,,,,,,,,,,,,,,,,,,,16.8
"20017",5,26.8,58.6,0,3,13.2,0,67.33334,44,0,0,0,2,,0,,11,,92.66666,11.6,
"20019",2,,,,,,,,,,,,,,,0,,,,,0
"20019",5,0,0,0,30,35.4,2.2,99.33334,0,4,0,0,4.6,,0,,293.1667,0,0,18.6,
"20019",1,,,,,,,,16.16667,,,,,,,,,,,,5
"20019",3,,,1.2,,,,,,0,,,,,,0,,0,,,105.3333
"20021",3,,,11,,,,,,13.2,,,,,,0,0,,,,366
"20021",5,0,0,0,432.5,1802.333,156.6667,501.8333,84.2,98.5,126.1667,22,54.33333,0,21.4,0,387.5,33.5,382.8333,214.8333,
"20021",2,,,,,,,,,,,,,,,0,,,,,0
"20021",1,,,,,,,,50.5,,0,,0,,,,,,,,10.33333
"20023",3,,,0,,,,,,0,,0,,,,0,0,0,,0,7.4
"20023",5,6.4,1.4,0,8.2,10,122.8333,83.66666,0,0,0,0,6.333333,,0,,145.5,0,0,0,
"20023",1,,,,,,,,10.33333,,,,,,,,,,,,12.5
"20023",2,,,,,,,,,,,,,,,0,,,,,0
"20025",1,,,,,,,,6,,,,,,,,,,,,7.666667
"20025",2,,,,,,,,,,,,,,,0,,,,,0
"20025",5,69.66666,20.83333,,0,0,10.6,56.66667,4.6,0,9.2,0,20.33333,0,0,,0,0,20.83333,15,
"20025",3,,,,,,,,,0,,,,,,0,0,0,,0,72.5
"20027",3,,,0,7.5,,,,,0,,,,,0,0,0,,,,241.5
"20027",5,24,0,0,149.5,428.5,156.3333,530,0,51.6,78.2,15,64,0,0,,321.3333,11.8,64.8,63.6,
"20027",2,,,,,,,,,,,,,,,,,,,,42.5
"20027",1,,,,,,,,28,,,,,,,,,,,,14.16667
"20029",1,,,,,,,,36.33333,,,,,,,,,,,,11.83333
"20029",5,0,0,0,0,301.3333,273.3333,656.8333,0,78.83334,109.6667,34.33333,54,0,37.16667,0,0,3.2,215.8,123.6667,
"20029",3,,,,,,,,,0,,0,,,,563.4,,,,0,256.3333
"20029",2,,,,,,,0,,,,,,,,0,,,,,13.4
"20031",2,,,,,,,,,,,,,,,,,,,,27.5
"20031",1,,,,,,,,27.5,,,,7,,,,,,,,13.66667
"20031",5,57.83333,24.83333,0,105.5,170.3333,91,427.5,14.8,35,110.4,9.8,24.4,,71,0,22,10.8,167.2,73.2,
"20031",3,,,0,,,,,0,0,,,,,,0,0,0,,0,355.5
"20033",2,,,,,,,,,,,,,,,0,,,,,0
"20033",3,,,,,,,,,0,,0,,,,0,0,,,0,90.2
"20033",1,,,,,,,,6,,,,,,,,,,,,6.5
"20033",5,7.333333,.8,0,11,65.83334,0,62.83333,0,0,13,0,3,,0,0,0,,31.6,35.5,
"20035",1,,,,,,,,78,,,,.8333333,,,,,,,,36.5
"20035",2,,,,,,,,,,,,,,,0,0,,,,0
"20035",3,,,6.4,25.16667,,,,0,0,,0,,,,0,0,0,,,633.8333
"20035",5,33.33333,58.33333,0,405.5,3426.833,342.8333,1528,0,236,800.6667,105.5,88.33334,42,534.3333,0,0,82,966.3333,248.6667,
"20037",1,,,,,,,,95.5,,,,,,,,,,,,35
"20037",5,27.5,29.66667,0,569.1667,3623.667,740.1667,1998,0,331.8333,292.1667,130.5,297.3333,156,692.1667,9.8,1855.2,196.8333,1481.5,560.1667,
"20037",3,,,24,,,,,,0,,0,,,,0,0,,,,974.1667
"20037",2,,,,,,,,,,,,,,,0,0,,,,0
"20039",1,,,,,,,,17,,,,,,,,,,,,10.16667
"20039",5,0,0,0,0,0,97.5,124.5,0,18.2,0,0,14.6,,3,,220.1667,0,0,21.4,
"20039",2,,,,,,,,,,,,,,,0,,,,,0
"20039",3,,,,6.4,,,,,0,,,,,,0,,,,,151.8333
"20041",3,,,0,22.16667,,,,,21.4,,,,,0,0,0,0,,0,400.8333
"20041",1,,,,,,,,57.5,34.75,,,,,,,,,,,31
"20041",2,,,,,,,,,,,,,,,0,,,,,0
"20041",5,72.2,39.6,53.4,211.8333,1318.333,354.8,816.5,574.3333,53.83333,190.3333,25.83333,64.16666,0,110.4,,493.3333,152.5,489.3333,245.8333,
"20043",1,,,,,,,,27.66667,,,,,,,,,,,,11.5
"20043",3,,,0,0,,,,,0,,,,,,105.2,0,0,,,230.5
"20043",2,,,,,,,,,,,,,,,0,0,,,,0
"20043",5,24.6,,0,75.2,558,260.6667,171.8333,0,5.8,89.4,8.2,10,,1.8,0,58,0,14.8,76.83334,
"20045",3,,,0,0,,,,0,0,,,,,,0,0,0,,,1661.5
"20045",1,,,,,,,,181,,5.333333,,11.5,,,195,,,,,331.1667
"20045",2,,,,,,,,,,,,0,,,0,0,,,,184.3333
"20045",5,12,3.8,0,2545,3898.167,157.2,6001.333,931.3333,1943.5,1012.5,720,2951.333,146.8333,1270.833,1030.333,4061.167,478.8333,5512.5,2265.167,
"20047",1,,,,,,,,18.5,,,,,,,,,,,,9.666667
"20047",2,,,,,,,,,,,,,,,0,,,,,0
"20047",5,54,0,0,24.16667,223.6667,101,79.66666,0,.6,24.33333,0,10,,3.8,,94,0,0,21.6,
"20047",3,,,,8.6,,,,,0,,,,,,123.8,,,,0,84
"20049",1,,,,,,,,15.16667,,,,,,,,,,,,8
"20049",5,0,0,,8.8,0,4.4,37.5,1.4,0,30.4,,4.6,,0,,25.8,0,0,13.2,
"20049",3,,,0,,,,,,0,,0,,,0,0,,,,0,179.3333
"20049",2,,,,,,,,,,,,,,,0,0,,,,0
"20051",3,,,0,,,,,,0,,0,,,,822.3333,,0,,,437
"20051",1,,,,,,,,76,,26.16667,,,,,,,,,,74
"20051",2,,,,,,,,,,,,0,,,0,0,,,,196
"20051",5,64.66666,350.3333,0,564.5,921,458.3333,2425.667,0,324.8333,414.8333,110.6667,484.1667,196.8,267.2,43.66667,3075,111.1667,1624.833,353.3333,
"20053",1,,,,,,,,20,,,,,,,,,,,,7.5
"20053",2,,,,,,,,,,,,,,,0,,,,,0
"20053",3,,,0,20,,,,,0,,,,,0,0,0,,,0,178.1667
"20053",5,0,0,0,0,323.1667,67.16666,203.6667,0,48,83.4,10.4,91,,24.16667,,268,13,73.8,34.2,
"20055",1,,,,,,,,58.16667,,3.833333,,,,,,,,,,86.83334
"20055",2,,,,,,,,,,,,0,,,,0,,,,245.8333
"20055",5,585.8333,280.5,242.2,1004.5,4141,622.6667,2411.667,475,212.1667,428.3333,170.5,323.3333,76.83334,462.8333,0,0,147.1667,1154.167,543.6667,
"20055",3,,,,,,,,,,,,,,,1873,,0,,,129
"20057",2,,,,,,,,,,,,0,,,0,0,,,,168.3333
"20057",3,,,,16,,,,,0,,,,,,0,0,,,0,644.8333
"20057",5,50.2,0,116.4,400.5,5333,609.3333,1853.167,289.6,283.1667,320,84.16666,232.5,93.33334,342.3333,0,0,161.3333,1137.833,271.1667,
"20057",1,,,,,,,,82.83334,,,,23.5,,,,,,,,137.8333
"20059",1,,,,,,,,55.66667,,,,,,,,,,,,33.83333
"20059",5,53.5,52.83333,,375.3333,952.5,323.5,1223.667,1485.833,74.5,229.3333,44.33333,49.2,10,546.8333,0,0,27.16667,560.8333,133.6667,
"20059",3,,,16.2,,,,,,29.6,,,,,,0,0,0,,0,460.1667
"20059",2,,,,,,,,,,,,,,,0,0,,,,0
"20061",3,,,0,,,,,,0,,0,,,0,0,0,,,0,484.5
"20061",2,,,,,,,,,,,,0,,,0,0,,,,192.8333
"20061",5,0,0,0,315.8,696.5,0,1489.333,968.3333,175.1667,220.6667,162.5,303.8,0,518.3333,45.4,662.2,54.4,906.4,419.5,
"20061",1,,,,,,,76.83334,93.5,,,,49.33333,,,1.833333,207.8333,30.5,42.83333,,1751.833
"20063",2,,,,,,,,,,,,,,,0,,,,,0
"20063",5,0,0,0,51.83333,96,6.8,163.3333,5.4,0,0,,7.4,0,5.6,,41.33333,,67.16666,56.33333,
"20063",1,,,,,,,,14.33333,,,,,,,,,,,,9.166667
"20063",3,,,,,,,,,0,,,,,,0,0,,,,13
"20065",5,28.8,95.8,0,34.33333,0,54,101,0,0,8.4,0,4,,0,,146.1667,,72.33334,7,
"20065",1,,,,,,,,13.66667,,,,,,,,,3.166667,,,13.83333
"20065",2,,,,,,,,,,,,,,,0,,,,,0
"20065",3,,,,,,,,,0,,0,,,,0,0,,,,137.5
"20067",2,,,,,,,,,,,,,,,0,,,,,0
"20067",1,,,,,,,,15.5,,,,,,,,,,,,9
"20067",5,273.3333,344,0,273.3333,153.8333,267.1667,306.3333,0,0,101.2,18.4,67.33334,0,3.4,0,37,0,0,68.16666,
"20067",3,,,,,,,,,0,,,,,,0,0,0,,0,194.6667
"20069",3,,,,,,,,,0,,0,,,,0,0,16.4,,0,162.5
"20069",1,,,,,,,,14.83333,,,,,,,,,,,,12.5
"20069",5,395.1667,0,0,215.8333,53.83333,209.8333,149.6667,0,19.8,15.4,0,94.6,,18,0,139.3333,,41.4,52,
"20069",2,,,,,,,,,,,,,,,0,,,,,0
"20071",5,16.83333,0,0,11.6,,34.33333,86.33334,0,2.6,17.8,,4.2,,,,0,0,0,7.2,
"20071",3,,,,,,,,,0,,,,,,0,,0,,0,78
"20071",1,,,,,,,,4.666667,,,,,,,,,,,,8.666667
"20071",2,,,,,,,,,,,,,,,0,,,,,0
"20073",1,,,,,,,,32,,,,8.833333,,,,,,,,12.66667
"20073",3,,,0,13.8,,,,,6.8,,,,,,253,,0,,,187.6667
"20073",5,13.6,66,4.2,93.66666,130.8333,65.33334,228.3333,12,20.83333,0,0,20.6,0,0,0,254.3333,22,124.8,46.83333,
"20073",2,,,,,,,,,,,,,,,0,,,,,0
"20075",3,,,0,,,,,,0,,,,,,0,0,,,0,35
"20075",2,,,,,,,,,,,,,,,0,,,,,0
"20075",5,214.6,14.8,0,25.83333,0,121.6667,85.33334,0,0,43.2,,4.2,,2.5,,0,0,23.6,26.33333,
"20075",1,,,,,,,,6.5,,,,,,,,,,,,6.666667
"20077",1,,,,,,,,29.16667,,,,,,,,,,,,13.66667
"20077",3,,,21.4,,,,,,0,,,,,,332.4,291.8,,,0,197.1667
"20077",2,,,,,,,,,,,,,,,0,,,,,0
"20077",5,13,58.4,0,49,263.5,119,215.6667,0,13.6,0,0,17.66667,0,0,0,47.8,0,0,33.2,
"20079",2,,,,,,,,,,,,,,,0,,,,,0
"20079",1,,,,,,,,69.5,,.5,,,,,,,,,,15.66667
"20079",3,,,0,17.6,,,,,23.4,,0,0,,,238.4,0,0,,0,582
"20079",5,37.66667,40.33333,0,694.1667,3517.5,370.8333,1617.833,0,87,314.5,70.16666,91.6,9.4,151,260.4,2043.2,45.66667,967.1667,273.6667,
"20081",2,,,,,,,,,,,,,,,0,,,,,0
"20081",1,,,,,,,,10.33333,,,,,,,,,,,,10.33333
"20081",5,162.2,24.2,,30.8,39.6,109.1667,94.83334,53.5,,0,0,19.4,0,2.4,,18.4,3,37,16,
"20081",3,,,,,,,,,0,,,,,,0,0,0,,0,94.5
"20083",2,,,,,,,,,,,,,,,0,,,,,0
"20083",5,0,0,0,0,0,0,42.16667,0,0,20,,9.4,,,,,,7.6,4.8,
"20083",3,,,,,,,,,0,,0,,,,0,0,,,0,102.5
"20083",1,,,,,,,,10,,,,,,,,,,,,9.333333
"20085",3,,,7,,,,,,,,0,,,,531.4,,,,,559.3333
"20085",5,0,0,,81.6,355,85.2,560.3333,32.8,58.16667,134.4,22.6,71.16666,6.6,16.4,0,0,0,0,72.83334,
"20085",2,,,,,,,,,,,,,,,0,0,,,,0
"20085",1,,,,,,,,40.5,,0,,,,,,,,,,20.5
"20087",2,,,,,,,,,,,,,,,0,0,,,,0
"20087",3,,,16.8,,,,,,3,,0,,,,759.6667,,,,0,318.6667
"20087",1,,,,,,,,49,,,,12.5,,,,,,,,12.83333
"20087",5,0,0,0,606.3333,154.3333,15.8,287.6667,24,23.2,101.2,16.6,158.1667,0,8.8,0,0,62.16667,179.3333,61,
"20089",2,,,,,,,,,,,,,,,0,,,,,0
"20089",5,0,0,0,0,0,63.66667,81.66666,0,1.2,63.16667,,11.8,0,0,,11.6,0,0,29.66667,
"20089",1,,,,,,,,23.66667,,,,,,,,,,,,13.16667
"20089",3,,,0,,,,,,0,,,,,,0,0,,,,148.8333
"20091",5,207.8333,397.1667,1584.667,14510.67,20118.17,17904.17,39050.17,8023.167,24652.83,19915.83,4911.333,23740.17,2821.167,24507,2416.333,25640,3883.5,22290.33,8105.167,
"20091",3,,,0,0,,,,,0,,,0,,,0,0,0,,15.8,7517.667
"20091",2,,,,,,,,,,,,0,,,0,0,,,,600.5
"20091",1,,,,,,,,1596.667,15.25,36.83333,,4,,,,,,,,2380.833
"20093",3,,,,,,,,,0,,,,,,0,0,0,,,174
"20093",1,,,,,,,,6.666667,,,,,,,,,,,,10.33333
"20093",5,0,0,0,3.4,0,3,65,13.83333,0,22.83333,0,1.6,,0,,19.2,0,24,2.2,
"20093",2,,,,,,,,,,,,,,,0,,,,,0
"20095",1,,,,,,,,29.66667,,,,,,,,,,,,12.66667
"20095",2,,,,,,,,,0,,,,,,,,,,,0
"20095",5,13.2,84.2,,120.6667,333.5,51.83333,243,80,17.66667,142.6,22.4,50.4,,13.8,,437.6667,0,0,56.66667,
"20095",3,,,0,24.33333,,,,,0,,,,,,350.6,,0,,,162.5
"20097",2,,,,,,,,,,,,,,,0,,,,,0
"20097",5,13.4,2.6,,0,0,142.8333,101.8333,65.5,21,33.5,,9.4,,17.8,0,0,0,0,20,
"20097",1,,,,,,,,17,,,,,,,,,,,,8.5
"20097",3,,,,,,,,,0,,0,,,,0,0,0,,8.8,130.8333
"20099",1,,,,,,,,55.5,,2.833333,,,,,,,,,,27.33333
"20099",5,0,0,0,105.2,2134.333,184.8333,984.3333,0,112.3333,257.3333,46.66667,0,0,252.6667,0,279.4,45.83333,580,377.6667,
"20099",3,,,3.4,,,,,,3.8,,,,,,0,0,,,,412.1667
"20099",2,,,,,,,,,,,,0,,,0,0,,,,88.16666
"20101",2,,,,,,,,,,,,,,,,,,,,13
"20101",1,,,,,,,,7,,,,,,,,,,,,8.333333
"20101",5,121.1667,,0,3.8,.6,124.5,47.5,0,0,34.83333,,2.6,,0,,0,0,0,11.66667,
"20101",3,,,0,,,,,,0,,,,,,0,0,,,0,0
"20103",1,,,,,,,68.66666,146.5,,,,28,,1.6,5.333333,773.6667,60.66667,126.1667,,1999
"20103",3,,,0,,,,,0,44.2,,,,,0,2099.333,,0,,,845.6667
"20103",5,58,5,6.8,1473.333,1019.167,35.2,2053.833,322.5,775.3333,910,218.6667,1125.5,27.8,317.4,46.4,350.8,144.6667,1222.833,552.3333,
"20103",2,,,,,,,,,,,,,,,0,0,,,,0
"20105",2,,,,,,,,,,,,,,,,,,,,22.66667
"20105",5,14.4,0,,37.33333,6.8,54.2,97.33334,12,0,28,0,12.8,,24.2,,59.5,0,0,5.2,
"20105",1,,,,,,,,15.5,,,,9.666667,,,,,,,,12.83333
"20105",3,,,,,,,,,,,,,,,0,0,,,,144.8333
"20107",3,,,2.2,,,,,,11.2,,,,,,0,0,,,0,243.5
"20107",1,,,,,,,,33.83333,,,,,,,,,,,,13.66667
"20107",5,9,34.8,0,182.5,84.5,22,256.5,0,6.4,0,0,10.2,,20,,89.83334,0,0,39.83333,
"20107",2,,,,,,,,,,,,,,,0,,,,,0
"20109",3,,,,0,,,,,0,,0,,,,0,0,0,,,142.3333
"20109",1,,,,,,,,8.833333,,,,,,,,,,,,13
"20109",2,,,,,,,,,,,,,,,0,,,,,0
"20109",5,1.4,0,0,21.5,21,166.5,120.1667,0,0,48.66667,,18.8,,0,0,19.6,,83.83334,13.2,
"20111",2,,,,,,,,,0,,,,,,0,0,,,,173.1667
"20111",1,,,,,,,,71.16666,,1,,,,,,,.5,,,82.5
"20111",5,85.5,32.33333,0,514.1667,4851,587.1667,1938.333,0,595.6667,321.8333,141.1667,133.1667,12.33333,924.1667,12.8,1352.8,84.66666,1527,361,
"20111",3,,,1,,,,,0,0,,,,,0,0,0,0,,,561.5
"20113",1,,,,,,,,72.66666,,,,10.83333,,,,,,,,15.5
"20113",3,,,0,24,,,,0,23.6,,,,,0,0,0,0,,0,475.1667
"20113",5,81.66666,87.5,9.4,644.5,3249,1024,1345,181.4,117.5,403.1667,88.33334,177,396.8333,395.6667,220,1242.2,66,1008.667,480,
"20113",2,,,,,,,,,,,,0,,,0,,,,,52.66667
"20115",2,,,,,,,,,,,,,,,0,,,,,0
"20115",1,,,,,,,,50.16667,,,,7.166667,,,,,,,,13.83333
"20115",3,,,1.4,,,,,,6.4,,0,,,,446.5,0,,,,356.5
"20115",5,45.5,38.66667,0,123,342.1667,149.6667,454.3333,0,51.16667,155.2,24.4,89.16666,12,26.4,0,0,0,0,50.33333,
"20117",2,,,,,,,,,,,,,,,0,0,,,,0
"20117",1,,,,,,,,48.66667,,.4,,1.5,,,,,,,,16.33333
"20117",3,,,0,30.16667,,,,,0,,,,,,416.8333,,,,,303.3333
"20117",5,11.4,0,0,146.8333,937.3333,247.1667,593,0,110.1667,200.8,3,0,0,135.3333,,551.1667,19.6,277.2,109.1667,
"20119",3,,,,7.2,,,,,0,,,,,0,0,0,0,,0,174.6667
"20119",1,,,,,,,,6.666667,,0,,,,,,,,,,8.5
"20119",5,98.2,6.8,0,83.4,13.4,114.6667,131.8333,0,25.2,48.33333,,9.2,0,0,,52.6,0,0,16.4,
"20119",2,,,,,,,,,,,,,,,0,,,,,0
"20121",1,,,,,,,,55.83333,,2.666667,,3.333333,,,,,,,,11.83333
"20121",3,,,9.8,,,,,,28,,,,,,1018.6,,,,,468.3333
"20121",5,37.5,56.66667,0,1020.5,572,0,1326,214,66.33334,318.1667,85.5,157,0,34,12,743.6,67,539,159.3333,
"20121",2,,,,,,,,,,,,,,,0,0,,,,9
"20123",3,,,0,6,,,,,0,,,0,,,334.2,0,0,,0,229.6667
"20123",5,73.5,,0,97.33334,418.3333,294.5,445,0,59.16667,95,8.4,47.33333,,23.16667,0,271,13.6,118.6,103,
"20123",2,,,,,,,,,,,,,,,0,0,,,,0
"20123",1,,,,,,,,28.16667,,,,,,,,,,,,13.33333
"20125",5,48.16667,100.5,11.6,416,3959.333,92.2,1921.667,677.8333,299.1667,393.1667,197,193.2,18.2,894.6667,2.8,1589.8,80.66666,1149.167,386.3333,
"20125",1,,,,,,,,115.3333,,,,7.166667,,,,,,,,31
"20125",3,,,25.83333,,,,,,18.4,,,,,,1563.5,,18.2,,0,715.8333
"20125",2,,,,,,,,,,,,,,,0,0,,,,0
"20127",5,22,2.8,0,101.6667,205.3333,42.8,224,3.2,40,0,0,18.6,,2.6,,129.3333,6.2,115,30,
"20127",1,,,,,,,,24,,,,6.5,,,,,,,,8.5
"20127",2,,,,,,,,,,,,,,,0,,,,,0
"20127",3,,,,,,,,,0,,,,,,0,0,,,0,114.3333
"20129",5,22.8,73,0,0,0,93,124.8333,0,0,18.6,0,11.6,,16,,9.8,,75.16666,7.666667,
"20129",3,,,0,,,,,,0,,,,,,0,0,0,,0,117.5
"20129",2,,,,,,,,,,,,,,,0,,,,,0
"20129",1,,,,,,,,6,,,,,,,,,,,,17
"20131",2,,,,,,,,,,,,,,,,,,,,35.2
"20131",3,,,41.83333,19.8,,,,,11.8,,0,0,,,442.5,,,,1.2,170.5
"20131",5,20.5,0,0,222,859.1667,0,458.6667,350.3333,32.16667,32.6,1,139.1667,0,0,0,461.4,18,185,93.33334,
"20131",1,,,,,,,,43.5,,,,,,,,,,,,25.16667
"20133",2,,,,,,,,,,,,0,,,0,,,,,220.1667
"20133",1,,,,,,,,48,,,,,,,,,,,,19.16667
"20133",3,,,0,,,,,,16.2,,,0,,,0,0,0,,0,370.3333
"20133",5,20.4,120.4,,369.6667,1972.833,329,1091.333,120.1667,336.1667,257.8333,28.33333,72,24.4,173.5,,667.3333,49.33333,468.3333,174,
"20135",2,,,,,,,,,,,,,,,0,,,,,0
"20135",5,0,0,0,27.8,20,113.3333,98,0,3.2,42.66667,,26.83333,0,0,,4.4,0,0,47.83333,
"20135",3,,,0,,,,,,0,,,,,,0,0,0,,0,104.3333
"20135",1,,,,,,,,19.83333,,,,,,,,,,,,14.83333
"20137",3,,,0,,,,,0,0,,0,,,,0,0,0,,,135.3333
"20137",5,0,0,0,90.33334,185,64.83334,224.8333,0,21.8,0,0,36.5,0,0,,309.5,5,67.8,38.4,
"20137",2,,,,,,,,,,,,,,,0,,,,,0
"20137",1,,,,,,,,19,,,,,,,,,,,,17.5
"20139",3,,,18.8,30,,,,,5,,,,,,0,0,0,,0,289.1667
"20139",5,7.6,2.4,0,146.4,214.2,104,454.1667,16,13.8,123,17.8,47.16667,,28.5,0,189.2,20.2,184.2,66.4,
"20139",1,,,,,,,,48.33333,,,,26.5,,,,,,,,19.66667
"20139",2,,,,,,,,,,,,,,,0,,,,,0
"20141",1,,,,,,,,20.66667,,,,,,,,,,,,15.5
"20141",5,1.2,1.2,,25.2,202.5,117.3333,234.3333,54.33333,15,0,0,39.33333,0,0,0,121,0,50.16667,26.4,
"20141",3,,,0,8.4,,,,,0,,,,,,0,0,,,,163.5
"20141",2,,,,,,,,,,,,,,,0,,,,,0
"20143",1,,,,,,,,19.16667,,,,,,,,,,,,8.333333
"20143",3,,,,,,,,,0,,,,,,0,,0,,0,161.8333
"20143",5,5.6,0,,30.4,164.3333,63.6,117.1667,9.8,0,27,0,17.4,,2.8,,256.1667,0,6,37.66667,
"20143",2,,,,,,,,,,,,,,,0,,,,,0
"20145",2,,,,,,,,,,,,,,,0,0,,,,0
"20145",5,0,0,,75.8,61.6,101.6,243.1667,13,0,105.4,6,48.83333,,25.66667,,233.1667,15.4,134.8,0,
"20145",3,,,,12.8,,,,,0,,,,,,0,,0,,6,213.8333
"20145",1,,,,,,,,22.5,,,,,,,,,15.83333,,,9
"20147",2,,,,,,,,,,,,,,,0,,,,,0
"20147",1,,,,,,,,28.16667,,,,,,,,,,,,16.16667
