fips,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"13081",0,0,0,430.8333,1402.667,508,1466.667,158.8333,78.83334,262,152,135.8333,15.6,131.2,768.3333,90.5,26.6,548,140.6667,631.3333
"13083",0,0,0,88.5,937.1667,33.16667,559,19.66667,18.66667,104,20.6,64.16666,0,28.66667,529.6,94,4.2,118.6,64.33334,141.0667
"13085",25.6,0,0,388.6667,490.4,110.8333,1366.5,65.5,29.8,128.5,56.83333,0,0,278.8333,515.3667,188.6,97.16666,573.8333,148.4,101.3333
"13087",735,324,0,396.8333,2200.833,286,1384.833,129.9,101.8333,301,117.8333,73.6,76.6,362.1667,0,78.16666,15.2,349.4,278.1667,209.2
"13089",267.4,220,1925.667,13773.67,21566.33,18323.83,34477.83,10753.83,15041.67,13375.67,5839.5,16310.33,10512.17,21828.83,8871.833,33356,2443.2,19822.67,8805.667,18959.33
"13091",60.83333,0,10,211,512.1667,53.5,803,91.53333,76.83334,190.5,53.33333,90.16666,0,0,0,406.2,11.2,276.8,78.33334,468.3333
"13093",155,0,0,19.83333,1294.333,117.8333,260.6667,151.3333,0,0,0,0,0,46.16667,249,0,0,89,41.4,268.3333
"13095",0,0,202.4,2264.667,7255.667,1872.4,6851.5,2810.333,910.3333,1220.167,752,1144.667,269.3333,2943.167,1661.6,7632.2,374,3685.167,1711.167,2681.333
"13097",14.2,59.4,0,2598.5,3091.333,1534.667,6306.667,164,466.5,769.6667,472.6667,736.4,89,2572.833,2880.167,2877.167,287.3333,3845.667,1334.667,1322.5
"13099",0,0,0,199.6667,1164.833,161,221.6667,26.5,20.6,50.2,9.2,82,0,0,411,256.8333,8.6,68,87,106.7667
"13101",633.6667,0,0,0,0,0,14.2,2.166667,0,0,0,0,0,0,0,13,0,0,0,0
"13103",48.8,7.8,0,580,1796.5,0,993.1667,184.8333,42.66667,124.5,72.16666,54.5,0,218.6,1.2,53.2,37.4,375.4,175.1667,111.9333
"13105",52.4,154.8,0,180.8333,2658.833,517.5,666.3333,96.4,32.6,188.3333,29.66667,142.6667,0,19,0,256,0,0,75,114
"13107",39.8,0,0,159,2168.5,224,907.3333,63.16667,57.33333,180.8333,31.16667,144.6667,0,78.5,0,0,11.2,247.2,89.5,436.3333
"13109",168.3333,0,0,278.8333,1899.833,0,416.1667,135.5,6.2,73.8,11.4,13.8,0,73.5,322.6,54.2,0,0,56.4,61.5
"13111",0,0,0,70.2,416.5,149,984.5,40,85.66666,172.1667,49.16667,123.5,0,81.16666,525.8333,270,40.8,553.2,62.33333,326.3333
"13113",0,0,0,3262.167,4318.167,2000,5678.833,462.1667,319.8333,1049.167,384.3333,1630.833,166,1632.833,3466.5,3290.333,619.5,3224.167,1317.667,935
"13115",0,0,427.2,1308,8937.167,1441.667,4695.167,535.0667,913.6667,1125.333,398,859.6667,292.1667,1880,4103,7026.167,272.3333,2948.667,1038,2034.667
"13117",57.2,61,0,5899,6978.167,3518,4080.333,142.8333,638.5,1068.167,335.8333,2410.5,187.8333,2129.667,3044.5,2250.667,522.5,2640.667,1013.833,98
"13119",0,0,0,313.3333,1957.167,0,1009.5,745.6667,12.2,141.3333,43.2,38,73.4,90.83334,544,0,12.4,371.8,231.8333,141.4667
"13121",422.6667,65.66666,2385.667,21126.33,36859.33,43271.67,59159.5,42677.5,54733.75,49568.33,17829.67,71855.67,18498.83,63931.33,30712.13,59123.63,9996.334,61811.5,20853,36911.17
"13123",0,0,0,288.3333,2967.167,120.1667,1034.833,44.33333,172.1667,211,44.83333,154,0,9.8,632.2667,479.2,25.8,671.2,158,436.6667
"13125",30.4,0,0,0,0,0,15.2,16.66667,0,0,0,0,0,0,0,0,0,0,0,1.866667
"13127",0,0,70,2094,3252.333,283.6,4855.333,997,562.5333,839.5,537.1667,987.3333,905,2143.5,846.3333,2684.167,958.4667,6268.333,1246.167,1176.333
"13129",51.6,0,0,668.3333,8905.333,955.3333,2294.333,72.83334,93,315.5,209.5,0,0,1229.5,1248.167,537.6,63.33333,1273.167,251.8333,238.8333
"13131",0,0,0,229.6667,842,340.3333,849,35.5,3.6,155,71.66666,0,0,128.8333,765.5,32.66667,21.2,316.4,136.4,34.2
"13133",0,0,0,619.5,880.1667,142.6667,488.8333,35,4.8,142.3333,35,63.16667,0,21.4,0,52,101,516.8333,57.8,293.1333
"13135",52.4,34,442.5,21909.5,28267.5,30802.17,43477.33,7830.333,11960.5,15003.5,4833,18632,5562.167,29090.67,16901.3,17163.73,2441.167,23303.67,7758.167,5274.667
"13137",0,0,0,657,4037.167,147,1746.333,170.5,268.8333,240.6667,84.16666,252,318,489.3333,0,0,50.16667,1010.333,169.3333,555.1667
"13139",95.4,14.2,166.3333,3489,17758.5,3255,6910.333,1949.5,594,2463.5,518,1381.667,337.1667,3029.667,4856.167,7230.667,458.5,4315.833,1208.833,2390.667
"13141",0,0,0,14,0,0,120.3333,15.6,7.2,0,0,0,0,0,0,0,0,21.6,14,.8333333
"13143",0,0,0,204.8,1887.333,233.1667,801.6667,51.16667,34.4,104,17.2,106.4,10.4,325.1667,840.5,161,26.8,326.8,119.4,133.3333
"13145",49.33333,0,0,299,1182.5,94.33334,289.8333,36.33333,21.5,78,26.66667,16.8,0,130.8333,664.5,42.6,52.4,87.2,54.83333,249.3333
"13147",0,0,67.2,369.6,2445.833,74.83334,824.3333,35.16667,111.8333,130.7333,28.6,59.33333,0,269,594.6333,126,86.5,440,118,121.3333
"13149",0,0,0,391.8333,830.3333,19.8,55.16667,15.16667,0,0,0,9.6,0,25,315.1667,64.2,0,55.16667,22,93.4
"13151",46,51.6,0,2759.5,3459.667,0,6157.833,2262.833,578.6667,1111,434.1667,917.6667,85,2640.5,4035.833,3165.167,575.1667,4327.333,1035.167,39.5
"13153",45.66667,0,99.2,1402.167,4083.667,551.1667,5674.833,387.3667,508.9,964.5,373.3333,2803.667,115.5,1904.167,1863.333,3715.633,410.1667,4514.667,1012.333,14085.33
"13155",152.3333,0,0,115.6667,474.8333,19.4,143.8333,64.83333,0,3.5,0,39.16667,0,5.2,111.1667,17,0,0,12.6,165.7667
"13157",0,0,0,1207.333,4328,1038.833,2721.833,87.5,119.8333,242.1667,161.5,99.66666,33.6,210.8,20,301.4,64.2,1123.2,193.6667,702.5
"13159",0,0,0,117.6667,901.3333,17,168.1667,23.33333,18,39,5.4,39.83333,0,166.8333,0,0,22,64.8,34,34.96667
"13161",191.6667,0,0,68.16666,1704.667,79.4,648.6667,159.3333,31.83333,79.6,13.6,0,0,159.3333,0,182.5333,0,0,91.66666,148.7333
"13163",156,155.8,17.8,162.5,1635.167,153.6667,639.5,46.7,42,183.3333,47,17.6,0,31.16667,0,55.2,5,144.2,73.16666,89.83333
"13165",58.33333,0,0,36.16667,1168.167,51,193.3333,17.33333,0,0,0,11.8,0,20,0,185.0333,0,0,40.33333,9.666667
"13167",84.5,0,0,65.83334,375.8333,19,127.1667,100.2333,0,16,0,16.8,0,31.8,255,274.9,0,0,40.16667,112.4333
"13169",0,0,44,620.5,71.16666,20,310.3333,83.16667,0,81.16666,21.16667,52.16667,0,8.166667,1.6,93.8,36,121.6,77.33334,15
"13171",29.16667,0,0,124.3333,984.3333,54.83333,375.1667,28.83333,24,66.4,4.2,41.66667,0,50.66667,397.4,38.6,3.2,67,92.16666,30.53333
"13173",26,0,0,76.83334,15.8,0,137.3333,23.46667,0,37.8,4.6,9.5,0,2,199.8,154.2,0,36,23.2,2
"13175",0,0,0,1291.833,4145.833,417.6667,2680.167,71.83334,201.6667,442.5,136,353.4,28.4,779.5,1361.267,1224.133,83.83334,1662.333,390.5,1020.167
"13177",0,0,0,806,110.3333,176.5,393.8333,28.83333,18.2,55.66667,33.2,28.8,0,293.1667,140.8,153.2,30.6,118.6,148,56.4
"13179",22.5,0,161,427.3333,1062.167,61.8,1956.833,351.1667,216.5,417,224,441,0,489.6667,91.16667,839.4,124.7667,591.9,704.5,2531.5
"13181",175.6667,0,0,159.4,80.2,0,162.1667,66.33333,0,36.5,3,7,0,21.2,0,18.8,21.8,132,51.33333,25.33333
"13183",8.8,0,0,79.33334,7.8,0,25,10,0,5.2,3,1.8,0,6.8,0,27,0,69.5,30,1.166667
"13185",0,0,206.1667,2508.333,5419.833,1047,7565.667,1930.667,546.3333,924.1666,516.3333,1022.167,201.3333,2319.333,147.6667,4004.167,689.1667,4610.333,1090.833,1421.5
"13187",9.8,5.4,0,294.8333,1146.167,0,751.5,205.1667,46.66667,126,34,66,0,109.1667,1.6,137.6,44.2,387.8,63.16667,68.33333
"13189",78.8,12.6,0,572.5,1740,0,1093.833,236.1667,85.16666,263.5,55.66667,82.4,2.666667,239.5,4.8,208.2,62,647.6667,118.6667,176.5
"13191",12.33333,0,0,79.83334,51.5,0,552.1667,54.36667,0,40.2,30,8.2,0,10.4,314,53.4,0,0,40.5,110.0667
"13193",173,0,0,145.6667,1123.167,67.83334,361.6667,20.33333,19.83333,57.83333,43.16667,44,0,0,395.8333,362.4333,1,0,59.5,242.3333
"13195",11.33333,0,0,593.3333,519.6667,28.83333,367.8333,73.93333,34.33333,81,15.2,79.16666,10.6,10.8,745.3333,58.8,12.4,81.2,136.1667,294.8
"13197",76.16666,0,0,43.4,676,0,154.5,15.8,0,0,0,2,0,0,215,114.2,0,27.66667,.8,31.66667
"13199",84.16666,0,0,351.1667,1293.167,11.2,644.6667,46.16667,15.4,119.8333,28.83333,23.5,0,53.4,469.2,625.5,8.4,211.8,66.16666,179.2
"13201",54.83333,0,0,28,0,136.8,253.3333,34.06667,11.6,56.4,12.2,42.8,0,0,41.8,8.4,0,0,51.4,21.7
"13205",0,0,0,228,2959.167,254.8,908.8333,58.5,0,182.8333,48,39.83333,0,208.3333,719.6667,106.5,11.6,170.6,150.8,918.8333
"13207",0,0,0,569.8333,284.3333,0,444.5,176.3333,3.6,88,14.2,61.33333,3,56,345.2,0,38,631.6,114.8333,522.5
"13209",95.16666,0,0,113.1667,170.3333,7.8,195.5,25.43333,0,0,0,0,0,0,222.1667,55,0,81,6.8,87
"13211",100.5,0,0,218.6667,1327.833,299.5,762.6667,36.83333,53.16667,147.1667,45.83333,108.3333,419.3333,507.6667,107.2,64.96667,8.4,212,112,261.7
"13213",0,0,0,186.6667,6390.5,167,840.5,953.6666,0,162.5,65,33.5,0,231.6667,1031.2,357,0,0,78.2,62.66667
"13215",0,0,0,4181.5,11838,2058.667,11416.17,454.5,6511.667,5608.667,1554.167,3748.333,2446.833,5562.833,4435.333,10585,945.1667,9098.167,2752.833,5323.133
"13217",0,0,0,1495.6,4502.167,566.3333,2242.5,113.6667,164.8333,368.6667,216.5,55,2.6,825,222.6,1734.8,126.8333,1242.167,378.5,981.5
"13219",74.66666,0,0,646.1667,699,348.8333,953.6667,55.5,60.33333,329.8333,135.3333,438,0,0,122.3333,522.5,141.6,336.2,309.1667,59.63333
"13221",116.6667,109.6667,0,129.5,138.6667,15,144.1667,100.6667,0,9.6,1.6,38.5,0,124,270,4.4,0,26.83333,4.6,12.96667
"13223",0,0,0,1966.167,990.6,384,2741.167,93.16666,418.5,255.3333,120.6667,287.8333,19.66667,387.8333,2019.5,888.1667,148.3333,1367.167,287.1667,117.8333
"13225",0,0,0,222.6667,1294.833,200.3333,1277.5,118.1667,42,157.3333,81.16666,44,0,84.6,0,241.5,8,382.6,129.5,135.8333
"13227",48.4,206,0,540.8333,715.8333,201.3333,818,49.66667,58.83333,239.5,75,132.6667,0,0,1.8,145.2,15.6,445.8,138.3333,15.96667
"13229",284.5,0,0,350,408.3333,390,423.8333,33.83333,4,186.1667,17.16667,47,0,26.16667,0,26.8,0,0,87.6,20.23333
"13231",4.2,0,0,61.4,449.8333,34.66667,121.5,36,0,143.8,16.8,36.16667,0,66.5,409.3333,0,0,0,13.6,70.16667
"13233",0,0,0,549.2,2940.167,60.4,1372.833,302,205.3333,236.8333,55.66667,123.8333,0,353,1043.333,546.4,56.66667,604.5,547.6667,273.1667
"13235",69.2,0,0,84,121,67,366.3333,82.4,100.1667,98.2,14.6,51.2,0,31,290.9333,367.6333,8.4,73,38,1.833333
"13237",76,0,0,400.1667,1463.167,416.3333,867.1667,181.9,34.8,140.8333,35.16667,86.5,0,0,459.6667,0,30,310,69,108.5
"13239",42.2,0,0,0,0,0,30.66667,40.5,0,0,0,0,0,0,0,3,0,0,5.4,2.733333
"13241",0,0,0,546,1602.833,42,872.3333,35.33333,30,199.5,57.66667,128.1667,0,79.66666,0,0,53.66667,658.6667,140.4,268.5
"13243",250.6667,0,0,55.83333,342.1667,88.16666,188.5,16.66667,0,52.4,13.4,10.6,0,54.5,368.2,290.5667,0,0,12.4,10.66667
"13245",93.4,129.8,237.2,4637.667,11064.5,2571.333,13005.17,2645.767,2457.167,2102,1423.667,3308.667,242.8333,7843.333,8347.417,19843.5,1367.167,9373.167,2595.5,2663.167
"13247",0,0,68.83334,3212.167,5876.333,1896.167,4618.167,573.1667,1506,552,275,869.8333,128.3333,2546,2284.167,3036.167,416.5,3237.167,833,443
"13249",40.8,0,0,29.6,655.1667,5.2,79.33334,6.666667,0,0,0,0,0,0,0,45.6,0,0,14.6,6.933333
"13251",208.6667,0,0,129.8333,1003.333,51.66667,431.3333,87.33333,0,110.4,16.8,28,0,42,0,46,0,0,22,318.1667
"13253",0,0,0,28.66667,156.8333,145.3333,372.8333,18.33333,6.4,79,13.6,35.33333,0,14.4,0,438.5,0,0,67.6,35.33333
"13255",2.4,0,0,560.8,4644.167,1015.167,3037.5,88.66666,222,520.5,218.3333,0,0,1741,1758.333,2536,144.3333,1817.333,1111.167,957.7666
"13257",0,0,0,557.5,2900.5,327.8333,1263.833,54.5,92.83334,220.6667,154.6667,155.6,275,354.5,0,0,29,515.8,205.1667,63
"13259",36.83333,0,0,0,53.2,14.4,122.3333,17.83333,0,0,0,0,0,0,178.8333,273.3333,0,24,13.66667,91.33333
"13261",112.4,24.6,0,338.1667,2796.167,258.2,1485.833,191.6667,195.3333,251.6667,100.8333,164.8333,189.2,156.3333,1054.167,1461,143.9,812.1667,221.6667,806.5
"13263",0,0,0,110.1667,0,5.8,69.66666,21.7,0,0,0,0,0,0,0,42.8,0,0,5.8,3.266667
"13265",0,0,0,.6,8,0,6.2,5.333333,0,0,0,0,0,0,0,0,0,0,4,51.4
"13267",440.8333,0,0,186.8333,91.16666,319,631.5,31.83333,49.66667,178.2,16.8,114.8333,143.2,37.2,562.8333,226.1667,0,138.8333,77.5,286
"13269",0,0,0,59.33333,144.8333,0,235.8333,115.5,37.4,64.4,10.4,10.8,15.8,0,285.8,73,0,0,29.66667,124.1333
"13271",11.4,0,0,62.83333,0,50,426.5,62.33333,27.6,79.2,5,23.33333,0,17.8,325,15.2,0,0,71.83334,601.6667
"13273",48,0,0,36.33333,529.8333,217.8333,306,19.16667,23.8,97.83333,11.8,34.5,0,5.2,312.2,0,0,0,43.8,263.0333
"13275",68,59.4,2.8,575.3333,3831,858.8333,2394.5,102.4667,198,562,227.8333,326.8,74.2,2783.167,1373.333,0,154.3333,1303.167,635.3333,326
"13277",1036.5,0,0,980.6667,3303,0,2478.5,1671.333,188.5,391.6667,174.5,516.5,20.4,175.8,66.33334,1101.167,94.5,2087.5,625.5,501.4333
"13279",575.5,0,121.8,581.6667,1759.5,752,1662.333,179.9667,123.6667,252.1667,58.66667,226.3333,0,0,882.5,1453.667,43.5,976.5,197.8333,344.3333
"13281",0,0,0,181,148.4,0,406.5,58.26666,47.66667,119.3333,38.33333,48.16667,0,31.5,0,0,66.8,513,36.66667,18.63333
"13283",9.2,0,0,34.16667,0,0,164.3333,30.23333,0,24.2,9.2,3,0,0,172.6,63.4,0,52.5,21,83.96667
"13285",0,0,0,1652.667,9039,764.6667,4951.667,92.16666,1420.167,721.1667,212.5,406.5,821.1667,2066.667,285.8333,1351.167,182,2000,518.3333,1339.333
"13287",110.6667,0,0,43.5,320.6667,125.3333,387,24.16667,5.4,130,10.8,7,0,75.8,0,188.6,0,0,34,43
"13289",0,0,0,62,27.4,0,97.5,10.66667,0,0,0,4.6,0,15.8,274.8333,106.2,0,0,10.2,2.1
"13291",24.8,4,0,402.5,296.1667,0,909.3333,329.3333,35.2,141.8333,57.33333,152.6667,0,0,473.5,0,48.5,494.3333,97.6,124.3333
"13293",50.83333,0,22.6,248.6667,2280.167,46.66667,1052,63.3,88,247.5,40.83333,78,0,403.6667,782.2667,1041.4,14.8,413.2,133.3333,160.3333
"13295",.5,0,0,485.8333,5622.5,431,1779.167,199.6667,46,354.8333,72.66666,107.6,5.4,274.1667,1563.833,0,255.4,701.8,338.8333,383.1667
"13297",0,0,0,1756.833,2529,526.3333,2524.333,122.6667,127.3333,389.3333,115.1667,428.6667,58.66667,462,1904.633,857.2,92.83334,1375.833,343.3333,200.8333
"13299",217.6667,0,0,912.1667,1700.5,443.6667,2774.167,117.8333,142.6667,356,126.3333,0,0,307.1667,1031.367,1340.6,72.33334,1134,430.8333,952.2333
"13301",9.333333,0,0,10.6,616.6667,3,104,64.16667,3,4,2.4,0,0,0,179.4,0,0,16.6,15,65.43333
"13303",61.16667,1156.167,0,340.5,472.5,0,807.3333,863.5,39,162.5,37.5,188.5,0,0,0,0,12.4,171.8,133.1667,438.8333
"13305",221.5,0,45,465.1667,1853.167,63.6,1565,249.1667,71.33334,141.5,31.66667,48.33333,0,39.6,0,0,11,263.8,112.5,765.5
"13307",22,0,0,0,0,10.2,30.16667,4.5,0,0,0,0,0,0,0,0,0,0,0,13.46667
"13309",183.8333,0,0,11.4,0,0,89.83334,52.33333,0,0,0,0,0,2.4,0,0,0,26.4,12.8,1.833333
"13311",168.8333,0,2.4,498.1667,837.5,41.33333,1037.167,62.2,42.33333,166,58.83333,122.5,0,0,626.2333,124.2,115.8333,861.3333,180.8333,469.1333
"13313",238.2,110.4,52.4,1118.667,24986.5,1958.667,5773.667,1746.6,776,941,463.1667,5736.833,110.8333,2573.667,2766,3708.167,254.3333,2892.667,705.6667,1584.667
"13315",45.16667,0,0,30,58.33333,3.8,143.8333,97.03333,0,24.8,0,0,0,0,219.8333,215.7667,0,7.6,14.4,61.83333
"13317",150.3333,0,0,110.5,1007.833,121.1667,413.1667,25.83333,37.8,100.2,19.2,46.16667,0,98.5,0,303.7,0,0,40,286
"13319",90.66666,1094.667,0,214.8333,209,41.4,156,345.5,12.2,0,0,33.16667,0,15,337,117.5,0,0,59.33333,28.83333
"13321",0,0,0,124.8333,283,196.8333,536.8333,30.66667,0,120.6,21.4,36.6,0,52.5,695.5,278.8333,15,227.4,81.16666,281.1667
"13999",130.2,34.2,52.8,6898.2,1767,17515.4,4240.4,2254,2596,3635,1748.4,8399.8,1183,17248.4,473.8,1318.8,894.2,2861.6,1322.6,156.8
"15000",7759,258,2718.5,28355.5,20147.5,16732.17,69625.17,28346.17,11340,16316.17,12363.17,22858.83,6520.167,39416.5,50846,60190.5,13865.83,91298,23928.33,39700.67
"15001",0,0,442.8333,3992.667,1499.167,1432.667,8266.167,2324.667,627,997,1412.167,1435.5,262.6667,2709,4757.333,7047.5,1567,11532.1,1616.5,3691
"15003",2721.833,202.6667,1694.6,18955.5,16628.17,13627.83,48461.83,21692,9512.833,14068.83,8156.5,19508.5,5752,30858.5,40842.17,44700.5,8399.667,54004.33,18911.83,31327.33
"15007",0,0,158,341.8333,272.5,65.33334,3213.667,297.8333,216.1667,62,142.3333,279,54,830,1516.833,1019,276.3333,3408.167,604.8333,1741.833
"15009",0,0,400.3333,3191,1611.167,1172,8904.667,2931.167,956.1,826,1953.667,1314.5,363.3333,3631.167,3586.167,5283.167,2108.833,18705.17,2584.833,2928.5
"15999",0,0,0,7.2,0,0,69.8,0,8.8,0,0,26.6,6,28.2,9.2,3.2,3.8,1.5,10,13
"16000",20700.2,1991.667,2583.867,38889.83,64999.17,25349.67,74098.57,19257.67,10327.33,17838,6999.333,29253.67,8148.833,34392,49884.5,63201.83,8530.8,47663.93,15513.33,40082.83
"16001",685,118.5,593.5,12766.83,22021.17,8165.333,21818.67,5492,3644.133,7385.5,2795.667,9227.667,5970.333,14769.5,1048.833,20810.17,2214.833,14768.17,5294,13341.83
"16003",53.83333,0,0,44.33333,2.8,9.8,116,15.66667,0,13.8,6.6,11.8,0,7.8,60.6,19.4,4,22.6,0,160.3667
"16005",0,0,8.4,1784.5,2659.5,1099,4412.333,332.6,659.8333,1264.167,326,1053.833,247.1667,2487.833,70.16666,2905,296.6667,3045.667,845.1333,2226.667
"16007",1.8,0,0,30,65.4,53,294.8333,17.83333,0,40,20.5,13,0,17.2,0,68.66666,5.2,75,0,119.5
"16009",0,0,11.8,107.8333,571,38.2,310.1667,277.3333,34.33333,48.4,10.4,70,0,9.8,266,301,1.2,31,91.5,473.5
"16011",0,0,35.4,798.1667,2198,1374.833,1341,221.3333,114.3333,262.8333,42,85.2,31.6,177,38.2,728.7666,79.66666,661.6667,307.6333,1193.5
"16013",89.4,29.8,13.2,2123.667,418.6667,207.8333,1617.833,209.7,241.1667,324.8333,386.8333,766.8333,25.33333,830.3333,714,512.3333,296.8333,2444.5,441.5333,514.8333
"16015",37.33333,0,0,96.5,41.8,6.8,89.16666,20.8,2.8,2,0,5.6,0,48.4,191,10.8,315.6,162.2,18.8,270.1667
"16017",302.1667,85.5,119.6667,933,1779.5,130.6667,2373,273,221.7333,317.5,161.3333,469,73.2,122.8,86.83334,874.3333,497.6667,1163.667,392.8333,842.3333
"16019",472,17.8,3.8,2933.833,2286.667,3377.167,6158.5,154.3333,921.5,1176,455.8333,5022.5,60.33333,2057.167,2413.833,5298.333,383.6667,3580.833,1493.567,1363.167
"16021",318.1667,0,8,200.8333,419,46.6,374,119.6667,24.16667,47.2,16.4,90.8,0,27,26.2,409.6,7,108.6,46.66667,410
"16023",27.6,0,0,12.8,3.8,19.6,91.5,10.66667,2,5.2,1.6,1650,0,7.4,107.6667,40.5,19,0,14.4,71.83333
"16025",7.2,0,0,27,.6,21,10,4.6,0,1,0,0,0,6,0,0,0,0,0,32.76667
"16027",2938.167,47.33333,25.8,4187.6,9367,2201,5883.167,1574.433,595.8333,1001.833,686.3,1030.667,311.6667,1617.833,2053.933,4956.433,258.6667,2936.333,954.4333,2176
"16029",70.4,350.8,34,125.2,295.4,69.33334,310,52.6,29,50.03333,8.8,37.83333,0,82.16666,0,81,7.2,108.2,55.2,193.6667
"16031",1103.333,127,43.6,414.3667,1030.833,371.8333,1409.833,492.4667,112.1667,226.8333,46.33333,136.5,1.4,14.8,746.6667,0,98,379.8333,155.1667,562
"16033",6,0,0,5.333333,0,0,18.4,2,0,14.4,0,0,0,0,0,0,0,3.8,0,40.66667
"16035",315.5,0,19.2,119.1667,292.3333,13.2,305.5,76,45.83333,51.6,14.6,93.83333,0,15.2,280.1667,376.6667,14.2,182.8,35.5,657.6667
"16037",0,0,5.8,56.4,4.8,77.5,195.5,17.23333,0,26.33333,32.33333,13.66667,0,24.2,0,0,52,174.6,0,271.5
"16039",0,0,10,314.9,322.3333,109.4,1193.833,182.5,85.5,194.6667,40,8,0,192,58.5,328.1667,11.4,862.5667,180.1667,988.1666
"16041",0,0,0,171.3333,194.5,115.5,384.1667,57.43333,81,73.2,18.2,39.4,0,12,0,101.6667,30.2,214.4,68.33334,137.3333
"16043",0,0,0,219.8333,51.33333,12.5,273.1667,116.6,13.4,43.6,22.8,70,0,41.66667,294.8333,31.6,10.8,280.6,39.8,287.1667
"16045",0,0,0,226.8333,183,160.3333,390.6667,75,29,77.16666,32.5,0,0,75.83334,0,0,22,205.2,83.6,258
"16047",1412.667,0,32,251.5,561,136.8,393.1667,405.6667,0,78.33334,8.2,154.8333,0,0,.8,66.8,72.66667,258.6667,101.7667,204.1
"16049",164.2,79,30.66667,317.6667,484,145.1667,516,207.5,40,98.33333,7.4,54.66667,0,24,2,82.2,53.83333,326.6667,78.83334,574.8333
"16051",739.6667,0,24.4,524.5,702.8333,265.5,553.1667,165.0667,14.2,80.2,28.6,93.5,0,0,773.4667,53.4,116.3333,172.1667,63.6,333
"16053",1556.5,0,0,310.3333,1015.833,0,1001.5,740.6667,49,95.66666,54.33333,135,9.6,32.4,504.6667,153.6667,77,327,145,274.3333
"16055",485,86.16666,279.3333,3956.333,4231,1140.5,6815.667,837.7,1045.5,1458.667,687,1541.5,244.8333,3355.5,171.1667,4375.833,1279.833,4972.333,1083.333,2639.5
"16057",0,0,3.2,423.3333,393.3333,206,2097.667,120.7667,244.3333,273.5,134.5,617.5,22.4,219,935.8333,1232.667,69.66666,1584.833,382.5667,610.1667
"16059",9.4,2.6,1.8,138.3333,133.1667,24.4,346.8333,62.16667,38.33333,54.6,17.8,30.5,0,17.4,0,58.66667,72.33334,258.1667,78,366.2
"16061",16.16667,0,0,58.9,92.16666,34.16667,154.8333,22.83333,0,14.2,4,6.2,0,10.6,200.6,25.66667,12.16667,93,0,83.33333
"16063",151.6667,0,0,4.4,0,24.4,45.5,10.5,0,3.4,1.6,0,0,0,174.6,134.6667,6.6,52.8,2.6,197.8
"16065",0,0,0,414.8333,1057.833,815.8333,1394.667,35.16667,52.33333,206.6667,135.1667,361.2,3.8,1044.833,0,0,84.33334,768.3333,133.4,376.4667
"16067",984.6667,0,48,252.1667,1438.333,722.1667,496.6667,330.5,148.8333,86.8,25,121.8333,0,0,0,0,22.6,469.6,156.4333,333.5
"16069",108.1667,49.16667,38.4,784.1667,2709.5,342.8,2841.167,1165.5,349.3333,1008.25,219.5,360.1667,522.3333,434,29.16667,3060,287.3333,1609.833,672.9333,1655.333
"16071",0,0,0,20.8,12.4,5.6,114.6667,34.33333,1.4,0,0,1.2,0,0,0,56.5,.25,0,2.2,35.4
"16073",0,0,34.33333,122.6667,137.3333,49.83333,197.6667,19.66667,21.2,9.2,6,2.8,0,41.2,403.3333,103.5,2.2,21.8,11.8,138.6667
"16075",0,0,25.16667,217.1667,1392.5,257.3333,592,312,70.83334,124.3333,52.33333,0,0,264,599.3333,329.3333,3.6,54.8,233.5667,343.8333
"16077",413.6667,0,4.2,213.3,1156,0,223.6667,294.6667,0,50.66667,22.33333,0,0,81.5,0,12.33333,9.8,76,25.6,218.5
"16079",64.5,431.3333,18.8,202,220.6667,9,746.6667,163.0333,54.33333,73,13.4,162.8333,0,0,3.2,219.6,57.66667,371.8333,95.16666,469.1667
"16081",0,0,0,294.8333,86.5,0,282.3333,66,37,42.33333,30.66667,92,0,65,7,56.66667,17,238.8,60.8,106.9667
"16083",1263,23.4,112.8333,1489.233,3363.167,1277.5,4435.5,1229.167,386,939.1666,406.5,1247,247.6667,2887.333,59.5,2589.167,243.5,2384.667,928.5,1381.5
"16085",57,3.6,.6,365.1667,95,2.2,526.5,97.5,54.5,71.5,75.83334,25.33333,0,53.2,5.2,57.2,238.6667,591,80.33334,640.6667
"16087",181.5,0,0,116.3333,546.3333,126.5,270.5,21.66667,107.8333,51.26667,17.4,62,0,0,0,171.3333,39.16667,157.5,47,200.3667
"16999",31,17.2,0,677.6,166.8,999.2,211.4,0,155.2,257.8,38.8,693.6,43.4,1171,70.4,157.8,15,104.6,93.4,14.6
"17000",15851.67,9595.167,27581.7,273177,760158.4,306725.3,635211.7,275798.5,145279.6,312729.2,84676.33,348310,79556.5,378386,476875.7,636835.3,80394.66,417767.2,198459.2,285774.8
"17001",169.6667,223.8333,108,1229.467,5426.5,1791.167,4793.667,1172.833,887.1666,1354.5,480.5,658.8333,98.83334,956,2452.833,4876.333,369.3333,2426.833,1211.667,1355.667
"17003",2.833333,0,45.8,18.2,197.6667,7.6,165.3333,79.93333,4,31.96667,16.2,13.5,0,13.2,0,0,0,91,63.33333,176.1667
