fips,av_11,av_21,av_22,av_23,av_31,av_42,av_44,av_48,av_51,av_52,av_53,av_54,av_55,av_56,av_61,av_62,av_71,av_72,av_81,av_92
"28151",0,0,50.66667,450.1667,3086.167,818.6667,2942.167,1088,412.1667,402.3333,240.8333,539.5,108.6667,883,185.5,2014,778,1390.167,752,1413.167
"28153",195,98.66666,33.33333,507.6667,983.1667,157.1667,899.8333,118,34.6,122.8,30.8,17.6,120.3333,23.2,0,4.4,0,0,72.6,200.4667
"28155",75.83334,0,20.5,83.16666,736.8333,56.66667,264.3333,83.33333,0,24.8,0,35.4,0,6.4,270.1667,11.2,8.666667,0,57.33333,130.5333
"28157",36.5,0,11.6,26,152.5,104.3333,232.8333,50.16667,0,59,16.33333,14.6,0,0,197,137,0,0,40.16667,166.8
"28159",0,0,46.33333,291.8333,1567,140.5,693.3333,250.3333,43.66667,110.6667,27.5,72.83334,12.6,12.2,426.3333,8.166667,10.8,264.2,109.6667,106.4333
"28161",0,0,19.4,164.5,920,17.2,410.3333,146.3333,1.8,78,8.8,42.36667,0,42.6,0,141.9,0,0,4.2,181.7
"28163",0,0,108.9667,110.5,1195.5,222,691,87,43.83333,200.1667,42.33333,65.33333,20,7,692.1667,104.3333,22,343.8333,139.5,355.0333
"28999",530.2,1254.6,41.8,4862.6,1186.6,5289.6,8736.4,412.8,500,2517.6,1949.4,2093.2,285.6,6182,0,2641,53.8,4487.8,479.2,428.8
"29000",11042,4687.5,19175.17,149200,326796.7,120230,313848.7,117383.2,75584.84,117346.5,40500,117939.3,68589.84,130539,209918.2,340598.5,53275,220088.3,83652.5,122643.7
"29001",2.4,0,0,119.2,1218.5,147.8,1545.333,104,189.5,334.5,146.6667,176.8333,64.8,100.4,577.6,195,118.5,1246,358.3333,318.8333
"29003",0,0,23.5,222,58.8,55.33333,348.1667,33.66667,23.66667,84.6,19.2,49.66667,0,74.2,0,248.3333,3.4,60.8,61.33333,137
"29005",33,0,0,30.6,16.8,106.6667,230.5,26,19.8,116.8,7.4,33.83333,0,20.4,0,430.1667,11.6,209.6,79.66666,50.16667
"29007",8.6,.6,84.2,339.4667,2342.333,350.6,1384.167,471,142.5,281,49.83333,104.3333,0,31.6,646.1667,932.6667,51,402.4,343.6667,781.8333
"29009",76.2,5.4,58.8,492.8333,6208,377.8333,1536.5,176.3667,147.7667,355.8333,95,0,0,208,1023.8,180.6,102.8333,913.3333,292,380
"29011",15.4,2.8,0,189.6667,2080.333,192.1667,537.3333,31,36.66667,165.3333,31.83333,56,0,51,368,495.1333,16.2,418.8,46.16667,157.1333
"29013",0,0,31.33333,153,311.1667,72.4,564.1667,109.5,34.5,163.6,20.2,97,0,0,0,94.6,12.2,148.4,86.33334,193.6667
"29015",0,0,0,213,325.5,93.33334,735,118.6667,17.6,143.5,43.16667,101,0,21.8,373.3333,505.3333,31.33333,433.3333,78.16666,155.8333
"29017",0,0,0,102.8,267,103.1667,302.6667,26.66667,18.8,64,18.2,32,0,18.8,0,214,0,0,97.66666,11.5
"29019",122.8,67,0,3935.667,5177.5,2496.833,9641.833,542.3333,1376.5,2913.5,1053.833,1998.667,2280.333,2586.5,4221.667,8455.667,685.8333,6914.333,2055.333,3456
"29021",0,0,229,2276,6784,2352.333,5377.833,1482.767,678.1,1805.667,622.5,1032,196.6667,2741.333,1671.733,5689.167,665.6667,3579.333,1504.667,2239.167
"29023",0,0,122,900.1667,3648,540.1667,2371.333,504.4333,344.8333,470,188.6667,377.4,35.4,634.5,689.8,3709.3,131.3333,1384.833,447.6667,890
"29025",10.4,0,0,173.3333,29.2,8.2,161.6667,82.33333,48,60.6,14.4,14.16667,0,2,349.4,112.9333,0,0,29,137.3333
"29027",77.2,93.6,0,731.6667,1738.667,0,1305.833,959.5,174.6667,274.1667,97.16666,165.4,15.2,219.3333,815.6333,665.7667,130.6667,846.8333,299.5,984.6667
"29029",20.4,0,60.83333,833,1364.167,285.6667,3584.167,232,251.3333,508.5,361.3333,386.5,59.66667,364,15.8,1690.2,531.5,3285.667,480.8333,581
"29031",62.8,62.6,115.5,2217.967,5483,1805.333,5631.167,1701.667,1544.567,1029.667,447.6667,822.6667,495.8333,1661.033,130.3333,7251.167,413.3,3386.5,900.7667,1093
"29033",0,0,0,95.5,393.8333,106.6,307.8333,59.9,64.66666,121,11.8,32.5,0,0,1.8,129.8,29.2,136.2,73.16666,160.1667
"29035",19.6,0,0,33.8,224.3333,0,175.3333,83,0,34.2,12.2,15.5,0,0,0,35.33333,67.66666,32,58,9.866666
"29037",245.8,132.8,69.2,2425,1287.333,597.4,3819,1027.167,220.8333,563.8333,316,521.6667,153.6667,616,2392.5,2195.833,209.5,1902.667,420.3333,879.1666
"29039",0,0,0,103.6,429.1667,138.1667,437.6667,33.5,69.33334,97.8,25.6,48.5,0,21,0,403.6667,17.8,266.8,99,118.8
"29041",54.33333,0,0,120.6667,287.8333,118.5,367.6667,33.66667,25,133.6,23.6,13.4,0,5,0,134.6667,5.4,38.4,40.66667,160.9333
"29043",0,0,86.33334,1399.6,2126.333,443.3333,2106,372.6667,386.5,523.1667,151.1667,99.8,10.8,381.3333,1403.733,809.2,105,1379.833,329.1667,467.6667
"29045",22.4,0,0,24,132.8333,74,222.5,50.46667,0,70.6,6.6,17,0,0,213,200.2,0,0,33.66667,143.9333
"29047",0,0,264.8667,3930.833,13091.33,5054,13225.83,4016.7,882.5,1948.767,1294.167,5002.333,1283,2682.333,5844.667,10036.33,4558.833,7115.833,2148,1785.667
"29049",0,0,25.33333,284.1667,190.6667,96.83334,726.8333,58.16667,68.5,395.6667,66.16666,51.33333,82.4,53.2,501.6,41.8,26,282.8,128.3333,399.8333
"29051",0,0,204.1667,2175.167,2941.167,1275.333,7032.833,636.1667,844.5,2038,263.5,1382.833,634.6667,1822,174.5,5117.667,452.6667,2969.833,1561.467,17958.17
"29053",4,1.6,0,206.3333,911,222.5,669.5,92.6,69.83334,178.3333,41.5,80.16666,0,0,0,259.8,0,0,173.6667,567.3333
"29055",0,0,0,257.2,1892.833,170.6667,683.8333,35.66667,65.4,168.1667,101.8333,97.83334,102.1667,222.5,98,173.8,39.5,546.1667,210.8,254
"29057",0,0,0,21.6,185.1667,170,114.6667,26.5,0,0,0,11.2,0,92.6,247.4,292.4,0,10.83333,4.333333,52.3
"29059",0,0,0,114.2,388.8333,113.1667,503.5,33.66667,27.16667,153.4,51,23.4,0,5,0,276,9.6,236.6,57.16667,112.2667
"29061",0,0,9.8,94.5,332.6667,105.1667,240.8333,32.33333,34.2,0,0,11.6,0,0,0,97,0,0,41.33333,124.8333
"29063",1.6,0,0,119.8333,12.8,96.66666,256,24.33333,2.8,87.2,20,26.66667,0,4,0,0,11.4,289.2,49.66667,71.43333
"29065",0,0,17.2,0,505,338.1667,637.5,39.66667,42.16667,127.8333,25.5,42,0,0,0,0,31.66667,274,197.5,165.8667
"29067",0,0,0,59.5,532.6667,24.8,382.1667,49.16667,39.5,71,12.4,16.16667,0,33.6,0,41.2,2.8,57.8,50,144.3
"29069",360.3333,0,10.6,369.6667,1325.333,405.3333,1592.333,366.5333,138.6667,358.8333,114.5,75.16666,0,51.4,7.8,1555.6,68.83334,645,210,555.5
"29071",261.3333,55.83333,0,2570,9999.333,809,4974,204.5,614,896.5,277.3333,779.8333,408.6667,909.3333,2602.833,3318.833,557.1667,2776.333,826,943.8333
"29073",0,0,0,191.6,1587.167,34.6,719.8333,218.3333,36.66667,158.8333,29.66667,4.166667,0,133.5,387.5,599.6667,79.6,377.4,135.1667,201.2
"29075",38,0,0,35.5,287.5,99.16666,282.8333,78,8.2,27,3,7.6,0,13.2,229,540.3333,6.4,88.2,51.5,134.3667
"29077",78,29.2,803.6,6190.833,15378.17,8342,19926.83,9321.133,3850.833,7002.667,2188.5,4326.333,2284.333,6251.933,7398.167,23541.17,1215,12703.17,4979.2,4022.667
"29079",42.6,11.8,19,75.33334,644.3333,56.16667,563,35,71.66666,81.66666,24.33333,30.2,0,35.8,83.8,417.9333,0,0,84.5,188.5
"29081",0,0,19.8,21.8,73.33334,197.3333,630.6667,80.66666,55.66667,103,25.33333,25.33333,0,0,316.2,490,6.2,311.8,68.83334,125.6667
"29083",0,0,191.6667,276.9333,1645.667,294,1281,127.8333,89.66666,287,55.33333,95,12.8,12.6,219.6,378.6,62.66667,632.1667,179,213.1667
"29085",0,0,0,93.33334,60.66667,0,173.8333,41.53333,0,30.2,4.4,22.73333,0,0,0,118.6667,32.16667,75,43.16667,79.66667
"29087",0,0,0,45.33333,143.3333,74,182.6667,23,39.5,42,10.2,5.6,0,.8,0,155.8333,0,0,16.6,119.5333
"29089",0,0,4,93,300.1667,88.16666,232,28,19.8,40.2,1.8,16.66667,0,1.2,0,0,2.2,25.4,57.33333,160.6667
"29091",33.8,33.2,0,481.2667,3567.667,517.3333,2094.333,73.5,330.8333,333.3333,147.6667,212,38.2,318.5,216,1593,138.5667,1187.5,328.4,319
"29093",9.2,0,0,17.4,492,0,283.1667,61.66667,0,65.4,12.8,19.16667,0,24.83333,0,0,16,132.6,234.5,108.4333
"29095",275.6667,73,3762.833,20497.83,29523.83,16575.33,37467.17,14815.5,23277.75,26587.83,7202.833,24805.17,7912,20354.67,22092.5,44226.83,6202.167,30093.5,12950,17467.67
"29097",252.6,116,204.3667,1988.667,11836.83,2042.167,8196.5,5413.967,922.3667,1542.833,584.8333,1022.667,996.6667,2509,2895.833,6628.167,463.5,4697.167,1657.167,1540.667
"29099",45.66667,89.5,187.1667,4392.833,4726.667,1467.333,6217.167,449.5,375.1667,1043.333,660.5,781.5,356.1667,1986.833,5119.5,5474,548.4667,4313.333,1815.433,1599.667
"29101",0,0,96,600.1667,2014.167,285.6667,1673,342.6667,255.5333,436.5,129.6667,39.53333,4.4,364.3333,33.16667,918.5,132.8333,1599.5,275.6667,1335.333
"29103",0,0,0,6.6,90,37.33333,137.5,25.5,14.6,9,0,25.91667,0,0,0,49.5,14.6,55.6,105.3333,30.5
"29105",0,0,0,449.6,5128,485.5,2033,60.5,154.3333,266.1667,102.8333,122.8,18.6,459.8333,7.6,881.2,57.8,972.8,231.9,195.5
"29107",131,0,76.4,542.1667,1163.667,289,1553.5,203.5667,141.1333,298.1667,187.8333,50.93333,.6,193.5,0,0,65.33334,811.8333,195.3333,584
"29109",0,0,0,493.1667,1540.667,0,1319.5,503.6667,133.5,226.5,72,69.83334,0,159.4,569,792.2,13.6,628.2,140.6667,306.5
"29111",0,0,41.6,62.6,115.8,59.2,301.8333,149.6667,6.6,113.2,13.2,24.7,0,8.4,266.4,149.8,35.2,13.4,110.5,148.7667
"29113",198.2,88,125,1015.833,1381.833,259.4,1334.833,499.3333,220,269.6667,106.8333,94.66667,0,192.6667,936.3667,849.0667,87.66666,880.6667,185.6667,423
"29115",4.4,0,19.66667,33.4,1127,17.6,578.5,113.8333,299.8,133,19.8,96.5,0,0,0,429.6667,19,251.2,86.2,215.1667
"29117",0,0,0,286.8333,894.8333,316,977.1667,61.66667,109.8333,291.6667,36.5,124.8,42.4,244.8333,0,0,11.4,182.2,185.1667,439.1667
"29119",220.2,19.6,14.6,256.6667,2769.5,134.6,710.3333,253.3333,38.5,95,29.16667,22.66667,0,52.2,521.6,239.1,6.6,261.4,45.33333,198.3333
"29121",19.2,0,0,203.3667,611.8333,194.1667,714.5,52.66667,72.5,149,25,5,0,140.5,450.4,681.6333,16.6,393.6,161.8333,179.6667
"29123",6.6,2.4,0,116.1667,501.8333,0,491.8333,146.1667,30.2,93,16.2,72,0,23.8,0,129.4,3.2,155,115.8333,112.6667
"29125",0,0,0,0,220.6667,81.66666,171.8333,107,0,95.8,9,27.5,0,0,0,140.3333,0,0,0,62.5
"29127",0,0,104.8,681.8333,2580,279.1667,2032.667,366.4333,200.3333,359,83.33334,200.1667,16.8,246.2,784,238.4,225.3333,1069.667,379.3333,697.2333
"29129",0,0,0,18,0,33.6,69.16666,36.03333,0,0,0,3.8,0,0,0,33,0,0,21.8,64
"29131",0,0,0,766.5,1057.5,0,1157.167,322.3333,98.66666,210,63,0,0,218.5,629.6,126.8,113.5,775.5,170.3333,243.4333
"29133",328,0,5.8,103.7333,301.6667,157.8333,498,534.8333,16.66667,114,27.66667,40.83333,0,0,0,0,17.6,256.4,87.5,384.8333
"29135",0,0,0,281.1667,1034.667,165.1667,479.1667,34.66667,25.8,113.4,17,48.83333,0,2.8,0,0,30.16667,289,70.33334,287.9333
"29137",0,0,23,57.6,814.8,73.33334,194.6667,32.33333,78.96666,47,6.4,42.93333,0,36,317.3333,306.5,27.4,162.6,27.83333,154
"29139",42.2,11,0,295.2667,665.3333,234.1667,384,44.66667,18.2,130,10.8,19.5,0,12.8,293.1667,418.8333,51.4,237,73.5,265
"29141",99.33334,0,13.6,340.4667,679.5,179.1667,854.3333,62.93333,42.66667,121.5,67.16666,85.66666,0,0,0,0,105.5,472.1667,115.5,60.83333
"29143",269.8333,0,47,115.8333,2908.833,500.5,893.5,50,7.6,136.6333,57.5,41,0,38.8,510.1667,53.5,0,0,69.6,320.1667
"29145",84,10,97.16666,786,4617.833,396.6667,1921,1240.667,191.6667,349.5,147.6667,113.8,11.4,476.1667,1498.467,3965.133,122.8333,1407.5,337.3333,403.8333
"29147",0,0,8,340.9,1999,200.6667,1132.333,69.33334,105.3333,268.1667,59.5,124,70.8,311.3333,0,0,44.33333,718,154.3333,508
"29149",3.166667,0,0,28,344.8333,0,392.5,103,26,101.6667,32,31.8,0,12.2,0,288.1667,0,0,24.2,125.5
"29151",10,23.2,0,205,1008.333,0,431,193.5,16.8,81.8,6.6,12,0,9.4,0,214.1667,0,0,23,59.73333
"29153",6,0,0,32.8,218.5,8.8,236.1667,61.5,7.4,78,17.6,21,0,0,0,21.2,54.6,83.2,37.16667,58.7
"29155",0,0,87.2,85.46667,843.8333,253.5,695.1667,252.9,5.8,157.6667,59.83333,47,0,59,147.4,468.3333,0,0,181.8333,392.1667
"29157",0,0,33,517.1667,3094.667,0,1058.5,501.5,34.83333,230.3333,43.5,0,0,213.8333,0,425.1667,2.6,262.4,153.5,134.5
"29159",51.8,31.8,0,789.5,5063.833,502.6667,2325.5,222.8,591.8333,407.5,169.1667,350.3333,112.6667,696,4.2,1020.2,155,1460.833,703.1667,456.5
"29161",34.83333,57.33333,25.2,632.8333,1673.667,380.6,2348.333,1299,189.8333,345.8333,122.8333,565.1667,53.66667,285.5,38.4,2077.2,393.1667,1680.167,435.8333,706.8334
"29163",332.4,67,0,297.3667,661.5,342.3333,738.3333,48.33333,72,168.5,52.5,154.3333,37,50.8,0,526.1667,47.66667,338,197.8333,322.7667
"29165",9,7.2,174.3333,1611.333,2601,1558.833,2991.667,5497.667,752.2667,1004.667,1282.667,1068,1299.833,3349.833,2377.467,1960.1,1620.167,3938.833,790.5,883.8334
"29167",20.6,5.8,0,281.3333,711.6667,372.8333,1096,71.66666,198.1667,277.3333,74.83334,112,69.5,211.6667,0,0,82,493.1667,139.1667,200.1333
"29169",2.2,8.2,0,369.5,153.1667,0,1529.167,278.8333,192.1667,393.8333,108.6667,44.33333,0,464.3667,1430.067,1088.367,154.8333,1938.167,418,2436.833
"29171",13,0,0,40.33333,81,50.4,158,28.66667,17.4,69,13.8,8.2,0,6.8,0,44.16667,0,0,35.33333,80.16666
"29173",.8,0,0,21.6,1006.5,125.1667,273.1667,30.83333,7,66.16667,20.83333,3.4,1.2,115.3333,0,114.1667,23.6,162.4,40.8,93.5
"29175",0,0,0,287.2667,1440,59.6,1585.667,304.3333,155.3333,442.8333,79.5,22.8,77,282,26.8,789.8,105.3333,585.8333,265,786.8333
"29177",0,0,45.8,247.3333,629.3333,0,658.5,495.8333,51,156.2,23.4,22.5,0,44.2,0,83.33334,41.33333,357.1667,106,228.6667
"29179",16.5,0,0,66.66666,369.1667,51.8,119.1667,27.5,10.4,10,0,7.8,0,4.8,202,202.9667,12.8,117,119.5,81.13333
"29181",25.8,0,0,68.2,532.8333,30.66667,384.3333,48.1,22.8,79.4,13.8,23,0,0,323,389.8667,1.8,41.6,95.66666,145.3333
"29183",160.6,70,526.1667,10494.83,12578.83,3687.167,15646.83,2691.933,3446.667,3712.167,1202.333,3866.167,744,4558.833,8029.333,10922.33,3422.667,11476,4215.667,2627.167
"29185",0,0,0,108.2,21,54.66667,322.6667,148.5,33.4,15.8,.6,21.5,0,196.3333,233,564.0333,0,57,59,142
"29186",24.33333,147,0,482.7333,1605.167,43,502.1667,197.1667,31.8,136.8333,59.33333,22,0,52,0,0,40.66667,318,177.3333,155.6667
"29187",109.3333,68.5,170.6,1114.4,2450.333,618.8333,2951,440.3667,218.6667,548.8334,193,277.5,37,680,1818.333,3392.5,227.1667,1783,610.5667,1756.833
"29189",596.6667,572.3333,489.0333,36509.17,66386.5,32360.5,74904.84,8403.633,19210.58,33544.83,12134,42076.63,25613,38648.9,45690.33,71137.67,9672.167,50276.67,21050.83,13196
"29195",0,0,0,270.5,2077.833,370.6667,1001.333,63,172.1667,217,44,226.8333,0,0,638.5,57.16667,111.1667,598.8333,175.6667,325.5
"29197",0,0,0,46.16667,6.8,3.4,159.3333,37.33333,1.6,3.4,0,0,0,0,0,30,0,0,19,69
"29199",0,0,0,14.2,111,59.2,145.5,40.5,5.4,12.4,.6,0,0,0,0,31.33333,12,65.4,49.16667,91.3
"29201",161.1667,0,65.2,746.4667,1756.333,948,2207,137.8333,234,462.6667,98.33334,266.8333,199.3333,494.6667,1013.8,1361,51.16667,1228.667,456.1667,800.9667
"29203",0,0,0,9.6,733.6667,18.4,156.8333,44.73333,0,53.2,39.8,0,0,0,0,90.5,36.83333,0,68,102.2
"29205",0,0,0,85.5,356,51.5,217.1667,125.6667,2.4,87.6,8.4,41.83333,0,0,210.6,308.7667,1.6,43.8,21.8,135.6667
"29207",0,0,38.8,474.0333,2840.833,339.4,1249.833,616.8334,69.33334,261.1667,93.33334,100,22.6,120.3333,152.4,12.4,44.83333,594.1667,202.8333,470
"29209",0,0,26.33333,721.5,0,67.83334,867.3333,105.6667,53.16667,152.6667,195.1667,0,0,359.6667,1.2,87.8,864.6667,489.8333,195.3333,207.3333
"29211",0,0,0,31.2,0,23.2,185.1667,30.83333,59.8,43.4,5.4,17.4,0,0,213,272.5333,0,0,45.83333,122.3333
"29213",6.4,34.2,186.0667,1297.333,684.3333,276.6667,3698.167,532.3333,378.3333,406,1035.833,490.6667,277.3333,992.3333,1066.667,1681.6,2283.833,6799.667,1046.5,499.6667
"29215",25.8,24.4,9,145.8333,984.6667,0,905.8333,346.3333,59.16667,243,28.5,71.16666,11.2,29.2,691.2333,381.6333,3.6,179.4,97.33334,227
"29217",189.8,15.2,0,221.4333,1263.833,226,846.1667,58.5,96.16666,332,49.66667,114.3333,18.6,25,483.1667,487.1667,29.6,537.6,210.8333,280.8333
"29219",0,0,0,597.5,1629,50.2,1012.5,300.6667,40.4,138.5,70.83334,0,0,147.3333,1.6,184.4,30.2,455.8,159.2,309.1667
"29221",0,0,0,127,638.3333,0,565.5,161.3333,30.8,100.6,13.8,28.2,0,50.66667,590.6667,215,3.6,47,519.5,445.2333
"29223",5,35.8,0,68,424.3333,14.8,402.6667,68.7,95.5,0,0,81.6,0,15.2,0,210.3333,5,129,166.3333,48.66667
"29225",15.6,14,0,411.2,1206,117.1667,1064,95.2,58.5,247.1667,42.5,63.4,5.2,265.5,2.6,62.6,60.83333,523,131.8333,234.6667
"29227",0,0,0,12.6,0,0,53.16667,18.83333,0,0,0,0,0,0,0,30.83333,0,26.4,29.33333,40.7
"29229",0,0,65.2,163.3333,740.8333,207.6667,844.6667,152.3667,53.6,149.6667,30,62.83333,29.4,37.6,588.8333,312.6667,0,0,121.4,239.6333
"29510",0,0,940.3333,2886.4,26745.33,10594,10140.33,7872,6414.667,10825.5,2834.167,13976.33,18815.67,12801.5,13727.33,35443.5,6938.333,17443.83,7753.5,13282
"29999",70.8,44.4,67.2,4474.2,556.2,10242.8,3243.8,1476.4,1294.2,2364.4,900.4,4309.6,850.2,13465.6,177.8,1933.8,254.8,1495.6,430.8,73.4
"30000",4362.667,5465.833,3030.333,25172.83,20218.5,15641.67,54074.5,13385,7793.5,14580.83,5252.833,16166.33,1188.333,15337.5,37469.5,51113.17,9194,42951.83,15461.67,28867.27
"30001",0,0,0,152.6667,62,118.5,401.6667,23.83333,37,127.6667,79,86.2,0,10.8,255,260.5,88.16666,447.5,84.66666,267.3333
"30003",75.16666,410.8333,11.8,97.2,7.6,56,312.6667,40.1,30.83333,83.8,14.4,41.2,0,7,692.5,44.4,122.8333,266.5,48.33333,425.3333
"30005",0,0,8,6.4,2.6,62,156.1667,23.26667,0,28.2,7,10.2,0,0,410,0,5,78,57.2,292.3667
"30007",0,0,4.2,42.4,258.5,25.6,82.33334,65.5,12.8,38.8,3.8,22.8,0,0,0,22.2,14.4,110.4,13.6,44.66667
"30009",51.16667,24.5,28.4,184.3333,96.33334,44.5,271.1667,47.16667,36.4,61.5,36.33333,78.33334,0,0,318.6667,0,155.6667,488.8333,53.5,190.5
"30011",2.8,0,0,7.4,0,0,23.66667,7,0,0,0,2.4,0,0,63,0,0,1.6,0,14.5
"30013",0,0,186.5,1746.333,996.5,1347.5,5186.833,1126.667,575.6667,2114.5,552.1667,1176.667,79.83334,993.5,2306,5261.833,832.6667,3681,1212,1607
"30015",66.5,0,7.2,22.6,29.2,48.33333,148,27.03333,0,41.8,5.2,14.4,0,0,0,58.6,21.2,125.4,33.16667,128
"30017",60,0,0,176,101.1667,35.2,710.3333,179.8333,94.66666,245.7667,28,95,8.6,33.2,19.8,540.9667,111.8333,641,166.5,134
"30019",0,0,0,14.8,5.2,72,47,9.833333,102.6667,28.8,0,4.6,0,0,35.8,0,20.2,31,17.6,46.96667
"30021",0,0,0,68.16666,39.16667,176,504.1667,25.16667,106.6667,102.8333,28.16667,0,0,95.5,342,521.5,69.66666,387.6667,114.1667,55.83333
"30023",0,0,0,127.3333,74.4,19.6,251.5,20.83333,26.6,72.16666,24.83333,67.5,0,0,0,397.3333,100.8333,532.3333,70.8,70.33333
"30025",0,42.2,0,56.8,5.8,0,134.5,72.83333,20.8,39,5,0,0,0,118.8333,131,0,0,47.16667,126.6
"30027",0,0,9.2,307.4,316.6667,194.5,481.8333,48.46667,60.5,120.8,35,75.5,0,0,377.3333,129.8,76.66666,459.8333,160.8333,395.5
"30029",395.1667,155.3333,218.5,2701.667,3351.667,788.5,5168.667,870.6667,572.5,1329.167,561.6667,1432.667,108,1883.167,2378.667,3747.833,1200.333,4234.5,1299,1516.333
"30031",400.8,48.4,73.4,3715.333,2370.667,1118.167,5928.667,749.1667,508.3333,960.5,782,2035.833,23.4,970.4,322.8333,2883.667,1088.333,5493,1317.667,1441
"30033",6.8,0,0,0,0,10.4,43.6,12.53333,0,0,0,0,0,0,9.5,0,0,0,1.8,20.83333
"30035",19,93.4,67.4,77.2,17.2,86,401.6667,81.56667,29.5,31.83333,24.16667,0,0,0,12.2,128.4,113,676.1667,90.33334,688.3333
"30037",0,0,0,0,0,0,0,4.166667,0,0,0,0,0,0,0,0,0,0,0,11.2
"30039",0,0,0,36.8,59,0,75.5,27.23333,0,0,0,0,0,0,0,0,7.4,15.6,28.66667,106.6667
"30041",25,70.16666,10.2,226.1667,57,181.1667,909,73.63333,202.3333,221.3333,67.83334,178.1667,0,125.1667,0,0,126.8333,663.5,304.6667,659.9
"30043",14,190.2,0,176.1667,118.1667,0,124.6667,99.5,5.8,44.6,7.8,26.8,0,27.2,264.1667,37.6,41.8,195.4,28.2,135.6667
"30045",0,0,0,0,0,7.2,19,13.5,0,0,0,1.2,0,0,117.2,18.4,0,0,5.2,69.93333
"30047",91.6,30,0,430.3333,912.8333,107.6667,1078.833,50.66667,128.1667,242.3333,62.66667,167.3333,59,48.8,1048.2,1044.2,71.5,782,224,1133
"30049",101.8,12.8,87.33334,1305.167,699.3333,600.8333,3484.167,793.5,804.3333,1723.5,354.3333,1508.667,25.33333,359,401.5,3638,611.1667,2681.667,1534,5889.667
"30051",0,0,0,0,0,0,59.5,8.333333,0,6.2,4,6.6,0,0,90.4,54.6,7.6,22.6,25.33333,17.16667
"30053",150.8,20.8,2,208.8333,527.1667,37,647.1667,149.6667,91.83334,139,48.83333,132.5,2.6,17.4,573.2,558.4,102.6667,468.6667,180.5,406.5
"30055",3.4,0,0,20,0,60.83333,52.66667,8.5,0,0,0,0,0,0,0,0,0,0,19.2,18.16667
"30057",105.4,20.6,9.8,251.3333,85.16666,19.4,184.8333,107.8333,6.6,73.33334,27.66667,42.5,0,26.2,0,0,59.2,321,53.4,51
"30059",0,0,0,2.4,1.2,0,41.83333,7.166667,0,0,0,0,0,0,0,0,28.4,45,36.83333,29.33333
"30061",16.2,0,.5,42.4,147.5,0,221.8333,7,0,5,2.4,6.4,0,15.2,154.4,124.3333,16.6,173.6,6.333333,121.6333
"30063",306.8,11.8,163.0667,2844.667,2861,1967,7585.167,2035,1249.167,1671,725,2501.167,285.5,2021.833,2330,7276.333,1192.833,5278.833,2350.833,1670.5
"30065",16.6,59.2,0,68.66666,33.33333,18.6,122.8333,12.4,21.33333,25.8,5.4,9.6,0,3,0,29,17,64.6,53.83333,7.166667
"30067",124.2,6.6,46.16667,398.1667,327.3333,72.33334,739.1667,84.33334,99.16666,194.1667,52.33333,153,0,0,413.4,576.8,135.3333,1185.667,352.1667,109.1667
"30069",0,0,0,0,0,0,0,2.833333,0,0,0,0,0,0,0,0,0,0,0,20.33333
"30071",0,0,19.8,40.16667,35.83333,83.66666,158.6667,56.66667,22.6,40,4.4,18,0,6.6,207.3333,61.5,12.2,95.2,29.4,164.3333
"30073",18.2,17,21.2,228.5,53.8,112,247.3333,29.83333,15.8,56.5,28,26.83333,0,24.66667,307.6,213.4,14.6,79.4,57.2,23
"30075",3.4,0,0,5.8,0,0,69.66666,7.333333,6,3.4,0,4.4,0,0,70,0,13.6,39.8,15.8,11.33333
"30077",0,0,6.5,0,0,0,141.8333,45.46667,8.8,23,4.6,15.8,0,5,39.2,0,59.83333,179.3333,25.8,29.66667
"30079",4.6,0,0,0,0,0,26.83333,4.333333,0,0,0,5.6,0,0,0,0,0,2.2,11.2,13.33333
"30081",118.6,2.8,54,801,1016.833,286.3333,1456.333,317.5667,76.83334,359.8333,100.3333,412.3333,8.4,244.6,74.83334,1220.333,268.3333,904.3333,411,638.1667
"30083",48.33333,189.6667,54.33333,321.1667,345.8333,131,510,206.3333,51.5,89.33334,39.83333,129,0,31.33333,355.4,356,46.8,421.6,126.3333,62.83333
"30085",18.2,2.4,0,40.2,93,71.6,393.3333,37.66667,43.2,48.6,14.4,14.33333,0,23.2,0,255.6667,37.2,271,66.66666,605.5
"30087",42.8,486,121.6,144.4,8.8,3.2,325.1667,33.66667,55,47,12,41.66667,0,29,532.3333,0,137.6667,272.8333,63,540.3333
"30089",143.1667,41.33333,45.5,144,265.3333,46,284.1667,91.16666,39.66667,83.16666,23.16667,40,0,6.2,341.1667,0,27.2,287.8,55.83333,116.1667
"30091",0,0,0,28.2,22.83333,53.5,158.6667,25.33333,21.6,20.8,2.2,23.2,0,9.8,173.8,0,22.6,116.8,35.6,153.5
"30093",9.2,54.4,223.8,439.1667,538.1667,398.6667,2156.833,267.8333,373.1667,282.1667,159.3333,731.9333,12.8,115.8,131.3333,2283.833,345.3333,1699,533,511.5
"30095",17.4,0,17.6,0,317.8333,46.66667,213.6667,39.3,7,12.4,2.8,44.83333,0,0,274,96,25,236.8,65,13.16667
"30097",0,0,0,113.5,54.33333,30.16667,179.6667,9.5,14.2,24.6,11.8,44.4,0,4.4,96.16666,13,35.8,138,26.66667,45.3
