ANSI,NAME,REGION
18133,"Putnam County, IN","MWE"
18135,"Randolph County, IN","MWE"
18137,"Ripley County, IN","MWE"
18139,"Rush County, IN","MWE"
18141,"St. Joseph County, IN","MWE"
18143,"Scott County, IN","MWE"
18145,"Shelby County, IN","MWE"
18147,"Spencer County, IN","MWE"
18149,"Starke County, IN","MWE"
18151,"Steuben County, IN","MWE"
18153,"Sullivan County, IN","MWE"
18155,"Switzerland County, IN","MWE"
18157,"Tippecanoe County, IN","MWE"
18159,"Tipton County, IN","MWE"
18161,"Union County, IN","MWE"
18163,"Vanderburgh County, IN","MWE"
18165,"Vermillion County, IN","MWE"
18167,"Vigo County, IN","MWE"
18169,"Wabash County, IN","MWE"
18171,"Warren County, IN","MWE"
18173,"Warrick County, IN","MWE"
18175,"Washington County, IN","MWE"
18177,"Wayne County, IN","MWE"
18179,"Wells County, IN","MWE"
18181,"White County, IN","MWE"
18183,"Whitley County, IN","MWE"
19001,"Adair County, IA","MWE"
19003,"Adams County, IA","MWE"
19005,"Allamakee County, IA","MWE"
19007,"Appanoose County, IA","MWE"
19009,"Audubon County, IA","MWE"
19011,"Benton County, IA","MWE"
19013,"Black Hawk County, IA","MWE"
19015,"Boone County, IA","MWE"
19017,"Bremer County, IA","MWE"
19019,"Buchanan County, IA","MWE"
19021,"Buena Vista County, IA","MWE"
19023,"Butler County, IA","MWE"
19025,"Calhoun County, IA","MWE"
19027,"Carroll County, IA","MWE"
19029,"Cass County, IA","MWE"
19031,"Cedar County, IA","MWE"
19033,"Cerro Gordo County, IA","MWE"
19035,"Cherokee County, IA","MWE"
19037,"Chickasaw County, IA","MWE"
19039,"Clarke County, IA","MWE"
19041,"Clay County, IA","MWE"
19043,"Clayton County, IA","MWE"
19045,"Clinton County, IA","MWE"
19047,"Crawford County, IA","MWE"
19049,"Dallas County, IA","MWE"
19051,"Davis County, IA","MWE"
19053,"Decatur County, IA","MWE"
19055,"Delaware County, IA","MWE"
19057,"Des Moines County, IA","MWE"
19059,"Dickinson County, IA","MWE"
19061,"Dubuque County, IA","MWE"
19063,"Emmet County, IA","MWE"
19065,"Fayette County, IA","MWE"
19067,"Floyd County, IA","MWE"
19069,"Franklin County, IA","MWE"
19071,"Fremont County, IA","MWE"
19073,"Greene County, IA","MWE"
19075,"Grundy County, IA","MWE"
19077,"Guthrie County, IA","MWE"
19079,"Hamilton County, IA","MWE"
19081,"Hancock County, IA","MWE"
19083,"Hardin County, IA","MWE"
19085,"Harrison County, IA","MWE"
19087,"Henry County, IA","MWE"
19089,"Howard County, IA","MWE"
19091,"Humboldt County, IA","MWE"
19093,"Ida County, IA","MWE"
19095,"Iowa County, IA","MWE"
19097,"Jackson County, IA","MWE"
19099,"Jasper County, IA","MWE"
19101,"Jefferson County, IA","MWE"
19103,"Johnson County, IA","MWE"
19105,"Jones County, IA","MWE"
19107,"Keokuk County, IA","MWE"
19109,"Kossuth County, IA","MWE"
19111,"Lee County, IA","MWE"
19113,"Linn County, IA","MWE"
19115,"Louisa County, IA","MWE"
19117,"Lucas County, IA","MWE"
19119,"Lyon County, IA","MWE"
19121,"Madison County, IA","MWE"
19123,"Mahaska County, IA","MWE"
19125,"Marion County, IA","MWE"
19127,"Marshall County, IA","MWE"
19129,"Mills County, IA","MWE"
19131,"Mitchell County, IA","MWE"
19133,"Monona County, IA","MWE"
19135,"Monroe County, IA","MWE"
19137,"Montgomery County, IA","MWE"
19139,"Muscatine County, IA","MWE"
19141,"O'Brien County, IA","MWE"
19143,"Osceola County, IA","MWE"
19145,"Page County, IA","MWE"
19147,"Palo Alto County, IA","MWE"
19149,"Plymouth County, IA","MWE"
19151,"Pocahontas County, IA","MWE"
19153,"Polk County, IA","MWE"
19155,"Pottawattamie County, IA","MWE"
19157,"Poweshiek County, IA","MWE"
19159,"Ringgold County, IA","MWE"
19161,"Sac County, IA","MWE"
19163,"Scott County, IA","MWE"
19165,"Shelby County, IA","MWE"
19167,"Sioux County, IA","MWE"
19169,"Story County, IA","MWE"
19171,"Tama County, IA","MWE"
19173,"Taylor County, IA","MWE"
19175,"Union County, IA","MWE"
19177,"Van Buren County, IA","MWE"
19179,"Wapello County, IA","MWE"
19181,"Warren County, IA","MWE"
19183,"Washington County, IA","MWE"
19185,"Wayne County, IA","MWE"
19187,"Webster County, IA","MWE"
19189,"Winnebago County, IA","MWE"
19191,"Winneshiek County, IA","MWE"
19193,"Woodbury County, IA","MWE"
19195,"Worth County, IA","MWE"
19197,"Wright County, IA","MWE"
20001,"Allen County, KS","GPL"
20003,"Anderson County, KS","GPL"
20005,"Atchison County, KS","GPL"
20007,"Barber County, KS","GPL"
20009,"Barton County, KS","GPL"
20011,"Bourbon County, KS","GPL"
20013,"Brown County, KS","GPL"
20015,"Butler County, KS","GPL"
20017,"Chase County, KS","GPL"
20019,"Chautauqua County, KS","GPL"
20021,"Cherokee County, KS","GPL"
20023,"Cheyenne County, KS","GPL"
20025,"Clark County, KS","GPL"
20027,"Clay County, KS","GPL"
20029,"Cloud County, KS","GPL"
20031,"Coffey County, KS","GPL"
20033,"Comanche County, KS","GPL"
20035,"Cowley County, KS","GPL"
20037,"Crawford County, KS","GPL"
20039,"Decatur County, KS","GPL"
20041,"Dickinson County, KS","GPL"
20043,"Doniphan County, KS","GPL"
20045,"Douglas County, KS","GPL"
20047,"Edwards County, KS","GPL"
20049,"Elk County, KS","GPL"
20051,"Ellis County, KS","GPL"
20053,"Ellsworth County, KS","GPL"
20055,"Finney County, KS","GPL"
20057,"Ford County, KS","GPL"
20059,"Franklin County, KS","GPL"
20061,"Geary County, KS","GPL"
20063,"Gove County, KS","GPL"
20065,"Graham County, KS","GPL"
20067,"Grant County, KS","GPL"
20069,"Gray County, KS","GPL"
20071,"Greeley County, KS","GPL"
20073,"Greenwood County, KS","GPL"
20075,"Hamilton County, KS","GPL"
20077,"Harper County, KS","GPL"
20079,"Harvey County, KS","GPL"
20081,"Haskell County, KS","GPL"
20083,"Hodgeman County, KS","GPL"
20085,"Jackson County, KS","GPL"
20087,"Jefferson County, KS","GPL"
20089,"Jewell County, KS","GPL"
20091,"Johnson County, KS","GPL"
20093,"Kearny County, KS","GPL"
20095,"Kingman County, KS","GPL"
20097,"Kiowa County, KS","GPL"
20099,"Labette County, KS","GPL"
20101,"Lane County, KS","GPL"
20103,"Leavenworth County, KS","GPL"
20105,"Lincoln County, KS","GPL"
20107,"Linn County, KS","GPL"
20109,"Logan County, KS","GPL"
20111,"Lyon County, KS","GPL"
20113,"McPherson County, KS","GPL"
20115,"Marion County, KS","GPL"
20117,"Marshall County, KS","GPL"
20119,"Meade County, KS","GPL"
20121,"Miami County, KS","GPL"
20123,"Mitchell County, KS","GPL"
20125,"Montgomery County, KS","GPL"
20127,"Morris County, KS","GPL"
20129,"Morton County, KS","GPL"
20131,"Nemaha County, KS","GPL"
20133,"Neosho County, KS","GPL"
20135,"Ness County, KS","GPL"
20137,"Norton County, KS","GPL"
20139,"Osage County, KS","GPL"
20141,"Osborne County, KS","GPL"
20143,"Ottawa County, KS","GPL"
20145,"Pawnee County, KS","GPL"
20147,"Phillips County, KS","GPL"
20149,"Pottawatomie County, KS","GPL"
20151,"Pratt County, KS","GPL"
20153,"Rawlins County, KS","GPL"
20155,"Reno County, KS","GPL"
20157,"Republic County, KS","GPL"
20159,"Rice County, KS","GPL"
20161,"Riley County, KS","GPL"
20163,"Rooks County, KS","GPL"
20165,"Rush County, KS","GPL"
20167,"Russell County, KS","GPL"
20169,"Saline County, KS","GPL"
20171,"Scott County, KS","GPL"
20173,"Sedgwick County, KS","GPL"
20175,"Seward County, KS","GPL"
20177,"Shawnee County, KS","GPL"
20179,"Sheridan County, KS","GPL"
20181,"Sherman County, KS","GPL"
20183,"Smith County, KS","GPL"
20185,"Stafford County, KS","GPL"
20187,"Stanton County, KS","GPL"
20189,"Stevens County, KS","GPL"
20191,"Sumner County, KS","GPL"
20193,"Thomas County, KS","GPL"
20195,"Trego County, KS","GPL"
20197,"Wabaunsee County, KS","GPL"
20199,"Wallace County, KS","GPL"
20201,"Washington County, KS","GPL"
20203,"Wichita County, KS","GPL"
20205,"Wilson County, KS","GPL"
20207,"Woodson County, KS","GPL"
20209,"Wyandotte County, KS","GPL"
21001,"Adair County, KY","SEA"
21003,"Allen County, KY","SEA"
21005,"Anderson County, KY","SEA"
21007,"Ballard County, KY","SEA"
21009,"Barren County, KY","SEA"
21011,"Bath County, KY","SEA"
21013,"Bell County, KY","SEA"
21015,"Boone County, KY","SEA"
21017,"Bourbon County, KY","SEA"
21019,"Boyd County, KY","SEA"
21021,"Boyle County, KY","SEA"
21023,"Bracken County, KY","SEA"
21025,"Breathitt County, KY","SEA"
21027,"Breckinridge County, KY","SEA"
21029,"Bullitt County, KY","SEA"
21031,"Butler County, KY","SEA"
21033,"Caldwell County, KY","SEA"
21035,"Calloway County, KY","SEA"
21037,"Campbell County, KY","SEA"
21039,"Carlisle County, KY","SEA"
21041,"Carroll County, KY","SEA"
21043,"Carter County, KY","SEA"
21045,"Casey County, KY","SEA"
21047,"Christian County, KY","SEA"
21049,"Clark County, KY","SEA"
21051,"Clay County, KY","SEA"
21053,"Clinton County, KY","SEA"
21055,"Crittenden County, KY","SEA"
21057,"Cumberland County, KY","SEA"
21059,"Daviess County, KY","SEA"
21061,"Edmonson County, KY","SEA"
21063,"Elliott County, KY","SEA"
21065,"Estill County, KY","SEA"
21067,"Fayette County, KY","SEA"
21069,"Fleming County, KY","SEA"
21071,"Floyd County, KY","SEA"
21073,"Franklin County, KY","SEA"
21075,"Fulton County, KY","SEA"
21077,"Gallatin County, KY","SEA"
21079,"Garrard County, KY","SEA"
21081,"Grant County, KY","SEA"
21083,"Graves County, KY","SEA"
21085,"Grayson County, KY","SEA"
21087,"Green County, KY","SEA"
21089,"Greenup County, KY","SEA"
21091,"Hancock County, KY","SEA"
21093,"Hardin County, KY","SEA"
21095,"Harlan County, KY","SEA"
21097,"Harrison County, KY","SEA"
21099,"Hart County, KY","SEA"
21101,"Henderson County, KY","SEA"
21103,"Henry County, KY","SEA"
21105,"Hickman County, KY","SEA"
21107,"Hopkins County, KY","SEA"
21109,"Jackson County, KY","SEA"
21111,"Jefferson County, KY","SEA"
21113,"Jessamine County, KY","SEA"
21115,"Johnson County, KY","SEA"
21117,"Kenton County, KY","SEA"
21119,"Knott County, KY","SEA"
21121,"Knox County, KY","SEA"
21123,"Larue County, KY","SEA"
21125,"Laurel County, KY","SEA"
21127,"Lawrence County, KY","SEA"
21129,"Lee County, KY","SEA"
21131,"Leslie County, KY","SEA"
21133,"Letcher County, KY","SEA"
21135,"Lewis County, KY","SEA"
21137,"Lincoln County, KY","SEA"
21139,"Livingston County, KY","SEA"
21141,"Logan County, KY","SEA"
21143,"Lyon County, KY","SEA"
21145,"McCracken County, KY","SEA"
21147,"McCreary County, KY","SEA"
21149,"McLean County, KY","SEA"
21151,"Madison County, KY","SEA"
21153,"Magoffin County, KY","SEA"
21155,"Marion County, KY","SEA"
21157,"Marshall County, KY","SEA"
21159,"Martin County, KY","SEA"
21161,"Mason County, KY","SEA"
21163,"Meade County, KY","SEA"
21165,"Menifee County, KY","SEA"
21167,"Mercer County, KY","SEA"
21169,"Metcalfe County, KY","SEA"
21171,"Monroe County, KY","SEA"
21173,"Montgomery County, KY","SEA"
21175,"Morgan County, KY","SEA"
21177,"Muhlenberg County, KY","SEA"
21179,"Nelson County, KY","SEA"
21181,"Nicholas County, KY","SEA"
21183,"Ohio County, KY","SEA"
21185,"Oldham County, KY","SEA"
21187,"Owen County, KY","SEA"
21189,"Owsley County, KY","SEA"
21191,"Pendleton County, KY","SEA"
21193,"Perry County, KY","SEA"
21195,"Pike County, KY","SEA"
21197,"Powell County, KY","SEA"
21199,"Pulaski County, KY","SEA"
21201,"Robertson County, KY","SEA"
21203,"Rockcastle County, KY","SEA"
21205,"Rowan County, KY","SEA"
21207,"Russell County, KY","SEA"
21209,"Scott County, KY","SEA"
21211,"Shelby County, KY","SEA"
21213,"Simpson County, KY","SEA"
21215,"Spencer County, KY","SEA"
21217,"Taylor County, KY","SEA"
21219,"Todd County, KY","SEA"
21221,"Trigg County, KY","SEA"
21223,"Trimble County, KY","SEA"
21225,"Union County, KY","SEA"
21227,"Warren County, KY","SEA"
21229,"Washington County, KY","SEA"
21231,"Wayne County, KY","SEA"
21233,"Webster County, KY","SEA"
21235,"Whitley County, KY","SEA"
21237,"Wolfe County, KY","SEA"
21239,"Woodford County, KY","SEA"
22001,"Acadia Parish, LA","GLF"
22003,"Allen Parish, LA","GLF"
22005,"Ascension Parish, LA","GLF"
22007,"Assumption Parish, LA","GLF"
22009,"Avoyelles Parish, LA","SEA"
22011,"Beauregard Parish, LA","GLF"
22013,"Bienville Parish, LA","SEA"
22015,"Bossier Parish, LA","SEA"
22017,"Caddo Parish, LA","SEA"
22019,"Calcasieu Parish, LA","GLF"
22021,"Caldwell Parish, LA","SEA"
22023,"Cameron Parish, LA","GLF"
22025,"Catahoula Parish, LA","SEA"
22027,"Claiborne Parish, LA","SEA"
22029,"Concordia Parish, LA","SEA"
22031,"De Soto Parish, LA","SEA"
22033,"East Baton Rouge Parish, LA","GLF"
22035,"East Carroll Parish, LA","SEA"
22037,"East Feliciana Parish, LA","SEA"
22039,"Evangeline Parish, LA","SEA"
22041,"Franklin Parish, LA","SEA"
22043,"Grant Parish, LA","SEA"
22045,"Iberia Parish, LA","GLF"
22047,"Iberville Parish, LA","GLF"
22049,"Jackson Parish, LA","SEA"
22051,"Jefferson Parish, LA","GLF"
22053,"Jefferson Davis Parish, LA","GLF"
22055,"Lafayette Parish, LA","GLF"
22057,"Lafourche Parish, LA","GLF"
22059,"La Salle Parish, LA","SEA"
22061,"Lincoln Parish, LA","SEA"
22063,"Livingston Parish, LA","GLF"
22065,"Madison Parish, LA","SEA"
22067,"Morehouse Parish, LA","SEA"
22069,"Natchitoches Parish, LA","SEA"
22071,"Orleans Parish, LA","GLF"
22073,"Ouachita Parish, LA","SEA"
22075,"Plaquemines Parish, LA","GLF"
22077,"Pointe Coupee Parish, LA","GLF"
22079,"Rapides Parish, LA","SEA"
22081,"Red River Parish, LA","SEA"
22083,"Richland Parish, LA","SEA"
22085,"Sabine Parish, LA","SEA"
22087,"St. Bernard Parish, LA","GLF"
22089,"St. Charles Parish, LA","GLF"
22091,"St. Helena Parish, LA","SEA"
22093,"St. James Parish, LA","GLF"
22095,"St. John the Baptist Parish, LA","GLF"
22097,"St. Landry Parish, LA","GLF"
22099,"St. Martin Parish, LA","GLF"
22101,"St. Mary Parish, LA","GLF"
22103,"St. Tammany Parish, LA","GLF"
22105,"Tangipahoa Parish, LA","GLF"
22107,"Tensas Parish, LA","SEA"
22109,"Terrebonne Parish, LA","GLF"
22111,"Union Parish, LA","SEA"
22113,"Vermilion Parish, LA","GLF"
22115,"Vernon Parish, LA","SEA"
22117,"Washington Parish, LA","SEA"
22119,"Webster Parish, LA","SEA"
22121,"West Baton Rouge Parish, LA","GLF"
22123,"West Carroll Parish, LA","SEA"
22125,"West Feliciana Parish, LA","SEA"
22127,"Winn Parish, LA","SEA"
23001,"Androscoggin County, ME","NEA"
23003,"Aroostook County, ME","NEA"
23005,"Cumberland County, ME","NAC"
23007,"Franklin County, ME","NEA"
23009,"Hancock County, ME","NAC"
23011,"Kennebec County, ME","NEA"
23013,"Knox County, ME","NAC"
23015,"Lincoln County, ME","NAC"
23017,"Oxford County, ME","NEA"
23019,"Penobscot County, ME","NEA"
23021,"Piscataquis County, ME","NEA"
23023,"Sagadahoc County, ME","NAC"
23025,"Somerset County, ME","NEA"
23027,"Waldo County, ME","NAC"
23029,"Washington County, ME","NAC"
23031,"York County, ME","NAC"
24001,"Allegany County, MD","NEA"
24003,"Anne Arundel County, MD","NAC"
24005,"Baltimore County, MD","NAC"
24009,"Calvert County, MD","NAC"
24011,"Caroline County, MD","NAC"
24013,"Carroll County, MD","NEA"
24015,"Cecil County, MD","NAC"
24017,"Charles County, MD","NAC"
24019,"Dorchester County, MD","NAC"
24021,"Frederick County, MD","NEA"
24023,"Garrett County, MD","NEA"
24025,"Harford County, MD","NAC"
24027,"Howard County, MD","NEA"
24029,"Kent County, MD","NAC"
24031,"Montgomery County, MD","NEA"
24033,"Prince George's County, MD","NAC"
24035,"Queen Anne's County, MD","NAC"
24037,"St. Mary's County, MD","NAC"
24039,"Somerset County, MD","NAC"
24041,"Talbot County, MD","NAC"
24043,"Washington County, MD","NEA"
24045,"Wicomico County, MD","NAC"
24047,"Worcester County, MD","NAC"
24510,"Baltimore city, MD","NAC"
25001,"Barnstable County, MA","NAC"
25003,"Berkshire County, MA","NEA"
25005,"Bristol County, MA","NAC"
25007,"Dukes County, MA","NAC"
25009,"Essex County, MA","NAC"
25011,"Franklin County, MA","NEA"
25013,"Hampden County, MA","NEA"
25015,"Hampshire County, MA","NEA"
25017,"Middlesex County, MA","NAC"
25019,"Nantucket County, MA","NAC"
25021,"Norfolk County, MA","NAC"
25023,"Plymouth County, MA","NAC"
25025,"Suffolk County, MA","NAC"
25027,"Worcester County, MA","NEA"
26001,"Alcona County, MI","MWE"
26003,"Alger County, MI","MWE"
26005,"Allegan County, MI","MWE"
26007,"Alpena County, MI","MWE"
26009,"Antrim County, MI","MWE"
26011,"Arenac County, MI","MWE"
26013,"Baraga County, MI","MWE"
26015,"Barry County, MI","MWE"
26017,"Bay County, MI","MWE"
26019,"Benzie County, MI","MWE"
26021,"Berrien County, MI","MWE"
26023,"Branch County, MI","MWE"
26025,"Calhoun County, MI","MWE"
26027,"Cass County, MI","MWE"
26029,"Charlevoix County, MI","MWE"
26031,"Cheboygan County, MI","MWE"
26033,"Chippewa County, MI","MWE"
26035,"Clare County, MI","MWE"
26037,"Clinton County, MI","MWE"
26039,"Crawford County, MI","MWE"
26041,"Delta County, MI","MWE"
26043,"Dickinson County, MI","MWE"
26045,"Eaton County, MI","MWE"
26047,"Emmet County, MI","MWE"
26049,"Genesee County, MI","MWE"
26051,"Gladwin County, MI","MWE"
26053,"Gogebic County, MI","MWE"
26055,"Grand Traverse County, MI","MWE"
26057,"Gratiot County, MI","MWE"
26059,"Hillsdale County, MI","MWE"
26061,"Houghton County, MI","MWE"
26063,"Huron County, MI","MWE"
26065,"Ingham County, MI","MWE"
26067,"Ionia County, MI","MWE"
26069,"Iosco County, MI","MWE"
26071,"Iron County, MI","MWE"
26073,"Isabella County, MI","MWE"
26075,"Jackson County, MI","MWE"
26077,"Kalamazoo County, MI","MWE"
26079,"Kalkaska County, MI","MWE"
26081,"Kent County, MI","MWE"
26083,"Keweenaw County, MI","MWE"
26085,"Lake County, MI","MWE"
26087,"Lapeer County, MI","MWE"
26089,"Leelanau County, MI","MWE"
26091,"Lenawee County, MI","MWE"
26093,"Livingston County, MI","MWE"
26095,"Luce County, MI","MWE"
26097,"Mackinac County, MI","MWE"
26099,"Macomb County, MI","MWE"
26101,"Manistee County, MI","MWE"
26103,"Marquette County, MI","MWE"
26105,"Mason County, MI","MWE"
26107,"Mecosta County, MI","MWE"
26109,"Menominee County, MI","MWE"
26111,"Midland County, MI","MWE"
26113,"Missaukee County, MI","MWE"
26115,"Monroe County, MI","MWE"
26117,"Montcalm County, MI","MWE"
26119,"Montmorency County, MI","MWE"
26121,"Muskegon County, MI","MWE"
26123,"Newaygo County, MI","MWE"
26125,"Oakland County, MI","MWE"
26127,"Oceana County, MI","MWE"
26129,"Ogemaw County, MI","MWE"
26131,"Ontonagon County, MI","MWE"
26133,"Osceola County, MI","MWE"
26135,"Oscoda County, MI","MWE"
26137,"Otsego County, MI","MWE"
26139,"Ottawa County, MI","MWE"
26141,"Presque Isle County, MI","MWE"
26143,"Roscommon County, MI","MWE"
26145,"Saginaw County, MI","MWE"
26147,"St. Clair County, MI","MWE"
26149,"St. Joseph County, MI","MWE"
26151,"Sanilac County, MI","MWE"
26153,"Schoolcraft County, MI","MWE"
26155,"Shiawassee County, MI","MWE"
26157,"Tuscola County, MI","MWE"
26159,"Van Buren County, MI","MWE"
26161,"Washtenaw County, MI","MWE"
26163,"Wayne County, MI","MWE"
26165,"Wexford County, MI","MWE"
27001,"Aitkin County, MN","MWE"
27003,"Anoka County, MN","MWE"
27005,"Becker County, MN","MWE"
27007,"Beltrami County, MN","MWE"
27009,"Benton County, MN","MWE"
27011,"Big Stone County, MN","MWE"
27013,"Blue Earth County, MN","MWE"
27015,"Brown County, MN","MWE"
27017,"Carlton County, MN","MWE"
27019,"Carver County, MN","MWE"
27021,"Cass County, MN","MWE"
27023,"Chippewa County, MN","MWE"
27025,"Chisago County, MN","MWE"
27027,"Clay County, MN","MWE"
27029,"Clearwater County, MN","MWE"
27031,"Cook County, MN","MWE"
27033,"Cottonwood County, MN","MWE"
27035,"Crow Wing County, MN","MWE"
27037,"Dakota County, MN","MWE"
27039,"Dodge County, MN","MWE"
27041,"Douglas County, MN","MWE"
27043,"Faribault County, MN","MWE"
27045,"Fillmore County, MN","MWE"
27047,"Freeborn County, MN","MWE"
27049,"Goodhue County, MN","MWE"
27051,"Grant County, MN","MWE"
27053,"Hennepin County, MN","MWE"
27055,"Houston County, MN","MWE"
27057,"Hubbard County, MN","MWE"
27059,"Isanti County, MN","MWE"
27061,"Itasca County, MN","MWE"
27063,"Jackson County, MN","MWE"
27065,"Kanabec County, MN","MWE"
27067,"Kandiyohi County, MN","MWE"
27069,"Kittson County, MN","MWE"
27071,"Koochiching County, MN","MWE"
27073,"Lac qui Parle County, MN","MWE"
27075,"Lake County, MN","MWE"
27077,"Lake of the Woods County, MN","MWE"
27079,"Le Sueur County, MN","MWE"
27081,"Lincoln County, MN","MWE"
27083,"Lyon County, MN","MWE"
27085,"McLeod County, MN","MWE"
27087,"Mahnomen County, MN","MWE"
27089,"Marshall County, MN","MWE"
27091,"Martin County, MN","MWE"
27093,"Meeker County, MN","MWE"
27095,"Mille Lacs County, MN","MWE"
27097,"Morrison County, MN","MWE"
27099,"Mower County, MN","MWE"
27101,"Murray County, MN","MWE"
27103,"Nicollet County, MN","MWE"
27105,"Nobles County, MN","MWE"
27107,"Norman County, MN","MWE"
27109,"Olmsted County, MN","MWE"
27111,"Otter Tail County, MN","MWE"
27113,"Pennington County, MN","MWE"
27115,"Pine County, MN","MWE"
27117,"Pipestone County, MN","MWE"
27119,"Polk County, MN","MWE"
27121,"Pope County, MN","MWE"
27123,"Ramsey County, MN","MWE"
27125,"Red Lake County, MN","MWE"
27127,"Redwood County, MN","MWE"
27129,"Renville County, MN","MWE"
27131,"Rice County, MN","MWE"
27133,"Rock County, MN","MWE"
27135,"Roseau County, MN","MWE"
27137,"St. Louis County, MN","MWE"
27139,"Scott County, MN","MWE"
27141,"Sherburne County, MN","MWE"
27143,"Sibley County, MN","MWE"
27145,"Stearns County, MN","MWE"
27147,"Steele County, MN","MWE"
27149,"Stevens County, MN","MWE"
27151,"Swift County, MN","MWE"
27153,"Todd County, MN","MWE"
27155,"Traverse County, MN","MWE"
27157,"Wabasha County, MN","MWE"
27159,"Wadena County, MN","MWE"
27161,"Waseca County, MN","MWE"
27163,"Washington County, MN","MWE"
27165,"Watonwan County, MN","MWE"
27167,"Wilkin County, MN","MWE"
27169,"Winona County, MN","MWE"
27171,"Wright County, MN","MWE"
27173,"Yellow Medicine County, MN","MWE"
28001,"Adams County, MS","SEA"
28003,"Alcorn County, MS","SEA"
28005,"Amite County, MS","SEA"
28007,"Attala County, MS","SEA"
28009,"Benton County, MS","SEA"
28011,"Bolivar County, MS","SEA"
28013,"Calhoun County, MS","SEA"
28015,"Carroll County, MS","SEA"
28017,"Chickasaw County, MS","SEA"
28019,"Choctaw County, MS","SEA"
28021,"Claiborne County, MS","SEA"
28023,"Clarke County, MS","SEA"
28025,"Clay County, MS","SEA"
28027,"Coahoma County, MS","SEA"
28029,"Copiah County, MS","SEA"
28031,"Covington County, MS","SEA"
28033,"DeSoto County, MS","SEA"
28035,"Forrest County, MS","SEA"
28037,"Franklin County, MS","SEA"
28039,"George County, MS","GLF"
28041,"Greene County, MS","SEA"
28043,"Grenada County, MS","SEA"
28045,"Hancock County, MS","GLF"
28047,"Harrison County, MS","GLF"
28049,"Hinds County, MS","SEA"
28051,"Holmes County, MS","SEA"
28053,"Humphreys County, MS","SEA"
28055,"Issaquena County, MS","SEA"
28057,"Itawamba County, MS","SEA"
28059,"Jackson County, MS","GLF"
28061,"Jasper County, MS","SEA"
28063,"Jefferson County, MS","SEA"
28065,"Jefferson Davis County, MS","SEA"
28067,"Jones County, MS","SEA"
28069,"Kemper County, MS","SEA"
28071,"Lafayette County, MS","SEA"
28073,"Lamar County, MS","SEA"
28075,"Lauderdale County, MS","SEA"
28077,"Lawrence County, MS","SEA"
28079,"Leake County, MS","SEA"
28081,"Lee County, MS","SEA"
28083,"Leflore County, MS","SEA"
28085,"Lincoln County, MS","SEA"
28087,"Lowndes County, MS","SEA"
28089,"Madison County, MS","SEA"
28091,"Marion County, MS","SEA"
28093,"Marshall County, MS","SEA"
28095,"Monroe County, MS","SEA"
28097,"Montgomery County, MS","SEA"
28099,"Neshoba County, MS","SEA"
28101,"Newton County, MS","SEA"
28103,"Noxubee County, MS","SEA"
28105,"Oktibbeha County, MS","SEA"
28107,"Panola County, MS","SEA"
28109,"Pearl River County, MS","SEA"
28111,"Perry County, MS","SEA"
28113,"Pike County, MS","SEA"
28115,"Pontotoc County, MS","SEA"
28117,"Prentiss County, MS","SEA"
28119,"Quitman County, MS","SEA"
28121,"Rankin County, MS","SEA"
28123,"Scott County, MS","SEA"
28125,"Sharkey County, MS","SEA"
28127,"Simpson County, MS","SEA"
28129,"Smith County, MS","SEA"
28131,"Stone County, MS","SEA"
28133,"Sunflower County, MS","SEA"
28135,"Tallahatchie County, MS","SEA"
28137,"Tate County, MS","SEA"
28139,"Tippah County, MS","SEA"
28141,"Tishomingo County, MS","SEA"
28143,"Tunica County, MS","SEA"
28145,"Union County, MS","SEA"
28147,"Walthall County, MS","SEA"
28149,"Warren County, MS","SEA"
28151,"Washington County, MS","SEA"
28153,"Wayne County, MS","SEA"
28155,"Webster County, MS","SEA"
28157,"Wilkinson County, MS","SEA"
28159,"Winston County, MS","SEA"
28161,"Yalobusha County, MS","SEA"
28163,"Yazoo County, MS","SEA"
29001,"Adair County, MO","MWE"
29003,"Andrew County, MO","MWE"
29005,"Atchison County, MO","MWE"
29007,"Audrain County, MO","MWE"
29009,"Barry County, MO","MWE"
29011,"Barton County, MO","MWE"
29013,"Bates County, MO","MWE"
29015,"Benton County, MO","MWE"
29017,"Bollinger County, MO","MWE"
29019,"Boone County, MO","MWE"
29021,"Buchanan County, MO","MWE"
29023,"Butler County, MO","MWE"
29025,"Caldwell County, MO","MWE"
29027,"Callaway County, MO","MWE"
29029,"Camden County, MO","MWE"
29031,"Cape Girardeau County, MO","MWE"
29033,"Carroll County, MO","MWE"
29035,"Carter County, MO","MWE"
29037,"Cass County, MO","MWE"
29039,"Cedar County, MO","MWE"
29041,"Chariton County, MO","MWE"
29043,"Christian County, MO","MWE"
29045,"Clark County, MO","MWE"
29047,"Clay County, MO","MWE"
29049,"Clinton County, MO","MWE"
29051,"Cole County, MO","MWE"
29053,"Cooper County, MO","MWE"
29055,"Crawford County, MO","MWE"
29057,"Dade County, MO","MWE"
29059,"Dallas County, MO","MWE"
29061,"Daviess County, MO","MWE"
29063,"DeKalb County, MO","MWE"
29065,"Dent County, MO","MWE"
29067,"Douglas County, MO","MWE"
29069,"Dunklin County, MO","MWE"
29071,"Franklin County, MO","MWE"
29073,"Gasconade County, MO","MWE"
29075,"Gentry County, MO","MWE"
29077,"Greene County, MO","MWE"
29079,"Grundy County, MO","MWE"
29081,"Harrison County, MO","MWE"
29083,"Henry County, MO","MWE"
