ANSI,NAME,REGION
29085,"Hickory County, MO","MWE"
29087,"Holt County, MO","MWE"
29089,"Howard County, MO","MWE"
29091,"Howell County, MO","MWE"
29093,"Iron County, MO","MWE"
29095,"Jackson County, MO","MWE"
29097,"Jasper County, MO","MWE"
29099,"Jefferson County, MO","MWE"
29101,"Johnson County, MO","MWE"
29103,"Knox County, MO","MWE"
29105,"Laclede County, MO","MWE"
29107,"Lafayette County, MO","MWE"
29109,"Lawrence County, MO","MWE"
29111,"Lewis County, MO","MWE"
29113,"Lincoln County, MO","MWE"
29115,"Linn County, MO","MWE"
29117,"Livingston County, MO","MWE"
29119,"McDonald County, MO","MWE"
29121,"Macon County, MO","MWE"
29123,"Madison County, MO","MWE"
29125,"Maries County, MO","MWE"
29127,"Marion County, MO","MWE"
29129,"Mercer County, MO","MWE"
29131,"Miller County, MO","MWE"
29133,"Mississippi County, MO","MWE"
29135,"Moniteau County, MO","MWE"
29137,"Monroe County, MO","MWE"
29139,"Montgomery County, MO","MWE"
29141,"Morgan County, MO","MWE"
29143,"New Madrid County, MO","MWE"
29145,"Newton County, MO","MWE"
29147,"Nodaway County, MO","MWE"
29149,"Oregon County, MO","MWE"
29151,"Osage County, MO","MWE"
29153,"Ozark County, MO","MWE"
29155,"Pemiscot County, MO","MWE"
29157,"Perry County, MO","MWE"
29159,"Pettis County, MO","MWE"
29161,"Phelps County, MO","MWE"
29163,"Pike County, MO","MWE"
29165,"Platte County, MO","MWE"
29167,"Polk County, MO","MWE"
29169,"Pulaski County, MO","MWE"
29171,"Putnam County, MO","MWE"
29173,"Ralls County, MO","MWE"
29175,"Randolph County, MO","MWE"
29177,"Ray County, MO","MWE"
29179,"Reynolds County, MO","MWE"
29181,"Ripley County, MO","MWE"
29183,"St. Charles County, MO","MWE"
29185,"St. Clair County, MO","MWE"
29186,"Ste. Genevieve County, MO","MWE"
29187,"St. Francois County, MO","MWE"
29189,"St. Louis County, MO","MWE"
29195,"Saline County, MO","MWE"
29197,"Schuyler County, MO","MWE"
29199,"Scotland County, MO","MWE"
29201,"Scott County, MO","MWE"
29203,"Shannon County, MO","MWE"
29205,"Shelby County, MO","MWE"
29207,"Stoddard County, MO","MWE"
29209,"Stone County, MO","MWE"
29211,"Sullivan County, MO","MWE"
29213,"Taney County, MO","MWE"
29215,"Texas County, MO","MWE"
29217,"Vernon County, MO","MWE"
29219,"Warren County, MO","MWE"
29221,"Washington County, MO","MWE"
29223,"Wayne County, MO","MWE"
29225,"Webster County, MO","MWE"
29227,"Worth County, MO","MWE"
29229,"Wright County, MO","MWE"
29510,"St. Louis city, MO","MWE"
30001,"Beaverhead County, MT","GPL"
30003,"Big Horn County, MT","GPL"
30005,"Blaine County, MT","GPL"
30007,"Broadwater County, MT","GPL"
30009,"Carbon County, MT","GPL"
30011,"Carter County, MT","GPL"
30013,"Cascade County, MT","GPL"
30015,"Chouteau County, MT","GPL"
30017,"Custer County, MT","GPL"
30019,"Daniels County, MT","GPL"
30021,"Dawson County, MT","GPL"
30023,"Deer Lodge County, MT","GPL"
30025,"Fallon County, MT","GPL"
30027,"Fergus County, MT","GPL"
30029,"Flathead County, MT","GPL"
30031,"Gallatin County, MT","GPL"
30033,"Garfield County, MT","GPL"
30035,"Glacier County, MT","GPL"
30037,"Golden Valley County, MT","GPL"
30039,"Granite County, MT","GPL"
30041,"Hill County, MT","GPL"
30043,"Jefferson County, MT","GPL"
30045,"Judith Basin County, MT","GPL"
30047,"Lake County, MT","GPL"
30049,"Lewis and Clark County, MT","GPL"
30051,"Liberty County, MT","GPL"
30053,"Lincoln County, MT","GPL"
30055,"McCone County, MT","GPL"
30057,"Madison County, MT","GPL"
30059,"Meagher County, MT","GPL"
30061,"Mineral County, MT","GPL"
30063,"Missoula County, MT","GPL"
30065,"Musselshell County, MT","GPL"
30067,"Park County, MT","GPL"
30069,"Petroleum County, MT","GPL"
30071,"Phillips County, MT","GPL"
30073,"Pondera County, MT","GPL"
30075,"Powder River County, MT","GPL"
30077,"Powell County, MT","GPL"
30079,"Prairie County, MT","GPL"
30081,"Ravalli County, MT","GPL"
30083,"Richland County, MT","GPL"
30085,"Roosevelt County, MT","GPL"
30087,"Rosebud County, MT","GPL"
30089,"Sanders County, MT","GPL"
30091,"Sheridan County, MT","GPL"
30093,"Silver Bow County, MT","GPL"
30095,"Stillwater County, MT","GPL"
30097,"Sweet Grass County, MT","GPL"
30099,"Teton County, MT","GPL"
30101,"Toole County, MT","GPL"
30103,"Treasure County, MT","GPL"
30105,"Valley County, MT","GPL"
30107,"Wheatland County, MT","GPL"
30109,"Wibaux County, MT","GPL"
30111,"Yellowstone County, MT","GPL"
31001,"Adams County, NE","GPL"
31003,"Antelope County, NE","GPL"
31005,"Arthur County, NE","GPL"
31007,"Banner County, NE","GPL"
31009,"Blaine County, NE","GPL"
31011,"Boone County, NE","GPL"
31013,"Box Butte County, NE","GPL"
31015,"Boyd County, NE","GPL"
31017,"Brown County, NE","GPL"
31019,"Buffalo County, NE","GPL"
31021,"Burt County, NE","GPL"
31023,"Butler County, NE","GPL"
31025,"Cass County, NE","GPL"
31027,"Cedar County, NE","GPL"
31029,"Chase County, NE","GPL"
31031,"Cherry County, NE","GPL"
31033,"Cheyenne County, NE","GPL"
31035,"Clay County, NE","GPL"
31037,"Colfax County, NE","GPL"
31039,"Cuming County, NE","GPL"
31041,"Custer County, NE","GPL"
31043,"Dakota County, NE","GPL"
31045,"Dawes County, NE","GPL"
31047,"Dawson County, NE","GPL"
31049,"Deuel County, NE","GPL"
31051,"Dixon County, NE","GPL"
31053,"Dodge County, NE","GPL"
31055,"Douglas County, NE","GPL"
31057,"Dundy County, NE","GPL"
31059,"Fillmore County, NE","GPL"
31061,"Franklin County, NE","GPL"
31063,"Frontier County, NE","GPL"
31065,"Furnas County, NE","GPL"
31067,"Gage County, NE","GPL"
31069,"Garden County, NE","GPL"
31071,"Garfield County, NE","GPL"
31073,"Gosper County, NE","GPL"
31075,"Grant County, NE","GPL"
31077,"Greeley County, NE","GPL"
31079,"Hall County, NE","GPL"
31081,"Hamilton County, NE","GPL"
31083,"Harlan County, NE","GPL"
31085,"Hayes County, NE","GPL"
31087,"Hitchcock County, NE","GPL"
31089,"Holt County, NE","GPL"
31091,"Hooker County, NE","GPL"
31093,"Howard County, NE","GPL"
31095,"Jefferson County, NE","GPL"
31097,"Johnson County, NE","GPL"
31099,"Kearney County, NE","GPL"
31101,"Keith County, NE","GPL"
31103,"Keya Paha County, NE","GPL"
31105,"Kimball County, NE","GPL"
31107,"Knox County, NE","GPL"
31109,"Lancaster County, NE","GPL"
31111,"Lincoln County, NE","GPL"
31113,"Logan County, NE","GPL"
31115,"Loup County, NE","GPL"
31117,"McPherson County, NE","GPL"
31119,"Madison County, NE","GPL"
31121,"Merrick County, NE","GPL"
31123,"Morrill County, NE","GPL"
31125,"Nance County, NE","GPL"
31127,"Nemaha County, NE","GPL"
31129,"Nuckolls County, NE","GPL"
31131,"Otoe County, NE","GPL"
31133,"Pawnee County, NE","GPL"
31135,"Perkins County, NE","GPL"
31137,"Phelps County, NE","GPL"
31139,"Pierce County, NE","GPL"
31141,"Platte County, NE","GPL"
31143,"Polk County, NE","GPL"
31145,"Red Willow County, NE","GPL"
31147,"Richardson County, NE","GPL"
31149,"Rock County, NE","GPL"
31151,"Saline County, NE","GPL"
31153,"Sarpy County, NE","GPL"
31155,"Saunders County, NE","GPL"
31157,"Scotts Bluff County, NE","GPL"
31159,"Seward County, NE","GPL"
31161,"Sheridan County, NE","GPL"
31163,"Sherman County, NE","GPL"
31165,"Sioux County, NE","GPL"
31167,"Stanton County, NE","GPL"
31169,"Thayer County, NE","GPL"
31171,"Thomas County, NE","GPL"
31173,"Thurston County, NE","GPL"
31175,"Valley County, NE","GPL"
31177,"Washington County, NE","GPL"
31179,"Wayne County, NE","GPL"
31181,"Webster County, NE","GPL"
31183,"Wheeler County, NE","GPL"
31185,"York County, NE","GPL"
32001,"Churchill County, NV","SWE"
32003,"Clark County, NV","SWE"
32005,"Douglas County, NV","SWE"
32007,"Elko County, NV","SWE"
32009,"Esmeralda County, NV","SWE"
32011,"Eureka County, NV","SWE"
32013,"Humboldt County, NV","SWE"
32015,"Lander County, NV","SWE"
32017,"Lincoln County, NV","SWE"
32019,"Lyon County, NV","SWE"
32021,"Mineral County, NV","SWE"
32023,"Nye County, NV","SWE"
32027,"Pershing County, NV","SWE"
32029,"Storey County, NV","SWE"
32031,"Washoe County, NV","SWE"
32033,"White Pine County, NV","SWE"
32510,"Carson City, NV","SWE"
33001,"Belknap County, NH","NEA"
33003,"Carroll County, NH","NEA"
33005,"Cheshire County, NH","NEA"
33007,"Coos County, NH","NEA"
33009,"Grafton County, NH","NEA"
33011,"Hillsborough County, NH","NEA"
33013,"Merrimack County, NH","NEA"
33015,"Rockingham County, NH","NAC"
33017,"Strafford County, NH","NAC"
33019,"Sullivan County, NH","NEA"
34001,"Atlantic County, NJ","NAC"
34003,"Bergen County, NJ","NAC"
34005,"Burlington County, NJ","NAC"
34007,"Camden County, NJ","NAC"
34009,"Cape May County, NJ","NAC"
34011,"Cumberland County, NJ","NAC"
34013,"Essex County, NJ","NAC"
34015,"Gloucester County, NJ","NAC"
34017,"Hudson County, NJ","NAC"
34019,"Hunterdon County, NJ","NEA"
34021,"Mercer County, NJ","NAC"
34023,"Middlesex County, NJ","NAC"
34025,"Monmouth County, NJ","NAC"
34027,"Morris County, NJ","NEA"
34029,"Ocean County, NJ","NAC"
34031,"Passaic County, NJ","NEA"
34033,"Salem County, NJ","NAC"
34035,"Somerset County, NJ","NAC"
34037,"Sussex County, NJ","NEA"
34039,"Union County, NJ","NAC"
34041,"Warren County, NJ","NEA"
35001,"Bernalillo County, NM","SWE"
35003,"Catron County, NM","SWE"
35005,"Chaves County, NM","SWE"
35006,"Cibola County, NM","SWE"
35007,"Colfax County, NM","SWE"
35009,"Curry County, NM","SWE"
35011,"De Baca County, NM","SWE"
35013,"Dona Ana County, NM","SWE"
35015,"Eddy County, NM","SWE"
35017,"Grant County, NM","SWE"
35019,"Guadalupe County, NM","SWE"
35021,"Harding County, NM","SWE"
35023,"Hidalgo County, NM","SWE"
35025,"Lea County, NM","SWE"
35027,"Lincoln County, NM","SWE"
35028,"Los Alamos County, NM","SWE"
35029,"Luna County, NM","SWE"
35031,"McKinley County, NM","SWE"
35033,"Mora County, NM","SWE"
35035,"Otero County, NM","SWE"
35037,"Quay County, NM","SWE"
35039,"Rio Arriba County, NM","SWE"
35041,"Roosevelt County, NM","SWE"
35043,"Sandoval County, NM","SWE"
35045,"San Juan County, NM","SWE"
35047,"San Miguel County, NM","SWE"
35049,"Santa Fe County, NM","SWE"
35051,"Sierra County, NM","SWE"
35053,"Socorro County, NM","SWE"
35055,"Taos County, NM","SWE"
35057,"Torrance County, NM","SWE"
35059,"Union County, NM","SWE"
35061,"Valencia County, NM","SWE"
36001,"Albany County, NY","NEA"
36003,"Allegany County, NY","NEA"
36005,"Bronx County, NY","NAC"
36007,"Broome County, NY","NEA"
36009,"Cattaraugus County, NY","NEA"
36011,"Cayuga County, NY","NEA"
36013,"Chautauqua County, NY","NEA"
36015,"Chemung County, NY","NEA"
36017,"Chenango County, NY","NEA"
36019,"Clinton County, NY","NEA"
36021,"Columbia County, NY","NEA"
36023,"Cortland County, NY","NEA"
36025,"Delaware County, NY","NEA"
36027,"Dutchess County, NY","NEA"
36029,"Erie County, NY","NEA"
36031,"Essex County, NY","NEA"
36033,"Franklin County, NY","NEA"
36035,"Fulton County, NY","NEA"
36037,"Genesee County, NY","NEA"
36039,"Greene County, NY","NEA"
36041,"Hamilton County, NY","NEA"
36043,"Herkimer County, NY","NEA"
36045,"Jefferson County, NY","NEA"
36047,"Kings County, NY","NAC"
36049,"Lewis County, NY","NEA"
36051,"Livingston County, NY","NEA"
36053,"Madison County, NY","NEA"
36055,"Monroe County, NY","NEA"
36057,"Montgomery County, NY","NEA"
36059,"Nassau County, NY","NAC"
36061,"New York County, NY","NAC"
36063,"Niagara County, NY","NEA"
36065,"Oneida County, NY","NEA"
36067,"Onondaga County, NY","NEA"
36069,"Ontario County, NY","NEA"
36071,"Orange County, NY","NEA"
36073,"Orleans County, NY","NEA"
36075,"Oswego County, NY","NEA"
36077,"Otsego County, NY","NEA"
36079,"Putnam County, NY","NEA"
36081,"Queens County, NY","NAC"
36083,"Rensselaer County, NY","NEA"
36085,"Richmond County, NY","NAC"
36087,"Rockland County, NY","NAC"
36089,"St. Lawrence County, NY","NEA"
36091,"Saratoga County, NY","NEA"
36093,"Schenectady County, NY","NEA"
36095,"Schoharie County, NY","NEA"
36097,"Schuyler County, NY","NEA"
36099,"Seneca County, NY","NEA"
36101,"Steuben County, NY","NEA"
36103,"Suffolk County, NY","NAC"
36105,"Sullivan County, NY","NEA"
36107,"Tioga County, NY","NEA"
36109,"Tompkins County, NY","NEA"
36111,"Ulster County, NY","NEA"
36113,"Warren County, NY","NEA"
36115,"Washington County, NY","NEA"
36117,"Wayne County, NY","NEA"
36119,"Westchester County, NY","NAC"
36121,"Wyoming County, NY","NEA"
36123,"Yates County, NY","NEA"
37001,"Alamance County, NC","SEA"
37003,"Alexander County, NC","SEA"
37005,"Alleghany County, NC","SEA"
37007,"Anson County, NC","SEA"
37009,"Ashe County, NC","SEA"
37011,"Avery County, NC","SEA"
37013,"Beaufort County, NC","SAC"
37015,"Bertie County, NC","SAC"
37017,"Bladen County, NC","SEA"
37019,"Brunswick County, NC","SAC"
37021,"Buncombe County, NC","SEA"
37023,"Burke County, NC","SEA"
37025,"Cabarrus County, NC","SEA"
37027,"Caldwell County, NC","SEA"
37029,"Camden County, NC","SAC"
37031,"Carteret County, NC","SAC"
37033,"Caswell County, NC","SEA"
37035,"Catawba County, NC","SEA"
37037,"Chatham County, NC","SEA"
37039,"Cherokee County, NC","SEA"
37041,"Chowan County, NC","SAC"
37043,"Clay County, NC","SEA"
37045,"Cleveland County, NC","SEA"
37047,"Columbus County, NC","SEA"
37049,"Craven County, NC","SAC"
37051,"Cumberland County, NC","SEA"
37053,"Currituck County, NC","SAC"
37055,"Dare County, NC","SAC"
37057,"Davidson County, NC","SEA"
37059,"Davie County, NC","SEA"
37061,"Duplin County, NC","SEA"
37063,"Durham County, NC","SEA"
37065,"Edgecombe County, NC","SAC"
37067,"Forsyth County, NC","SEA"
37069,"Franklin County, NC","SEA"
37071,"Gaston County, NC","SEA"
37073,"Gates County, NC","SAC"
37075,"Graham County, NC","SEA"
37077,"Granville County, NC","SEA"
37079,"Greene County, NC","SAC"
37081,"Guilford County, NC","SEA"
37083,"Halifax County, NC","SEA"
37085,"Harnett County, NC","SEA"
37087,"Haywood County, NC","SEA"
37089,"Henderson County, NC","SEA"
37091,"Hertford County, NC","SAC"
37093,"Hoke County, NC","SEA"
37095,"Hyde County, NC","SAC"
37097,"Iredell County, NC","SEA"
37099,"Jackson County, NC","SEA"
37101,"Johnston County, NC","SEA"
37103,"Jones County, NC","SAC"
37105,"Lee County, NC","SEA"
37107,"Lenoir County, NC","SEA"
37109,"Lincoln County, NC","SEA"
37111,"McDowell County, NC","SEA"
37113,"Macon County, NC","SEA"
37115,"Madison County, NC","SEA"
37117,"Martin County, NC","SAC"
37119,"Mecklenburg County, NC","SEA"
37121,"Mitchell County, NC","SEA"
37123,"Montgomery County, NC","SEA"
37125,"Moore County, NC","SEA"
37127,"Nash County, NC","SEA"
37129,"New Hanover County, NC","SAC"
37131,"Northampton County, NC","SEA"
37133,"Onslow County, NC","SAC"
37135,"Orange County, NC","SEA"
37137,"Pamlico County, NC","SAC"
37139,"Pasquotank County, NC","SAC"
37141,"Pender County, NC","SAC"
37143,"Perquimans County, NC","SAC"
37145,"Person County, NC","SEA"
37147,"Pitt County, NC","SAC"
37149,"Polk County, NC","SEA"
37151,"Randolph County, NC","SEA"
37153,"Richmond County, NC","SEA"
37155,"Robeson County, NC","SEA"
37157,"Rockingham County, NC","SEA"
37159,"Rowan County, NC","SEA"
37161,"Rutherford County, NC","SEA"
37163,"Sampson County, NC","SEA"
37165,"Scotland County, NC","SEA"
37167,"Stanly County, NC","SEA"
37169,"Stokes County, NC","SEA"
37171,"Surry County, NC","SEA"
37173,"Swain County, NC","SEA"
37175,"Transylvania County, NC","SEA"
37177,"Tyrrell County, NC","SAC"
37179,"Union County, NC","SEA"
37181,"Vance County, NC","SEA"
37183,"Wake County, NC","SEA"
37185,"Warren County, NC","SEA"
37187,"Washington County, NC","SAC"
37189,"Watauga County, NC","SEA"
37191,"Wayne County, NC","SEA"
37193,"Wilkes County, NC","SEA"
37195,"Wilson County, NC","SEA"
37197,"Yadkin County, NC","SEA"
37199,"Yancey County, NC","SEA"
38001,"Adams County, ND","GPL"
38003,"Barnes County, ND","GPL"
38005,"Benson County, ND","GPL"
38007,"Billings County, ND","GPL"
38009,"Bottineau County, ND","GPL"
38011,"Bowman County, ND","GPL"
38013,"Burke County, ND","GPL"
38015,"Burleigh County, ND","GPL"
38017,"Cass County, ND","GPL"
38019,"Cavalier County, ND","GPL"
38021,"Dickey County, ND","GPL"
38023,"Divide County, ND","GPL"
38025,"Dunn County, ND","GPL"
38027,"Eddy County, ND","GPL"
38029,"Emmons County, ND","GPL"
38031,"Foster County, ND","GPL"
38033,"Golden Valley County, ND","GPL"
38035,"Grand Forks County, ND","GPL"
38037,"Grant County, ND","GPL"
38039,"Griggs County, ND","GPL"
38041,"Hettinger County, ND","GPL"
38043,"Kidder County, ND","GPL"
38045,"LaMoure County, ND","GPL"
38047,"Logan County, ND","GPL"
38049,"McHenry County, ND","GPL"
38051,"McIntosh County, ND","GPL"
38053,"McKenzie County, ND","GPL"
38055,"McLean County, ND","GPL"
38057,"Mercer County, ND","GPL"
38059,"Morton County, ND","GPL"
38061,"Mountrail County, ND","GPL"
38063,"Nelson County, ND","GPL"
38065,"Oliver County, ND","GPL"
38067,"Pembina County, ND","GPL"
38069,"Pierce County, ND","GPL"
38071,"Ramsey County, ND","GPL"
38073,"Ransom County, ND","GPL"
38075,"Renville County, ND","GPL"
38077,"Richland County, ND","GPL"
38079,"Rolette County, ND","GPL"
38081,"Sargent County, ND","GPL"
38083,"Sheridan County, ND","GPL"
38085,"Sioux County, ND","GPL"
38087,"Slope County, ND","GPL"
38089,"Stark County, ND","GPL"
38091,"Steele County, ND","GPL"
38093,"Stutsman County, ND","GPL"
38095,"Towner County, ND","GPL"
38097,"Traill County, ND","GPL"
38099,"Walsh County, ND","GPL"
38101,"Ward County, ND","GPL"
38103,"Wells County, ND","GPL"
38105,"Williams County, ND","GPL"
39001,"Adams County, OH","MWE"
39003,"Allen County, OH","MWE"
39005,"Ashland County, OH","MWE"
39007,"Ashtabula County, OH","MWE"
39009,"Athens County, OH","MWE"
39011,"Auglaize County, OH","MWE"
39013,"Belmont County, OH","MWE"
39015,"Brown County, OH","MWE"
39017,"Butler County, OH","MWE"
39019,"Carroll County, OH","MWE"
39021,"Champaign County, OH","MWE"
39023,"Clark County, OH","MWE"
39025,"Clermont County, OH","MWE"
39027,"Clinton County, OH","MWE"
39029,"Columbiana County, OH","MWE"
39031,"Coshocton County, OH","MWE"
39033,"Crawford County, OH","MWE"
39035,"Cuyahoga County, OH","MWE"
39037,"Darke County, OH","MWE"
39039,"Defiance County, OH","MWE"
39041,"Delaware County, OH","MWE"
39043,"Erie County, OH","MWE"
39045,"Fairfield County, OH","MWE"
39047,"Fayette County, OH","MWE"
39049,"Franklin County, OH","MWE"
39051,"Fulton County, OH","MWE"
39053,"Gallia County, OH","MWE"
39055,"Geauga County, OH","MWE"
39057,"Greene County, OH","MWE"
39059,"Guernsey County, OH","MWE"
39061,"Hamilton County, OH","MWE"
39063,"Hancock County, OH","MWE"
39065,"Hardin County, OH","MWE"
39067,"Harrison County, OH","MWE"
39069,"Henry County, OH","MWE"
39071,"Highland County, OH","MWE"
39073,"Hocking County, OH","MWE"
39075,"Holmes County, OH","MWE"
39077,"Huron County, OH","MWE"
39079,"Jackson County, OH","MWE"
39081,"Jefferson County, OH","MWE"
39083,"Knox County, OH","MWE"
39085,"Lake County, OH","MWE"
39087,"Lawrence County, OH","MWE"
39089,"Licking County, OH","MWE"
39091,"Logan County, OH","MWE"
39093,"Lorain County, OH","MWE"
39095,"Lucas County, OH","MWE"
39097,"Madison County, OH","MWE"
39099,"Mahoning County, OH","MWE"
39101,"Marion County, OH","MWE"
39103,"Medina County, OH","MWE"
39105,"Meigs County, OH","MWE"
39107,"Mercer County, OH","MWE"
39109,"Miami County, OH","MWE"
39111,"Monroe County, OH","MWE"
39113,"Montgomery County, OH","MWE"
39115,"Morgan County, OH","MWE"
39117,"Morrow County, OH","MWE"
39119,"Muskingum County, OH","MWE"
39121,"Noble County, OH","MWE"
39123,"Ottawa County, OH","MWE"
39125,"Paulding County, OH","MWE"
39127,"Perry County, OH","MWE"
39129,"Pickaway County, OH","MWE"
39131,"Pike County, OH","MWE"
39133,"Portage County, OH","MWE"
39135,"Preble County, OH","MWE"
39137,"Putnam County, OH","MWE"
39139,"Richland County, OH","MWE"
39141,"Ross County, OH","MWE"
39143,"Sandusky County, OH","MWE"
39145,"Scioto County, OH","MWE"
39147,"Seneca County, OH","MWE"
39149,"Shelby County, OH","MWE"
39151,"Stark County, OH","MWE"
39153,"Summit County, OH","MWE"
39155,"Trumbull County, OH","MWE"
39157,"Tuscarawas County, OH","MWE"
39159,"Union County, OH","MWE"
39161,"Van Wert County, OH","MWE"
39163,"Vinton County, OH","MWE"
39165,"Warren County, OH","MWE"
39167,"Washington County, OH","MWE"
39169,"Wayne County, OH","MWE"
39171,"Williams County, OH","MWE"
39173,"Wood County, OH","MWE"
39175,"Wyandot County, OH","MWE"
40001,"Adair County, OK","GPL"
40003,"Alfalfa County, OK","GPL"
40005,"Atoka County, OK","GPL"
40007,"Beaver County, OK","GPL"
40009,"Beckham County, OK","GPL"
40011,"Blaine County, OK","GPL"
40013,"Bryan County, OK","GPL"
40015,"Caddo County, OK","GPL"
40017,"Canadian County, OK","GPL"
40019,"Carter County, OK","GPL"
40021,"Cherokee County, OK","GPL"
40023,"Choctaw County, OK","GPL"
40025,"Cimarron County, OK","GPL"
40027,"Cleveland County, OK","GPL"
40029,"Coal County, OK","GPL"
40031,"Comanche County, OK","GPL"
40033,"Cotton County, OK","GPL"
40035,"Craig County, OK","GPL"
40037,"Creek County, OK","GPL"
40039,"Custer County, OK","GPL"
40041,"Delaware County, OK","GPL"
40043,"Dewey County, OK","GPL"
40045,"Ellis County, OK","GPL"
40047,"Garfield County, OK","GPL"
40049,"Garvin County, OK","GPL"
40051,"Grady County, OK","GPL"
40053,"Grant County, OK","GPL"
40055,"Greer County, OK","GPL"
40057,"Harmon County, OK","GPL"
40059,"Harper County, OK","GPL"
40061,"Haskell County, OK","GPL"
40063,"Hughes County, OK","GPL"
40065,"Jackson County, OK","GPL"
40067,"Jefferson County, OK","GPL"
40069,"Johnston County, OK","GPL"
40071,"Kay County, OK","GPL"
40073,"Kingfisher County, OK","GPL"
40075,"Kiowa County, OK","GPL"
40077,"Latimer County, OK","GPL"
40079,"Le Flore County, OK","GPL"
40081,"Lincoln County, OK","GPL"
40083,"Logan County, OK","GPL"
40085,"Love County, OK","GPL"
40087,"McClain County, OK","GPL"
40089,"McCurtain County, OK","GPL"
40091,"McIntosh County, OK","GPL"
40093,"Major County, OK","GPL"
40095,"Marshall County, OK","GPL"
40097,"Mayes County, OK","GPL"
40099,"Murray County, OK","GPL"
40101,"Muskogee County, OK","GPL"
40103,"Noble County, OK","GPL"
40105,"Nowata County, OK","GPL"
40107,"Okfuskee County, OK","GPL"
40109,"Oklahoma County, OK","GPL"
40111,"Okmulgee County, OK","GPL"
40113,"Osage County, OK","GPL"
40115,"Ottawa County, OK","GPL"
40117,"Pawnee County, OK","GPL"
40119,"Payne County, OK","GPL"
40121,"Pittsburg County, OK","GPL"
40123,"Pontotoc County, OK","GPL"
40125,"Pottawatomie County, OK","GPL"
40127,"Pushmataha County, OK","GPL"
40129,"Roger Mills County, OK","GPL"
40131,"Rogers County, OK","GPL"
40133,"Seminole County, OK","GPL"
40135,"Sequoyah County, OK","GPL"
40137,"Stephens County, OK","GPL"
40139,"Texas County, OK","GPL"
40141,"Tillman County, OK","GPL"
40143,"Tulsa County, OK","GPL"
40145,"Wagoner County, OK","GPL"
40147,"Washington County, OK","GPL"
40149,"Washita County, OK","GPL"
40151,"Woods County, OK","GPL"
40153,"Woodward County, OK","GPL"
41001,"Baker County, OR","NWE"
41003,"Benton County, OR","NPC"
41005,"Clackamas County, OR","NPC"
41007,"Clatsop County, OR","NPC"
41009,"Columbia County, OR","NPC"
41011,"Coos County, OR","NPC"
41013,"Crook County, OR","NWE"
41015,"Curry County, OR","NPC"
41017,"Deschutes County, OR","NWE"
41019,"Douglas County, OR","NPC"
41021,"Gilliam County, OR","NWE"
41023,"Grant County, OR","NWE"
41025,"Harney County, OR","NWE"
41027,"Hood River County, OR","NWE"
41029,"Jackson County, OR","NWE"
41031,"Jefferson County, OR","NWE"
41033,"Josephine County, OR","NPC"
41035,"Klamath County, OR","NWE"
41037,"Lake County, OR","NWE"
41039,"Lane County, OR","NPC"
41041,"Lincoln County, OR","NPC"
41043,"Linn County, OR","NWE"
41045,"Malheur County, OR","NWE"
41047,"Marion County, OR","NWE"
41049,"Morrow County, OR","NWE"
41051,"Multnomah County, OR","NPC"
41053,"Polk County, OR","NWE"
41055,"Sherman County, OR","NWE"
41057,"Tillamook County, OR","NPC"
41059,"Umatilla County, OR","NWE"
41061,"Union County, OR","NWE"
41063,"Wallowa County, OR","NWE"
41065,"Wasco County, OR","NWE"
41067,"Washington County, OR","NWE"
41069,"Wheeler County, OR","NWE"
41071,"Yamhill County, OR","NWE"
42001,"Adams County, PA","NEA"
42003,"Allegheny County, PA","NEA"
42005,"Armstrong County, PA","NEA"
42007,"Beaver County, PA","NEA"
42009,"Bedford County, PA","NEA"
42011,"Berks County, PA","NEA"
42013,"Blair County, PA","NEA"
42015,"Bradford County, PA","NEA"
42017,"Bucks County, PA","NAC"
42019,"Butler County, PA","NEA"
42021,"Cambria County, PA","NEA"
42023,"Cameron County, PA","NEA"
42025,"Carbon County, PA","NEA"
42027,"Centre County, PA","NEA"
42029,"Chester County, PA","NEA"
42031,"Clarion County, PA","NEA"
42033,"Clearfield County, PA","NEA"
42035,"Clinton County, PA","NEA"
42037,"Columbia County, PA","NEA"
42039,"Crawford County, PA","NEA"
42041,"Cumberland County, PA","NEA"
42043,"Dauphin County, PA","NEA"
42045,"Delaware County, PA","NAC"
42047,"Elk County, PA","NEA"
42049,"Erie County, PA","NEA"
42051,"Fayette County, PA","NEA"
42053,"Forest County, PA","NEA"
42055,"Franklin County, PA","NEA"
42057,"Fulton County, PA","NEA"
42059,"Greene County, PA","NEA"
42061,"Huntingdon County, PA","NEA"
42063,"Indiana County, PA","NEA"
42065,"Jefferson County, PA","NEA"
42067,"Juniata County, PA","NEA"
42069,"Lackawanna County, PA","NEA"
42071,"Lancaster County, PA","NEA"
42073,"Lawrence County, PA","NEA"
42075,"Lebanon County, PA","NEA"
42077,"Lehigh County, PA","NEA"
42079,"Luzerne County, PA","NEA"
42081,"Lycoming County, PA","NEA"
42083,"McKean County, PA","NEA"
42085,"Mercer County, PA","NEA"
42087,"Mifflin County, PA","NEA"
42089,"Monroe County, PA","NEA"
42091,"Montgomery County, PA","NEA"
42093,"Montour County, PA","NEA"
42095,"Northampton County, PA","NEA"
42097,"Northumberland County, PA","NEA"
42099,"Perry County, PA","NEA"
42101,"Philadelphia County, PA","NAC"
42103,"Pike County, PA","NEA"
42105,"Potter County, PA","NEA"
42107,"Schuylkill County, PA","NEA"
