Region,FIPS,County,EA,"EA Name"
"MO - StLouis",17027,"Clinton County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17055,"Franklin County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17065,"Hamilton County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17069,"Hardin County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17077,"Jackson County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17081,"Jefferson County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17083,"Jersey County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17087,"Johnson County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17117,"Macoupin County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17119,"Madison County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17121,"Marion County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17133,"Monroe County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17145,"Perry County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17157,"Randolph County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17163,"St. Clair County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17165,"Saline County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17181,"Union County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17189,"Washington County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",17199,"Williamson County, IL",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29055,"Crawford County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29071,"Franklin County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29073,"Gasconade County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29093,"Iron County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29099,"Jefferson County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29113,"Lincoln County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29123,"Madison County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29139,"Montgomery County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29163,"Pike County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29179,"Reynolds County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29183,"St. Charles County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29186,"Ste. Genevieve County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29187,"St. Francois County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29189,"St. Louis County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29219,"Warren County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29221,"Washington County, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"MO - StLouis",29510,"St. Louis city, MO",160,"St. Louis-St. Charles-Farmington, MO-IL"
"OH - Cleveland+Toledo",39005,"Ashland County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39007,"Ashtabula County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39019,"Carroll County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39029,"Columbiana County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39033,"Crawford County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39035,"Cuyahoga County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39043,"Erie County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39055,"Geauga County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39067,"Harrison County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39075,"Holmes County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39077,"Huron County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39085,"Lake County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39093,"Lorain County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39099,"Mahoning County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39103,"Medina County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39133,"Portage County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39139,"Richland County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39151,"Stark County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39153,"Summit County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39155,"Trumbull County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39157,"Tuscarawas County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39169,"Wayne County, OH",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",42085,"Mercer County, PA",035,"Cleveland-Akron-Elyria, OH"
"OH - Cleveland+Toledo",39039,"Defiance County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39051,"Fulton County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39063,"Hancock County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39069,"Henry County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39095,"Lucas County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39123,"Ottawa County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39125,"Paulding County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39143,"Sandusky County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39147,"Seneca County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39171,"Williams County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39173,"Wood County, OH",166,"Toledo-Fremont, OH"
"OH - Cleveland+Toledo",39175,"Wyandot County, OH",166,"Toledo-Fremont, OH"
"OH - Columbus+Cin+Dayton",39003,"Allen County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39011,"Auglaize County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39021,"Champaign County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39023,"Clark County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39037,"Darke County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39057,"Greene County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39107,"Mercer County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39109,"Miami County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39113,"Montgomery County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39135,"Preble County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39137,"Putnam County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39149,"Shelby County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39161,"Van Wert County, OH",044,"Dayton-Springfield-Greenville, OH"
"OH - Columbus+Cin+Dayton",39009,"Athens County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39031,"Coshocton County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39041,"Delaware County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39045,"Fairfield County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39047,"Fayette County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39049,"Franklin County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39053,"Gallia County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39059,"Guernsey County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39065,"Hardin County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39073,"Hocking County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39079,"Jackson County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39083,"Knox County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39089,"Licking County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39091,"Logan County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39097,"Madison County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39101,"Marion County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39105,"Meigs County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39115,"Morgan County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39117,"Morrow County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39119,"Muskingum County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39121,"Noble County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39127,"Perry County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39129,"Pickaway County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39131,"Pike County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39141,"Ross County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39145,"Scioto County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39159,"Union County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",39163,"Vinton County, OH",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",54053,"Mason County, WV",040,"Columbus-Marion-Chillicothe, OH"
"OH - Columbus+Cin+Dayton",18029,"Dearborn County, IN",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",18047,"Franklin County, IN",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",18115,"Ohio County, IN",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",18137,"Ripley County, IN",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",18155,"Switzerland County, IN",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21015,"Boone County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21023,"Bracken County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21037,"Campbell County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21069,"Fleming County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21077,"Gallatin County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21081,"Grant County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21117,"Kenton County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21135,"Lewis County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21161,"Mason County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21187,"Owen County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",21191,"Pendleton County, KY",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39001,"Adams County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39015,"Brown County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39017,"Butler County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39025,"Clermont County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39027,"Clinton County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39061,"Hamilton County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39071,"Highland County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"OH - Columbus+Cin+Dayton",39165,"Warren County, OH",033,"Cincinnati-Middletown-Wilmington, OH-KY-IN"
"WI - Milwaukee+Madison",55027,"Dodge County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55039,"Fond du Lac County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55047,"Green Lake County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55055,"Jefferson County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55071,"Manitowoc County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55079,"Milwaukee County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55089,"Ozaukee County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55101,"Racine County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55117,"Sheboygan County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55127,"Walworth County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55131,"Washington County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",55133,"Waukesha County, WI",108,"Milwaukee-Racine-Waukesha, WI"
"WI - Milwaukee+Madison",17085,"Jo Daviess County, IL",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",19005,"Allamakee County, IA",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",19043,"Clayton County, IA",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",19055,"Delaware County, IA",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",19061,"Dubuque County, IA",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",19097,"Jackson County, IA",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55001,"Adams County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55021,"Columbia County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55023,"Crawford County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55025,"Dane County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55043,"Grant County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55045,"Green County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55049,"Iowa County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55057,"Juneau County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55065,"Lafayette County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55077,"Marquette County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55103,"Richland County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55105,"Rock County, WI",101,"Madison-Baraboo, WI"
"WI - Milwaukee+Madison",55111,"Sauk County, WI",101,"Madison-Baraboo, WI"
